Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'active ulcerative colitis' vs 'normal' in 'caecum'.tStat	condition2.foldChange	condition2.pValue	'active ulcerative colitis' vs 'normal' in 'left colon'.tStat	condition3.foldChange	condition3.pValue	'active ulcerative colitis' vs 'normal' in 'rectum'.tStat	condition4.foldChange	condition4.pValue	'active ulcerative colitis' vs 'normal' in 'transverse colon'.tStat
ENSG00000140443	IGF1R	16805495							-0.7	0.0120463643248847	-4.4024117435718			
ENSG00000140450	ARRDC4	16805474				-0.8	0.0193988341590641	-3.79344544504475	-0.8	0.114735662373292	-2.25989584913577	-0.4	0.37528793040003	-1.25614506548653
ENSG00000140451	PIF1	16810585				0.3	0.3179151149448	1.32161095240297						
ENSG00000140464	PML	16802918				1.0	0.0107269276792303	4.44218765430979	0.9	0.0224528788222236	3.72645002123644	0.4	0.248082212063328	1.66112328375751
ENSG00000140465	CYP1A1	16811684										0.2	0.561927035276702	0.828598728526179
ENSG00000140474	ULK3	16811697				-0.6	0.0762343578501674	-2.50027227999633	-0.4	0.232955501816469	-1.65860484816395	-0.5	0.100695821558498	-2.51432371221302
ENSG00000140497	SCAMP2	16811717				-0.4	0.215862379093876	-1.65139706425606						
ENSG00000140505	CYP1A2	16803050				-0.5	0.0393028300997668	-3.0849197286931						
ENSG00000140511	HAPLN3	16813029				1.4	0.00114011702803438	8.27167360920889	0.9	0.0404235662241109	3.1650245554841	0.5	0.168991024763521	2.02087470556564
ENSG00000140525	FANCI	16804559	1.0	0.00978653892364005	5.32050777550564	0.9	0.0156341388429787	4.01419329850467	0.7	0.178757145399505	1.88527872151086	1.1	0.00431822045111204	7.03907880746308
ENSG00000140526	ABHD2	16804539				0.5	0.0886611245078076	2.38127345887695	0.6	0.0531823638110137	2.91280219625828			
ENSG00000140534	TICRR	16804631				0.6	0.0684313919691294	2.5932923034234	0.8	0.0776387696021547	2.58437516897499	0.5	0.112320230887063	2.40719096765381
ENSG00000140543	DET1	16812994				-0.6	0.0194775584304418	-3.78926650352293	-0.6	0.0523727787798282	-2.92892405029408	-0.8	0.0209315402460512	-4.36667395863022
ENSG00000140545	MFGE8	16813038				0.9	0.0054809475024407	5.31935207174031	0.9	0.00413848932846083	5.71301499521228	0.9	0.0231300254687163	4.20238793630779
ENSG00000140563	MCTP2	16805345				-0.6	0.0178883361718736	-3.87685414064409	-0.7	0.0194272590002994	-3.86655608797016			
ENSG00000140564	FURIN	16804942				0.5	0.0955476370544793	2.31704030966351	0.4	0.245551193925902	1.61336554344031	0.3	0.295937723146193	1.49319980556197
ENSG00000140577	CRTC3	16804867				0.6	0.0173762819760134	3.90611607964721						
ENSG00000140598	EFL1	16812475				-0.7	0.0131331565402442	-4.21078069073026						
ENSG00000140678	ITGAX	16818272				1.6	0.00533044274661057	5.36832873754737	1.1	0.0605404725151558	2.7988693324757	0.4	0.523657455712025	0.90908307075262
ENSG00000140682	TGFB1I1	16818359				0.9	0.0101431306582814	4.53209762639358				0.7	0.0457435206381669	3.33676552553522
ENSG00000140691	ARMC5	16818339				-0.1	0.697406932253678	-0.535172516095363						
ENSG00000140749	IGSF6	16824907	-0.7	0.136703668440855	-2.47112658471569	0.7	0.138601364951143	2.00898329100581	0.3	0.372050071816168	1.24370021439146	-0.5	0.41295133178434	-1.15886619497513
ENSG00000140832	MARVELD3	16820883				-1.0	0.00374175377866859	-5.90086592499996	-0.6	0.154457622814343	-2.00328636340765	-0.5	0.203933712281774	-1.84472100284801
ENSG00000140848	CPNE2	16819430	-0.8	0.0618591957788721	-3.29058008648849	-0.8	0.0358401163073556	-3.17058689351832	-0.8	0.0684077382730925	-2.69544018110068	-0.5	0.112927225364502	-2.40354898616682
ENSG00000140853	NLRC5	16819355				0.9	0.0496633281917544	2.87322674923098	0.7	0.0753726490466489	2.61347716284637	0.6	0.159068003802688	2.07949895615308
ENSG00000140873	ADAMTS18	16828550				-0.3	0.305493946016351	-1.3562725641452						
ENSG00000140876	NUDT7	16821162				-0.7	0.00995275247518325	-4.54851569698711				0.1	0.887190728357306	0.22339743687239
ENSG00000140905	GCSH	16828640				0.3	0.459129321599428	0.983550545715828	-0.1	0.863648361802923	-0.261795832043982			
ENSG00000140931	CMTM3	16819856				0.8	0.0324781326385368	3.26568707905273				0.4	0.268855756876927	1.5825455919533
ENSG00000140937	CDH11	16827041				1.1	0.0237002556786284	3.57412685299784	0.8	0.0390281117160576	3.1985592484723	0.7	0.0953978775467612	2.56839046802544
ENSG00000140945	CDH13	16821377	-0.1	0.924600980266307	-0.174866118564877	0.4	0.410349427049043	1.08909298017331	0.5	0.108861841668422	2.30457179915097	-0.1	0.926761934472555	-0.147686115697481
ENSG00000140948	ZCCHC14	16829037				-0.5	0.119525155639316	-2.13153809492496				-0.2	0.450659763372813	-1.06554300766875
ENSG00000140968	IRF8	16821621				0.5	0.0785772247569678	2.47761698563603				0.5	0.18938990871364	1.91052719004108
ENSG00000140992	PDPK1	16815160							-0.4	0.180642124051574	-1.87601447408416			
ENSG00000141052	MYOCD	16831224				1.0	0.00669400401576385	5.03830796973647	0.3	0.390545031684016	1.19803700095537	0.9	0.0290333225528195	3.8638332058574
ENSG00000141068	KSR1	16832350							0.6	0.0287156884734852	3.47748683970195			
ENSG00000141076	UTP4	16820537				0.5	0.0458402889113675	2.94431960164892						
ENSG00000141198	TOM1L1	16836214							-0.5	0.0650470326632826	-2.73433939836005			
ENSG00000141232	TOB1	16846734							-0.5	0.162053185741713	-1.96363033510128	-0.4	0.218946177936734	-1.7758336049591
ENSG00000141293	SKAP1	16846195				0.8	0.0659532887921064	2.62620606911459	0.5	0.230492670729762	1.66682866486845	0.2	0.590249189673976	0.776302929160124
ENSG00000141298	SSH2	16843049				0.6	0.0192189080489894	3.80420333718015				0.4	0.157437796559407	2.08949758554042
ENSG00000141338	ABCA8	16848123				-0.7	0.061504951608346	-2.6895694498789	-1.7	0.00475936181715353	-5.53482239214966	-0.3	0.558424788640471	-0.836399913298284
ENSG00000141349	G6PC3	16834700				0.3	0.336384962464987	1.2712714111166				0.5	0.161880009585363	2.06154218033512
ENSG00000141384	TAF4B	16851648				0.7	0.0247997853249208	3.52929546562941	0.8	0.0110091929285819	4.49221485077541	0.5	0.0965945815690177	2.55509703150977
ENSG00000141385	AFG3L2	16853996				-0.7	0.00895828202561156	-4.67120767482017	-0.5	0.0521023142996009	-2.93268707547535			
ENSG00000141401	IMPA2	16851026				-0.7	0.0733759520825955	-2.53354638332773	-0.7	0.0339699619180237	-3.32038451418476			
ENSG00000141424	SLC39A6	16854727				0.8	0.0208314451643769	3.72075350947638						
ENSG00000141431	ASXL3	16851852				-0.7	0.0391191631136356	-3.09089571086464	-0.5	0.111269553810662	-2.2872648776092	-0.7	0.0274736563063799	-3.9248478312656
ENSG00000141433	ADCYAP1	16850487				0.3	0.356170386848806	1.21964166842878	0.4	0.16152023874257	1.96629345918489			
ENSG00000141434	MEP1B	16851824	-0.3	0.778075633584987	-0.481151594976862	-1.6	0.0263290810532491	-3.46974122649825	0.9	0.35100120516073	1.29604407880593	-1.3	0.159786602654838	-2.07396269043196
ENSG00000141447	OSBPL1A	16854316	-0.1	0.896002282668719	-0.232637187904567	-0.5	0.0591926181611707	-2.72191069198991				-0.2	0.543789376425913	-0.865730280686324
ENSG00000141448	GATA6	16851383				-0.8	0.00353194022361644	-6.00536470687665	-1.0	0.00589026558479155	-5.20314146326859	-0.6	0.0465194740954652	-3.3110051381914
ENSG00000141452	RMC1	16851461				0.6	0.0104081157129197	4.49460304059305						
ENSG00000141458	NPC1	16854268				0.6	0.0366126618910258	3.14809429907128	0.6	0.0349985994141607	3.29602256608171			
ENSG00000141480	ARRB2	16829835				1.1	0.0263943474580913	3.4673189654687	0.6	0.151719332863926	2.01749507992823	0.8	0.118936543559551	2.35714158257812
ENSG00000141503	MINK1	16829922				-0.2	0.623775727231429	-0.664855837105063						
ENSG00000141504	SAT2	16840723				0.6	0.0139393164899662	4.1368720340769						
ENSG00000141505	ASGR1	16840502	-0.2	0.660841577277832	-0.713675199963695									
ENSG00000141506	PIK3R5	16841083				1.4	0.00533044274661057	5.37917059216747	1.0	0.0317869348720783	3.3785785907471	0.5	0.166241585699244	2.03464709205653
ENSG00000141510	TP53	16840732				0.2	0.574260008812336	0.756758003218116						
ENSG00000141522	ARHGDIA	16849970				0.5	0.0810966857445345	2.45235215554877						
ENSG00000141524	TMC6	16849349										-0.2	0.596342507817063	-0.764366587403553
ENSG00000141524	TMC6	16849355				0.5	0.134031836635365	2.0366596805151	0.3	0.458839103939929	1.04154631158285	0.3	0.415599159569055	1.15011720564735
ENSG00000141526	SLC16A3	16839019							0.4	0.228331943975413	1.67510246997253			
ENSG00000141542	RAB40B	16850278				-1.0	0.00631412257042317	-5.13620220856784	-1.0	0.00450807138193938	-5.59423983903716	-0.5	0.245877562185953	-1.66893008635513
ENSG00000141543	EIF4A3	16849667				0.6	0.0213987756066233	3.69075020920537				0.6	0.052680041037198	3.19116594640349
ENSG00000141556	TBCD	16839131				0.5	0.0343214764743697	3.21410586480704				0.6	0.0435256815901395	3.3855855849649
ENSG00000141574	SECTM1	16850216	-0.2	0.79718145260762	-0.438539527232452	-0.2	0.635354235862152	-0.644156047186269	-0.3	0.431046377445982	-1.10186801652281	0.1	0.905742186167981	0.185794276983784
ENSG00000141576	RNF157	16849148	0.2	0.795916888555725	0.441028609567415				0.2	0.724809655700882	0.51754424209142	0.3	0.643996766976182	0.670185553686373
ENSG00000141582	CBX4	16849635				0.7	0.0154961599065918	4.02130216329577						
ENSG00000141639	MAPK4	16852322				0.2	0.627990083300717	0.657712399002348						
ENSG00000141655	TNFRSF11A	16852760										0.4	0.197351012800627	1.87254544765764
ENSG00000141668	CBLN2	16855898							-0.9	0.0115986748772286	-4.4461696240195			
ENSG00000141682	PMAIP1	16852683				0.6	0.0476841200985145	2.91052713599589	0.1	0.900297632780203	0.194963837136886			
ENSG00000141736	ERBB2	16833839				-0.9	0.0113403900050591	-4.37512704524336				-0.6	0.052680041037198	-3.19103284124514
ENSG00000141753	IGFBP4	16834091				0.5	0.0912753952505745	2.35396974978253				0.6	0.163375498519905	2.05142356228566
ENSG00000141756	FKBP10	16834196				1.1	0.00791752395493045	4.83905977889212	0.9	0.0297966431929414	3.43803984990959	0.8	0.0423498886765968	3.40854511134234
ENSG00000141854	MISP3	16858958				0.1	0.700115824182092	0.529879909231723						
ENSG00000141858	SAMD1	16869562				0.4	0.181416928629902	1.79411300627369	-0.3	0.374123648762323	-1.23847966544811			
ENSG00000141867	BRD4	16869814				0.4	0.144398933675034	1.97687415318439						
ENSG00000141873	SLC39A3	16866985				0.5	0.0706851915355884	2.56572727314733						
ENSG00000141905	NFIC	16856946				0.9	0.0125042717193252	4.26994583962439				0.8	0.0359110956370878	3.60918592388876
ENSG00000141959	PFKL	16922993				-0.6	0.0393025077202207	-3.08534101858163						
ENSG00000141968	VAV1	16857490				1.0	0.00651492207369335	5.07962439158152	0.5	0.118373797023501	2.23378364173305	0.3	0.430692112931105	1.11288142597157
ENSG00000141985	SH3GL1	16867295				0.9	0.0105491234861601	4.47140669315887	0.5	0.156225437525627	1.99414096445799			
ENSG00000142039	CCDC97	16862484				0.4	0.347137183409434	1.24304181634566	0.1	0.793540647197263	0.391514044218816	0.4	0.195388938639718	1.88361559850039
ENSG00000142065	ZFP14	16871655				-0.5	0.130473610324126	-2.05873486861617						
ENSG00000142102	PGGHG	16720049				0.7	0.0440732807374046	2.97949549578152				0.4	0.2891557183866	1.51629279208093
ENSG00000142149	HUNK	16922114				-0.2	0.474317463043378	-0.950567188446252	-0.8	0.0247765528067848	-3.62139159747968			
ENSG00000142156	COL6A1	16923842				0.8	0.0470620628357466	2.92098903350596	0.7	0.063540336832822	2.75350595347688	0.7	0.0658379960764639	2.94122545404038
ENSG00000142168	SOD1	16922102							0.6	0.0438057229498255	3.09186915241375			
ENSG00000142173	COL6A2	16923890				0.7	0.0294050828557901	3.36261370954388	0.6	0.0445972050082387	3.07746210783885	0.5	0.0784461654581823	2.75159115291295
ENSG00000142186	SCYL1	16726895				0.5	0.0910802734620496	2.35612140259173						
ENSG00000142197	DOP1B	16922501				-0.4	0.138048154647498	-2.01186400490018						
ENSG00000142227	EMP3	16863753				1.4	0.00470249892935532	5.56195680430359	0.9	0.0232894746854083	3.68502238052581	1.0	0.07052360368044	2.86708670597281
ENSG00000142233	NTN5	16874023				-0.4	0.127728919458738	-2.07597219264773						
ENSG00000142273	CBLC	16863063				-0.4	0.202338204028549	-1.70366030057917						
ENSG00000142303	ADAMTS10	16868219							0.2	0.491795799040115	0.968798361136478			
ENSG00000142330	CAPN10	16893260				-0.8	0.0255588501044504	-3.50003178392113	-0.7	0.0238428862398829	-3.6623230345524	-0.6	0.0298235056458561	-3.83424957411494
ENSG00000142347	MYO1F	16868187				1.0	0.00763902911628052	4.87772857322232	0.7	0.125085606039676	2.18698877108327	0.4	0.361363165871967	1.29480039025944
ENSG00000142453	CARM1	16858321				0.4	0.139892693469144	2.00140345779855						
ENSG00000142484	TM4SF5	16829874							-0.8	0.0560011830048169	-2.86679043182251	0.3	0.56142567565921	0.830353801321639
ENSG00000142494	SLC47A1	16832104				1.0	0.0260755314281557	3.48019429475034	0.9	0.0873026571773801	2.48793188819028			
ENSG00000142507	PSMB6	16829885				0.7	0.0217440940031762	3.67346140944314				0.6	0.0714190513600055	2.85464877992365
ENSG00000142512	SIGLEC10	16874846				1.6	0.0100446399474661	4.54001762212462	1.2	0.0332260296000077	3.33976418171562	0.8	0.119981413133878	2.34937978023085
ENSG00000142552	RCN3	16864181				-0.1	0.859851359351575	-0.24754357463744	0.4	0.338147848142307	1.3316606745721			
ENSG00000142627	EPHA2	16682098	0.9	0.0733926935073164	3.0949051100166	0.9	0.0530655307219561	2.81514695305475	0.8	0.154861562209175	2.00047736554713	1.1	0.0248757387930272	4.07303216965761
ENSG00000142634	EFHD2	16659605				0.4	0.161298101608494	1.88942200008305						
ENSG00000142657	PGD	16658864				0.8	0.0134118015523598	4.19172305339977	0.8	0.0144918540040411	4.20398105118939	0.7	0.027721952216885	3.91428382516765
ENSG00000142669	SH3BGRL3	16661141				0.5	0.114295667713194	2.16823128143894						
ENSG00000142675	CNKSR1	16661071				-0.3	0.302468863271799	-1.36548014147199						
ENSG00000142677	IL22RA1	16683541	0.6	0.167344873854247	2.23964122565862	0.2	0.618024321043652	0.676228313508275	0.2	0.525745307010635	0.898050700485157			
ENSG00000142684	ZNF593	16661063				0.5	0.0890160358858424	2.37732877138507						
ENSG00000142731	PLK4	16970563	0.7	0.0819863316355409	2.98247106077756	0.7	0.0538352892476868	2.80262723958179	0.4	0.219572265752505	1.70966517958017			
ENSG00000142733	MAP3K6	16683960				0.8	0.0104911778722122	4.48359866730855	0.8	0.00938970400606001	4.67795440891665	0.8	0.0330554375910927	3.71949061394406
ENSG00000142748	FCN3	16684000	0.4	0.383288058480457	1.37892273387705	0.6	0.109945470157959	2.20111995653024	0.6	0.104291495111073	2.33921140771468	0.6	0.052680041037198	3.19152453918042
ENSG00000142784	WDTC1	16661351							-0.2	0.605672524015715	-0.739282359465336			
ENSG00000142794	NBPF3	16660403	0.2	0.693963253061744	0.647225630019576	0.1	0.776434272285107	0.396104201352334	0.1	0.868577754573064	0.253818189107312			
ENSG00000142798	HSPG2	16683105				0.6	0.0240514420244324	3.55652012719923	0.5	0.13527691995559	2.11910448523671	0.4	0.225472190532584	1.74862834232701
ENSG00000142871	CCN1	16666738	2.3	0.00124528488672512	8.7493264777394	2.5	0.0146722339181145	4.08003823953093	1.7	0.0174853395026738	3.97324317010392	2.3	0.001754121397785	8.55077179755436
ENSG00000142875	PRKACB	16666616				-0.7	0.0193705556893284	-3.79547964938267	-0.6	0.0662165351810508	-2.72030836648379	-0.6	0.0503251839582114	-3.23870716744509
ENSG00000142910	TINAGL1	16661862							-0.2	0.512033833279708	-0.927338738597094			
ENSG00000142920	AZIN2	16662209				-0.4	0.355833480494679	-1.22070980575897						
ENSG00000142945	KIF2C	16663958				0.9	0.0192189080489894	3.80371730132265	0.7	0.0760119351124266	2.6029642416564	0.6	0.030973943701851	3.79078185629847
ENSG00000142949	PTPRF	16663621				-1.0	0.0223062660067813	-3.64966119039383	-0.7	0.0384664668600898	-3.21210699367984	-0.6	0.0519853402859616	-3.20695529596718
ENSG00000142959	BEST4	16686282	-0.2	0.735746445918131	-0.570883628595011	-1.5	0.147749692148019	-1.95931606321138	-0.3	0.543391081663786	-0.862752749252088	-0.6	0.200166104485404	-1.85881206657966
ENSG00000142973	CYP4B1	16664359							0.4	0.44345461061977	1.07456594204062			
ENSG00000143013	LMO4	16666881				0.4	0.130861715029871	2.05617162842283						
ENSG00000143036	SLC44A3	16667346				-0.8	0.0107269276792303	-4.44553412522778				-0.7	0.058560241475987	-3.07515186019798
ENSG00000143061	IGSF3	16691414				-0.7	0.028190848108482	-3.40497885358982				-0.3	0.301293493229165	-1.47287101729178
ENSG00000143106	PSMA5	16690594				0.6	0.021632212101317	3.67858501191067						
ENSG00000143110	C1orf162	16668702				1.6	7.93545260538704E-4	9.70153668482835	1.1	0.00511081625421675	5.42006037133786	0.9	0.058560241475987	3.07489319958553
ENSG00000143119	CD53	16668582				1.6	0.00209921778868574	6.99897000839672	1.1	0.0296987811110173	3.44079092964133	0.6	0.196607048141421	1.87700506521915
ENSG00000143127	ITGA10	16669850				0.2	0.457818745965515	0.986090572819091						
ENSG00000143155	TIPRL	16673466							-0.3	0.311035576920385	-1.40873961259109			
ENSG00000143167	GPA33	16695974				-0.6	0.146591074768995	-1.96501123169095						
ENSG00000143179	UCK2	16673278				-0.6	0.0188657402006908	-3.8262790954926						
ENSG00000143198	MGST3	16673268				-0.7	0.0185101877818084	-3.84392985077426				-0.5	0.144970936079184	-2.17045493736189
ENSG00000143217	NECTIN4	16695558				0.2	0.43045581459722	1.04351673486101						
ENSG00000143228	NUF2	16673154				0.7	0.0708319593168372	2.5634930256601	0.2	0.690742805662643	0.581843038733036	0.5	0.164054683971847	2.04754454328708
ENSG00000143248	RGS5	16695791				0.5	0.0760339982432433	2.50264587633677	0.6	0.0617656705586299	2.7799278202947			
ENSG00000143256	PFDN2	16695572				0.6	0.019669165308087	3.77706991311266						
ENSG00000143257	NR1I3	16695655				-0.4	0.156091248252349	-1.91551638817541						
ENSG00000143294	PRCC	16672170				0.4	0.136132547052973	2.02452127521873						
ENSG00000143297	FCRL5	16694886	0.4	0.525911570220397	1.01451214940334	1.9	0.00328063894290303	6.14385608886134	2.1	0.0041350717804536	5.721360185148	0.3	0.426166804157484	1.12432765174302
ENSG00000143320	CRABP2	16694701							0.7	0.0516859711016051	2.93791064182333	0.2	0.521251018926942	0.914337072309727
ENSG00000143322	ABL2	16696824				0.6	0.0202027860879792	3.75492265491758						
ENSG00000143333	RGS16	16697018				0.5	0.159205079235784	1.89921873280163	0.5	0.101357460503966	2.36333332061042			
ENSG00000143341	HMCN1	16675045				0.7	0.112391437135075	2.18269098570729	0.7	0.0488444073905849	2.9923787934036	0.6	0.0210177732034053	4.36007788338607
ENSG00000143344	RGL1	16674927				0.8	0.0140360845406775	4.12750631249561	0.6	0.0816237960407303	2.54269445524796	0.7	0.0864796044527411	2.65633297221239
ENSG00000143353	LYPLAL1	16677580				-0.5	0.109573736357184	-2.20343247594459						
ENSG00000143365	RORC	16693222				-0.4	0.101240733151197	-2.2676729658972	-1.0	0.0033599698533254	-5.99755028341374			
ENSG00000143367	TUFT1	16670894				-0.5	0.0395152877291635	-3.08023952193033						
ENSG00000143369	ECM1	16670574				0.6	0.0237025358025714	3.5733567895688	0.6	0.0396178285143943	3.18340119971393			
ENSG00000143375	CGN	16670866				-0.3	0.26635123793112	-1.47570524298796	-0.1	0.72119026133191	-0.523697286775206			
ENSG00000143384	MCL1	16692775				0.7	0.0271673854090799	3.4368274712475	0.6	0.0903450270517846	2.46005425246603			
ENSG00000143387	CTSK	16692846				1.7	0.00675163420705322	5.02150640591702	1.5	0.0033599698533254	5.99688993516275	1.0	0.0520830439384504	3.2035839828643
ENSG00000143390	RFX5	16693057				0.6	0.0454910648179118	2.95219790635902						
ENSG00000143393	PI4KB	16693030				0.1	0.852090315476683	0.262747566571252						
ENSG00000143401	ANP32E	16692724				0.8	0.0449180087235538	2.96177661311384						
ENSG00000143416	SELENBP1	16693082	-0.8	0.024006612981791	-4.30556549340239	-2.1	0.0120609062567234	-4.30740323055058	-1.5	0.00541969542482556	-5.34823327915001	-0.9	0.105526346451783	-2.47013029361339
ENSG00000143452	HORMAD1	16692814				-0.1	0.822811336136472	-0.314809940459862	-0.4	0.260538988095835	-1.56368698865764			
ENSG00000143457	GOLPH3L	16692805				-0.6	0.011950464822654	-4.31627534549032	-0.7	0.0157350884376203	-4.10227040747361	-0.5	0.0841874023466924	-2.68044574058953
ENSG00000143469	SYT14	16677057				0.1	0.696178662250576	0.537124138381707	0.2	0.687397168805325	0.588390657562973			
ENSG00000143476	DTL	16677201				0.7	0.0550935451173377	2.78366927090487	0.6	0.103666220823713	2.34420723676687	0.7	0.0174147158068917	4.59988820368358
ENSG00000143479	DYRK3	16676633				1.3	0.0449234133097298	2.96139339511527	0.9	0.0410777716309406	3.15139179329915	0.3	0.487095467506207	0.984397566256518
ENSG00000143507	DUSP10	16699533				1.7	0.00114011702803438	8.29672764306167	0.7	0.0239369631808081	3.65825188950038	0.9	0.0230549040626057	4.20841625068629
ENSG00000143515	ATP8B2	16671416				1.0	0.00845189850568309	4.74735809094002	0.8	0.0135011904272498	4.28108642788093	0.5	0.171510066150714	2.00836587906417
ENSG00000143520	FLG2	16693318				-0.6	0.0980545203481033	-2.29527435760164						
ENSG00000143537	ADAM15	16671579				0.6	0.0345251862619459	3.2063717947758						
ENSG00000143546	S100A8	16693414	1.6	0.00882547714378581	5.63522581333479	3.5	0.00888721445743996	4.6874837848705	3.9	6.24842346428003E-4	8.40304669058945	2.1	0.0215440756917628	4.31517249454906
ENSG00000143554	SLC27A3	16671264				0.2	0.415348248944077	1.07772834281962						
ENSG00000143556	S100A7	16693427							0.5	0.543722921146552	0.862147292856153			
ENSG00000143578	CREB3L4	16671305										0.4	0.141955664612099	2.19087614493295
ENSG00000143603	KCNN3	16693844				1.2	0.0175433149285594	3.89677706471983	1.1	0.00178632422065291	6.87979329818986			
ENSG00000143630	HCN3	16671723				-0.3	0.324883604691581	-1.30344251493705				-0.3	0.320581564655455	-1.40986487128006
ENSG00000143632	ACTA1	16700274							-0.7	0.0239503735533922	-3.65519262415823			
ENSG00000143641	GALNT2	16678579				0.8	0.0064008499674826	5.10258163643891	0.8	0.0149712941414098	4.15740261256798			
ENSG00000143643	TTC13	16700421							-0.6	0.043396649991902	-3.10169046700653			
ENSG00000143653	SCCPDH	16679650										0.4	0.263171312339582	1.60446154231117
ENSG00000143674	MAP3K21	16678851				-0.6	0.0239814169594383	-3.56100711317175	-0.6	0.0207058378420113	-3.80623202135391			
ENSG00000143702	CEP170	16701185				0.7	0.0310298848561436	3.31516345739379						
ENSG00000143753	DEGS1	16677913				1.1	0.0312240275640715	3.30743011304598	0.4	0.202506377318134	1.77676254182159	0.6	0.0610784770182827	3.02666098358706
ENSG00000143772	ITPKB	16700058				0.4	0.198629487642137	1.72012097295342						
ENSG00000143776	CDC42BPA	16700074				-0.6	0.0236401595628774	-3.57709566938513						
ENSG00000143797	MBOAT2	16894283							-0.5	0.15759276954253	-1.98719099066477			
ENSG00000143799	PARP1	16699739				0.7	0.010474698170903	4.4894968596073				0.4	0.15741543852909	2.09036339984244
ENSG00000143815	LBR	16699877							-0.1	0.779781309677211	-0.416126468043487			
ENSG00000143839	REN	16698286	0.5	0.433431052822773	1.24346426666075	0.5	0.348813936039851	1.23830901874719						
ENSG00000143850	PLEKHA6	16698312				-0.6	0.11061779644329	-2.19615867954021	-0.6	0.0451202774707038	-3.06857149569568			
ENSG00000143851	PTPN7	16697995				0.6	0.0743574283854956	2.52106256597375	0.7	0.0858660035918382	2.50218415379189	0.1	0.779681816514445	0.42136475591819
ENSG00000143862	ARL8A	16697985				0.8	0.0141576677851597	4.12020214759077						
ENSG00000143867	OSR1	16894824							-1.2	0.00327675777925245	-6.03172297357464			
ENSG00000143870	PDIA6	16894452				0.5	0.0354962849325907	3.17951241532993						
ENSG00000143878	RHOB	16877555	1.0	0.017344215637706	4.68516110810617	0.8	0.0127786486498762	4.24762634278493	0.5	0.210391033583948	1.74507349398257	1.0	0.00620911151918049	6.36521628514782
ENSG00000143882	ATP6V1C2	16877097							-0.6	0.0427468601243195	-3.11548838074565			
ENSG00000143921	ABCG8	16879564							0.5	0.101818165565441	2.36013659646476			
ENSG00000143942	CHAC2	16880057				1.1	0.00233660075017989	6.69929597540671	0.6	0.0302807998490371	3.42250701623817	0.4	0.159886684728393	2.07277303458389
ENSG00000143951	WDPCP	16898245				0.3	0.394603969729934	1.12593671380023						
ENSG00000143954	REG3G	16881951										0.4	0.144731461571237	2.17248722685817
ENSG00000143971	ETAA1	16880897				0.3	0.41292820085227	1.08335329453138						
ENSG00000144015	TRIM43	16882930										0.3	0.30312504336997	1.46547131400508
ENSG00000144026	ZNF514	16900264				-0.6	0.119088224187537	-2.13432061396511						
ENSG00000144036	EXOC6B	16898924				-0.7	0.0113850492702326	-4.36991032638998						
ENSG00000144045	DQX1	16899316				-0.7	0.0103239004613681	-4.50940954239032						
ENSG00000144057	ST6GAL2	16901497				-0.4	0.233606252751307	-1.58648622603285	-1.7	4.03211755786321E-4	-9.20540643804391			
ENSG00000144115	THNSL2	16882615	-0.9	0.168354368511186	-2.23489382282745	-0.8	0.0653101153169463	-2.63575158612605	-0.6	0.0802997834213614	-2.55639059799479	-0.7	0.138739880045915	-2.21244897617911
ENSG00000144130	NT5DC4	16884554				-0.3	0.251499599744958	-1.52507876254784						
ENSG00000144134	RABL2A	16884766				-0.3	0.219073126660025	-1.63921592746181	-0.5	0.0650470326632826	-2.7342313098495			
ENSG00000144136	SLC20A1	16884523				-0.7	0.050056335138044	-2.86619222777873	0.2	0.561884684147751	0.824737070138744	-1.5	0.00763421517691335	-6.02017563433456
ENSG00000144191	CNGA3	16883307										0.5	0.121673659142646	2.33331610087163
ENSG00000144199	FAHD2B	16900689	-0.2	0.73067361054457	-0.582591725871272				-0.3	0.33470521864676	-1.34253301362394			
ENSG00000144218	AFF3	16901068				0.5	0.0970445968800792	2.30483796657041				0.4	0.396292321919742	1.2017601333379
ENSG00000144227	NXPH2	16903167				-0.2	0.602677261418751	-0.704607610193295						
ENSG00000144278	GALNT13	16886625	0.4	0.41638984868045	1.28862304218684									
ENSG00000144290	SLC4A10	16886961	-0.7	0.406011822436994	-1.31664902716482	-0.9	0.0743030702705354	-2.52222435338975	-0.6	0.0287156884734852	-3.47833459849574	-0.6	0.242216049515575	-1.68437923954565
ENSG00000144320	LNPK	16905371				-0.5	0.0658117088895168	-2.62910551885549	-0.8	0.0152918072964902	-4.13178966358777			
ENSG00000144331	ZNF385B	16906031	0.1	0.922189823993783	0.183325452653516				0.5	0.0891494597272732	2.47141442100316			
ENSG00000144339	TMEFF2	16906620				0.6	0.042711364195555	3.01033092724451	0.3	0.569689921347865	0.808166059677835	0.5	0.111511625835466	2.41456810690371
ENSG00000144354	CDCA7	16887840				-0.1	0.760971825000022	-0.423941520801712				0.3	0.287698356174492	1.520502621493
ENSG00000144366	GULP1	16888578	-0.4	0.376664040095013	-1.39919017414428	-0.8	0.0151885675952419	-4.04386643616877				-1.0	0.0173162267444225	-4.63365207338002
ENSG00000144369	FAM171B	16888554				0.5	0.0991175825350729	2.28652151175714				0.5	0.256812223309802	1.62651838080341
