Gene ID	Gene Name	condition1.foldChange	condition1.pValue	condition2.foldChange	condition2.pValue	condition3.foldChange	condition3.pValue	condition4.foldChange	condition4.pValue	condition5.foldChange	condition5.pValue	condition6.foldChange	condition6.pValue
ENSG00000161011	SQSTM1	0.3	8,28E+09	0.1	0.179707633945761	0.2	0.0496070056155042			0.6	0.0336137816001207	0.1	0.468473464310084
ENSG00000161013	MGAT4B	-0.7	3,67E+06	-0.4	0.00219297974151477	-0.4	0.017468097258812	-0.1	0.766482173729078	-1.0	0.0311318108712147		
ENSG00000161016	RPL8	-0.3	0.0261713039687216	-0.1	0.543019490899623	-0.4	0.0206296270495295	-0.1	0.822794554529086	0.1	0.929936668308779	0.1	0.6732053745531
ENSG00000161021	MAML1	-0.1	0.483028674238497	-0.1	0.512985954904411	0.1	0.637188947150054			-0.2	0.550722784238063		
ENSG00000161031	PGLYRP2	0.4	0.130537166431866	0.4	0.21411177738828	-0.2	0.670170650577419	-0.1	0.870846577155434	0.1	0.920597284732435	0.1	0.904606489524356
ENSG00000161036	LRWD1	0.3	0.00136450427242857	0.1	0.49566482297249	0.1	0.340816694997771			0.5	0.0556649069366252	0.2	0.139421655568677
ENSG00000161040	FBXL13	1.0	1,36E+10	0.4	0.151869739616737	0.6	0.0697034209353604	-0.2	0.811077009011804	0.7	0.429202092536874		
ENSG00000161048	NAPEPLD	-0.4	2,59E+10	-0.2	0.226183955147934	-0.2	0.354006518483954	0.1	0.86021295345608	-1.0	2,57E+10	-0.1	0.736356137476749
ENSG00000161055	SCGB3A1	-0.6	0.210194379224793	-0.4	0.362995019935277	-0.7	0.181547939744609	-0.2	0.811219857394076	-0.4	0.806801110280508	-0.6	0.146599070564709
ENSG00000161057	PSMC2	0.2	3,79E+10	0.2	0.0100145675286807	0.2	0.0487813080257794			0.5	0.0826589224395865	0.1	0.603463485024172
ENSG00000161082	CELF5			0.1	0.883167778525601	-0.1	0.905083257852123	-0.1	0.937902968382912	-0.4	0.750753992904778	-0.2	0.732641859247427
ENSG00000161091	MFSD12	0.6	3,02E-01	0.4	3,09E+08	0.3	0.00456633029642826	0.2	0.42977450108979	0.9	1,50E+10	0.1	0.222898474886293
ENSG00000161103	ENSG00000161103	-0.4	0.194154318989286	-0.3	0.340376634705317	-0.5	0.269372707102491	-0.3	0.734116068359566	-0.1	0.962175770321384	-0.5	0.178311470496325
ENSG00000161132	ENSG00000161132	-1.4	2,30E+06	-0.6	0.0322213843629809	-0.4	0.268534876246029	0.2	0.799306850346365	-3.6	4,27E+09		
ENSG00000161133	USP41	0.4	0.464574953344421										
ENSG00000161149	TUBA3FP	-0.2	0.184367554531671	-0.1	0.786263484401626	-0.3	0.245558605422857	-0.2	0.745718174865167	-0.1	0.941727890182705	-0.2	0.502363248166517
ENSG00000161179	YDJC	-0.2	0.0356978624109805	-0.1	0.362963897979649	-0.2	0.0549521243783975			-0.1	0.832206631073409	0.2	0.312368344174711
ENSG00000161180	CCDC116	-0.1	0.793530234525677	-0.4	0.07469880114662	-0.2	0.50326866482865	-0.2	0.732881220879641	-0.2	0.855143697096911		
ENSG00000161202	DVL3	0.1	0.138096749125016							0.1	0.80487947612165	0.1	0.463340721960875
ENSG00000161203	AP2M1					-0.1	0.199363914490368	-0.1	0.587828317170197	0.2	0.424107650838118	0.1	0.690753568669614
ENSG00000161204	ABCF3							0.1	0.738195615742423	0.1	0.505839200348008	0.1	0.10123625482861
ENSG00000161217	PCYT1A	-0.3	3,25E+08	-0.2	0.00669335306628461	-0.2	0.0815094291322425	-0.1	0.680444037211387	-0.5	0.039759189826531	-0.1	0.696032378145278
ENSG00000161243	FBXO27	-1.2	3,97E-02	-1.0	2,88E+03	-0.7	0.0138222176257283	-0.6	0.146014915359851	-1.5	0.0193122976523037	-0.5	0.0423843960591482
ENSG00000161249	DMKN	0.1	0.52848212094507	0.1	0.680270130482313	-0.1	0.774765518472245			0.8	0.26156334328225	0.2	0.59761099675827
ENSG00000161265	U2AF1L4			-0.1	0.478724188322281	-0.3	0.239475297616831	-0.1	0.835739631343965	0.3	0.73181237305357		
ENSG00000161267	BDH1							0.1	0.669077427051367			0.2	0.337197405491936
ENSG00000161270	NPHS1	-0.7	0.0410126211929373	-0.5	0.106366999993456	-0.3	0.388976228658535	-0.3	0.630883921749314	-1.5	0.123943336403807	-0.4	0.281929906382447
ENSG00000161277	THAP8	-0.2	0.0867113331634292	-0.1	0.415141152932608	-0.3	0.0741417281768956			-0.1	0.844187261045903		
ENSG00000161281	COX7A1	0.1	0.747443195450076	0.1	0.687648968649766	-0.6	0.0431291248751483	0.1	0.89539170989388	0.9	0.383183703475126		
ENSG00000161298	ZNF382	-0.6	7,81E+09	-0.6	0.00226201889789705	-0.4	0.0954970115554417	-0.2	0.549065838735365	-0.7	0.407422731055641	-0.5	0.0589007353157405
ENSG00000161328	LRRC56	-0.1	0.705074212974864	-0.1	0.568989626879123	-0.1	0.517316133557645	-0.1	0.889430743240298	0.8	0.0106931610131151	0.1	0.573497212854172
ENSG00000161381	PLXDC1	0.4	0.00749002570376646	0.1	0.42093402286914	0.2	0.311800408606692	0.1	0.839877388338641	0.7	0.0861913407395209		
ENSG00000161395	PGAP3	-0.4	8,96E+10	-0.2	0.0717420870948467	-0.3	0.0523038362475619	-0.1	0.675248629322759	-0.3	0.503933145986016	0.1	0.766546136628268
ENSG00000161405	IKZF3	-0.6	5,22E+07	-0.5	0.00305290585588191	-0.3	0.294212390267554	-0.4	0.334748800377482	-0.7	0.394810521415639	-0.3	0.302629224645634
ENSG00000161509	GRIN2C	0.3	0.0765271296492818	0.2	0.337866519331854			0.1	0.883408666144245	-0.3	0.743930960745125		
ENSG00000161513	FDXR	0.1	0.561687552395197	0.2	0.273130928892515	-0.1	0.660899599044107	0.1	0.84955671015329	0.6	0.447826059166912		
ENSG00000161526	SAP30BP	-0.1	0.367852253407235	-0.1	0.0745993726130741	-0.1	0.189795837029996			0.2	0.425721280480478	0.1	0.345394862937277
ENSG00000161533	ACOX1	-0.7	2,61E+07	-0.4	0.00524463163265099	-0.4	0.0769192813519884	-0.2	0.640219356213811	-1.2	0.00233416048001313	-0.1	0.87492419832446
ENSG00000161542	PRPSAP1									0.3	0.139261812284968		
ENSG00000161544	CYGB	0.5	1,48E+08	0.4	1,13E+10			0.2	0.548168565122518	1.0	0.00586916880871694	0.2	0.479564828148425
ENSG00000161547	SRSF2	0.1	0.503023743390584			0.1	0.464450177538319	0.2	0.543009097842996	0.2	0.702662879857992	0.1	0.485261308631526
ENSG00000161551	ZNF577	-0.4	8,54E+09	-0.3	0.00310067819344662	-0.2	0.156818915139963	-0.1	0.903652441047707	-0.4	0.375752165200653	-0.1	0.765788730135363
ENSG00000161558	TMEM143	-0.1	0.0851577219091412	-0.1	0.244384257993591	-0.2	0.0337982088858889			-0.7	0.0124892190265917		
ENSG00000161594	KLHL10	0.5	0.278576983326073	0.4	0.313782675915784								
ENSG00000161609	KASH5	-0.3	0.486963254131217	-0.3	0.537583989869121					-0.9	0.553505306574955		
ENSG00000161610	HCRT	-1.3	0.00523695594927011	-0.5	0.282712863118251	-1.0	0.0410307561755141			-0.2	0.899032110598666	-0.3	0.5398283220662
ENSG00000161618	ALDH16A1	-0.1	0.278674887309615			-0.2	0.171383937520215	-0.1	0.745718174865167				
ENSG00000161638	ITGA5	01.Jul	8,23E-06	0.9	2,47E+07	1.0	1,69E+08	0.4	0.136691793664119	02.Apr	5,49E-04	0.2	0.327143151991164
ENSG00000161640	SIGLEC11	0.2	0.2355705442715	0.4	0.0672870900132138	0.1	0.698192916556852	0.3	0.589840392524898	-0.1	0.901777284941879	0.1	0.924255524160281
ENSG00000161642	ZNF385A	0.8	1,36E+04	0.4	3,87E+10	0.3	0.140205715283035	0.2	0.719839781688273	1.0	0.00826959555991436	-0.1	0.829129772119535
ENSG00000161643	SIGLEC16	0.5	0.00481185605289941	0.4	0.0586389013725719	0.2	0.578991133439024	0.2	0.658826459961942	0.4	0.629512901230801	0.1	0.74173277330947
ENSG00000161647	MPP3	0.9	6,54E+03	0.4	0.0061219337549497	0.5	0.035027312053723	0.6	0.00915628817439969	01.Jun	3,78E+07	0.2	0.497224538268548
ENSG00000161649	CD300LG	-0.3	0.177333936588276	-0.1	0.60236763718071	-0.3	0.473476371906696	-0.2	0.804256121200152	-0.2	0.903926122839686	-0.2	0.653246801921241
ENSG00000161652	IZUMO2	-0.2	0.63250902077889	-0.2	0.577215633986663			0.2	0.726024987932809	-0.3	0.767033848682289	-0.2	0.667814224703739
ENSG00000161653	NAGS	-0.9	5,70E+07	-0.5	0.00186831976134975	-0.6	0.0135616375804046	-0.1	0.833703416057107	-2.7	1,61E+03		
ENSG00000161654	LSM12	0.2	0.00702511062318952	0.1	0.0581933478097492	0.1	0.321559374330787			0.6	0.0128537304827862	0.1	0.736727770776149
ENSG00000161664	ASB16	-0.2	0.340854921085704	-0.2	0.263789788440654	-0.1	0.652285647147966	-0.1	0.907614126004313	-0.2	0.784675363841696		
ENSG00000161671	EMC10	-0.1	0.0451517889459339	-0.1	0.324354043628026	-0.1	0.334843151447872	-0.1	0.795204444369048	0.1	0.842125275683751	0.1	0.729797132213059
ENSG00000161677	JOSD2	-0.4	0.0265051289984319	-0.2	0.394868138060813	-0.6	0.0177659137610366	-0.2	0.757973417288669	0.2	0.836257930057087		
ENSG00000161681	SHANK1	0.4	0.172641682858712	0.2	0.565674789674084	0.2	0.666468280941206	-0.2	0.842987153851297	0.4	0.70093037139026	-0.2	0.579732816776008
ENSG00000161682	FAM171A2	-0.1	0.515803782920609	0.2	0.315690535762346	-0.1	0.672528568591479	-0.1	0.835739631343965	0.5	0.570576593991562		
ENSG00000161692	DBF4B	0.1	0.540189191145739	-0.1	0.714281005136466	0.1	0.754673561474788	-0.1	0.914725381014713	-0.1	0.940978901576449		
ENSG00000161714	PLCD3	01.Jan	3,53E+06	0.6	0.00501606843364648	0.5	0.0365844873748757			02.Apr	3,55E+02	0.3	0.185375908070824
ENSG00000161791	FMNL3	0.1	0.688162167502533	-0.1	0.465402439583077	0.1	0.788481756333408	-0.1	0.810605196096421	0.3	0.740165585050499	-0.2	0.649937457621931
ENSG00000161798	AQP5	03.Apr	4,56E-01	01.Sep	6,28E+07	01.Feb	0.0143174836948894						
ENSG00000161800	RACGAP1	0.2	0.0321040577540515	0.1	0.186667719499017	0.3	0.06076013793495	-0.1	0.852338118278948	0.5	0.0261859444773088	-0.1	0.55140199432974
ENSG00000161813	LARP4	0.2	8,56E+10	0.2	0.00292638908502921	0.3	0.00381775269620798	0.2	0.371188980341485	0.2	0.556440473155298	0.1	0.6732053745531
ENSG00000161835	TAMALIN	0.5	0.00166608245402218	0.2	0.214691473777183			0.1	0.828352631746988	01.Mar	0.00994746901586921		
ENSG00000161847	RAVER1	0.1	0.788077125003314			0.1	0.636613318365049			-0.3	0.734095286896317		
ENSG00000161860	SYCE2	-0.2	0.354792443692022	-0.3	0.113272195780373					0.1	0.885502054529639	-0.2	0.581818831223331
ENSG00000161888	SPC24	-0.2	0.353716086924776	-0.1	0.820657237156645	-0.4	0.0756891993909116			0.1	0.951941064077486	-0.1	0.670943490817989
ENSG00000161896	IP6K3	0.4	0.0178422497537202	0.2	0.324923660098599	0.2	0.510014925275266			0.3	0.716087196579694	0.1	0.757034290408727
ENSG00000161904	LEMD2			-0.1	0.407396012173143					0.1	0.653538735595869	0.1	0.395644802546097
ENSG00000161905	ALOX15	0.5	0.00288194646475376	0.4	0.0231095572629616	0.1	0.762991489796259	0.4	0.254056753837972	0.1	0.90438240012499	0.1	0.631662748478181
ENSG00000161911	TREML1	-0.2	0.328425383036407	-0.1	0.729204808225209	-0.2	0.701303543831907			0.2	0.844626244755488		
ENSG00000161912	ADCY10P1	-0.3	0.0658451574525798	-0.3	0.0781724072198352	-0.1	0.653130876254215			-0.5	0.479137346037048	-0.1	0.766270441992654
ENSG00000161914	ZNF653	-0.3	0.00951807920139405	-0.2	0.130231523284473	-0.3	0.084165778859385	-0.1	0.884863918018144	-0.1	0.922508011976213		
ENSG00000161920	MED11	-0.1	0.410438547708249	-0.1	0.55465234075183	-0.2	0.0699914543996136			0.2	0.580350293247186	0.1	0.596039338514889
ENSG00000161921	CXCL16	0.9	2,93E-01	0.6	1,16E+04	0.5	4,64E+08	0.3	0.14762731831001	01.Feb	5,24E+07	0.2	0.134806892693508
ENSG00000161929	SCIMP	0.5	1,61E+10	0.3	0.0582587248646169	0.4	0.0488307354336684			0.7	0.23244073769671	-0.1	0.839140605937565
ENSG00000161939	RNASEK-C17orf49					-0.3	0.279194757846252			0.8	0.328303955288308		
ENSG00000161940	BCL6B	0.8	5,67E+05	0.4	0.00422198705082668	0.4	0.0766814412003279	0.4	0.065158865915656	01.Jan	3,23E+08	0.2	0.27738464248465
ENSG00000161944	ASGR2	01.Mar	6,52E+02	0.7	3,85E+10	0.7	0.0138222176257283	0.4	0.260787523794894	2.0	3,99E+06		
ENSG00000161955	TNFSF13	01.Feb	8,96E-07	0.8	3,86E+05	0.9	6,84E+06	0.4	0.0978998404120752	01.Jul	3,20E+09	0.5	0.00814417275115269
ENSG00000161956	SENP3	0.1	0.240720247286811	0.1	0.356631770699228	-0.1	0.482882254894465	0.1	0.882998944803105	0.5	0.0371682210394002		
ENSG00000161958	FGF11	-0.1	0.684350013693881	-0.5	0.0118586390290991	-0.2	0.571665877161356			-0.1	0.957012977452655	-0.5	0.135489371889841
ENSG00000161960	EIF4A1	0.3	0.0603234218784791			0.4	0.0964229153074085	0.1	0.899704847442472	0.3	0.766273839995325		
ENSG00000161970	RPL26	-0.4	0.010801428681093	-0.1	0.561575658437209	-0.5	0.00753903405215499	-0.2	0.688357841339295	-0.1	0.872505555040512		
ENSG00000161973	CCDC42	0.2	0.6307117870084	0.3	0.487679538674159					0.3	0.874889074256032	-0.1	0.891092654418126
ENSG00000161980	POLR3K	-0.1	0.646008807448112			-0.1	0.409555638252868	-0.1	0.888287279002197	0.4	0.428424693499518		
ENSG00000161981	SNRNP25	-0.1	0.662217391510707			-0.2	0.291536861305794	-0.1	0.790642453881878	0.5	0.441631730527588		
ENSG00000161996	WDR90	0.2	0.0366463623128997	0.1	0.530977028225928	0.2	0.190918997970312	0.2	0.691378553551308	0.3	0.60247631351474	0.1	0.718674564655875
ENSG00000161999	JMJD8					-0.1	0.652996464094044			0.3	0.448846801383969	0.1	0.610052065068892
ENSG00000162004	CCDC78	-0.2	0.436470558865078	-0.2	0.445099352987685	-0.1	0.806175454800542	-0.2	0.746604119187536	-0.5	0.606270606096518		
ENSG00000162009	SSTR5	-0.6	0.024977766442466	-0.1	0.7604946333407	-0.4	0.33039471469746			-2.0	0.0657037162206918	0.3	0.474054494807085
ENSG00000162032	SPSB3	0.1	0.654022522980893	0.1	0.593860529892605					0.2	0.835888188342427	0.2	0.49821494049389
ENSG00000162040	HS3ST6	-0.3	0.675791373341303										
ENSG00000162062	TEDC2	0.1	0.382327066387952	0.1	0.432840498784816	0.1	0.771554998908723			0.7	0.182056216483074		
ENSG00000162063	CCNF	-0.1	0.624083005183674	-0.1	0.487011487426088	-0.1	0.82223158849234	-0.2	0.610260980507281	0.4	0.561007119021632	-0.2	0.211521742963073
ENSG00000162065	TBC1D24	0.1	0.440652680640891			-0.1	0.532264618969563	-0.1	0.901259194734812	0.2	0.760645691737701	-0.1	0.597445009312966
ENSG00000162066	AMDHD2	-0.4	9,91E+10	-0.3	0.0697194414459283	-0.4	0.0127474535726364	-0.2	0.651580313778668	-0.2	0.792862976280035	-0.1	0.858564722205525
ENSG00000162068	NTN3	-0.4	0.366516864838098	0.1	0.874578832180855	0.2	0.677495208389985			-0.7	0.663699744920258	-0.1	0.865512610251372
ENSG00000162069	BICDL2	0.2	0.42546266226347	0.1	0.685363846939331			0.2	0.76394085832133	0.4	0.568127294633613	0.2	0.583573001847251
ENSG00000162073	PAQR4	0.5	1,16E+07	0.3	0.0053194539505076	0.5	0.00224269784073824	0.1	0.917378433437422	0.8	0.0481282349207965	0.1	0.634114907137425
ENSG00000162076	FLYWCH2	0.1	0.589758500922602	0.1	0.38218337523701	-0.2	0.252249646810543			0.5	0.302165636748769	0.1	0.828862048074241
ENSG00000162078	ZG16B	01.Jun	1,01E-01	01.Feb	8,99E+05	0.9	0.00141626893018486	0.6	0.135031089053137	02.Feb	2,65E+09	0.7	0.0102660315884776
ENSG00000162086	ZNF75A	-0.3	1,52E+07	-0.2	1,62E+10	-0.1	0.135104318373187			-0.5	0.0329716486674679		
ENSG00000162104	ADCY9	-0.9	8,17E-04	-0.6	3,82E+07	-0.4	0.0303037373546356	-0.2	0.590189833328342	-1.2	0.00126281135109393	-0.2	0.452773865779796
ENSG00000162105	SHANK2							0.3	0.451425431503647	-0.6	0.188737948860831		
ENSG00000162129	CLPB	0.4	3,02E+08	0.3	0.0105967487943444	0.2	0.0270160681080346			0.9	2,30E+09		
ENSG00000162139	NEU3	0.2	0.0257368888088116			0.2	0.103084954618585			0.3	0.541473359347832	-0.1	0.722297629444576
ENSG00000162144	CYB561A3	-0.1	0.370126854465366	-0.1	0.165054037872017			-0.1	0.76726570387794	0.1	0.763650144377306	-0.1	0.765879410021456
ENSG00000162148	PPP1R32	-0.2	0.0744310867511713	-0.3	0.120470014020148	-0.3	0.123543432302885	-0.1	0.869831512508913	-0.4	0.486928424284931		
ENSG00000162174	ASRGL1	0.9	2,55E+00	0.6	2,31E+04	0.8	2,55E+07	0.3	0.360697310239769	01.Jul	1,33E+07	0.4	0.0743012368642553
ENSG00000162188	GNG3	-0.1	0.743091190857613	0.1	0.893336367574056	-0.3	0.501440734040794	-0.4	0.552239689841009	-0.1	0.962175770321384	-0.4	0.222807515406431
ENSG00000162191	UBXN1	-0.2	0.042943102747156	-0.1	0.710320151593636	-0.3	0.0462534357730977	-0.1	0.861166239582909	0.2	0.825178682850728	0.1	0.822563233364438
ENSG00000162194	LBHD1	0.2	0.167269171222762			0.2	0.360405175257853			0.2	0.769549646032508		
ENSG00000162222	TTC9C							-0.1	0.769409964383124	0.2	0.370430493324774		
ENSG00000162227	TAF6L	0.1	0.0394062719912826	0.1	0.11337756201243			0.1	0.684211747935693	0.3	0.162918221082802	0.1	0.0711565957901097
ENSG00000162231	NXF1	0.1	0.412102704014351	-0.1	0.679469844401468			0.1	0.846158766176461			0.1	0.803617811855741
ENSG00000162236	STX5					-0.1	0.290787371899729	-0.1	0.859469479103831	0.3	0.455257514088553	0.1	0.666515094405602
ENSG00000162241	SLC25A45	-0.3	0.00330112329336066	-0.3	0.0207213523458505	-0.3	0.0561868755736108	-0.1	0.76726570387794	-0.7	0.0277702742697059		
ENSG00000162244	RPL29	-0.3	0.045193447537702	-0.1	0.728589217404804	-0.4	0.0285188764817866	-0.1	0.936424824104589	0.2	0.855678045742203	0.2	0.642135043133517
ENSG00000162267	ITIH3	-2.4	6,80E-10	-1.9	4,54E-02	-1.0	0.00635439468406294	-0.8	0.073421592510948	-3.0	1,03E+10	-0.2	0.645918762906221
ENSG00000162298	SYVN1	0.2	0.0340145692299317			0.1	0.412123411260263			0.3	0.605417268696353		
ENSG00000162300	ZFPL1	0.1	0.205768198598276	0.1	0.361622942579489	0.1	0.606913089480807			0.2	0.70250582036421	0.1	0.558129608645787
ENSG00000162302	RPS6KA4	0.4	4,57E-02	0.2	1,32E+08	0.2	0.00157031437421864	0.2	0.273769431836419	0.6	0.00106093943898486	0.2	0.0109141218724563
ENSG00000162337	LRP5	-0.3	0.0884526261070511	-0.1	0.590419400120396	-0.1	0.683067547242095			-0.8	0.0852031791568869	0.1	0.665479433433889
ENSG00000162341	TPCN2	-0.2	0.011439281998511	-0.3	5,74E+09	-0.1	0.254132885078064			-0.2	0.638551783281332		
ENSG00000162344	FGF19	-2.4	1,00E+07	-0.8	0.0602163634583751	-1.4	7,21E+10	-0.7	0.14209475804558	-3.3	6,54E+10	-0.1	0.945340309139593
ENSG00000162365	CYP4A22	-1.9	1,98E+08	-0.8	0.0564322289354846	-1.1	0.0133891744087555			-2.0	0.0929855982068456	-0.5	0.153193415987272
ENSG00000162366	PDZK1IP1	01.Sep	7,99E-05	01.Jul	1,15E-01	01.Mar	2,22E+08	0.8	0.0246534303013429	02.Mar	3,70E+10	01.Jan	4,44E+09
ENSG00000162367	TAL1	0.4	0.00129379951008015	0.3	0.0115157512512252	0.2	0.345699911446317	0.3	0.193103070005424	0.1	0.810004675835091	-0.1	0.8098048285495
ENSG00000162368	CMPK1	-0.1	0.409823814458488	0.1	0.515104934975426					-0.2	0.680896654876548	0.1	0.527406626361327
ENSG00000162373	BEND5	-0.4	0.0314407234802129	-0.2	0.292893595518644	-0.3	0.338334334415016	-0.2	0.661330538463314	-0.4	0.630953025151303	-0.2	0.62066243046588
ENSG00000162374	ELAVL4	-0.3	0.142206057937014	-0.2	0.518491233741225	-0.2	0.504255989148248			-0.2	0.812123804793813	-0.3	0.205381134654541
ENSG00000162377	COA7	0.1	0.135681386209326	0.1	0.211240788952807	0.2	0.0757305017660873			0.3	0.432759663917244		
ENSG00000162378	ZYG11B			0.1	0.652103265454079	0.1	0.353611081290766			0.1	0.874152900447535	-0.1	0.366085779345854
ENSG00000162383	SLC1A7	-1.4	2,12E+08	-0.8	0.00209804712686834	-0.7	0.0355091203015819			-4.1	1,61E-01	0.1	0.829129772119535
ENSG00000162384	CZIB	-0.1	0.427643602621706			-0.1	0.181343304808813	-0.1	0.795204444369048	0.2	0.636653322754732		
ENSG00000162385	MAGOH	-0.1	0.336844568981488			-0.2	0.294134840543476			0.2	0.714638469020103	0.1	0.753558353832969
ENSG00000162390	ACOT11	-1.0	1,61E+03	-0.7	9,07E+08	-0.7	0.00151259477232319	-0.3	0.472660164302223	-1.5	0.00549281356981833	-0.2	0.381784166724401
ENSG00000162391	FAM151A	-2.9	6,09E-11	-1.6	1,84E+06	-1.3	1,97E+09	-0.3	0.590189833328342	-5.4	4,51E-08	-0.1	0.844119888473219
ENSG00000162396	PARS2			0.1	0.241821328459797			0.1	0.88044202691147	0.3	0.448660956122526	0.1	0.540931931211212
ENSG00000162398	LEXM	-0.9	5,75E+08	-0.4	0.0194830432180946	-0.7	0.0102833143310139	0.1	0.916952366575478	-2.2	5,21E+10	0.1	0.77618920380331
ENSG00000162399	BSND	0.2	0.678579005213558	0.3	0.396909210757287	0.2	0.641620647456928			0.2	0.899388530457415	0.2	0.734739355445571
ENSG00000162402	USP24	-0.2	0.0463424803974315	-0.1	0.194220722182346			-0.1	0.893993776824418	-0.4	0.488950917801929	-0.1	0.572554520751191
ENSG00000162407	PLPP3	0.4	9,18E+10	0.4	0.00221062629934491	0.4	0.00846191233608062	0.3	0.441288318499744	0.1	0.91117258829539	0.1	0.634088351494681
ENSG00000162408	NOL9	-0.4	4,50E+10	-0.3	0.0107844857720814	-0.2	0.179242004316048	-0.2	0.576028211335343	-0.4	0.556667770424799	-0.2	0.270474822558109
ENSG00000162409	PRKAA2	0.5	0.011458092402456	0.3	0.0651170787819335	0.5	0.144433989222684	0.2	0.68918319218361	01.Feb	0.0538720997383842	0.4	0.189173231444549
ENSG00000162413	KLHL21	0.4	4,69E+06	0.2	0.0138418473811961	0.3	0.0102623159963373			0.6	0.0170551603477021		
ENSG00000162415	ZSWIM5	-1.1	8,61E-01	-0.6	5,15E+08	-0.4	0.0345788031646178	-0.1	0.877470900864986	-1.9	7,90E+07	-0.1	0.810818392868184
ENSG00000162419	GMEB1							-0.1	0.649883253010051	-0.1	0.813117416257057		
ENSG00000162426	SLC45A1			0.1	0.523755214508033					-0.2	0.805450786365994	-0.1	0.811950109638958
ENSG00000162430	SELENON	0.4	2,64E+02	0.3	9,82E+09	0.2	0.038610343776695	0.1	0.841305119771787	0.6	0.00286158826476658		
ENSG00000162433	AK4	-0.1	0.59638402255117	-0.3	0.208782593438517			-0.2	0.760136892959221	0.6	0.479209140289986	-0.2	0.625256350770828
ENSG00000162434	JAK1			-0.1	0.578932066266593	0.1	0.472265240383146	-0.1	0.76726570387794	0.1	0.923555469367113	-0.1	0.536660686127615
ENSG00000162437	RAVER2	-0.5	1,51E+10	-0.3	0.0196581514843258	-0.2	0.204475625671925	-0.1	0.829272974874422	-1.0	0.0130157631974289	-0.1	0.806584450606708
ENSG00000162438	CTRC			-0.1	0.677491715499609	0.1	0.740248983580448	-0.2	0.796259657831906	-1.1	0.249862053450806	-0.2	0.693855690725302
ENSG00000162441	LZIC	-0.3	7,63E+09	-0.1	0.125443048096847					-0.4	0.195958580686554		
ENSG00000162444	RBP7	0.5	0.00105426264997546	0.3	0.13100874154665					0.7	0.256975563359391	0.1	0.878748484520347
ENSG00000162458	FBLIM1	-0.1	0.38486957662882	-0.1	0.507629654292046	-0.1	0.37480406457375			0.1	0.823123325725377	0.1	0.736418046936208
ENSG00000162460	TMEM82	-0.9	3,39E+10	-0.4	0.066795147240085	-0.6	0.0378358842439557	-0.2	0.702327053280825	-1.9	0.00123829252657095	-0.1	0.922211745220375
ENSG00000162461	SLC25A34	-1.1	2,94E+04	-0.7	8,83E+09	-0.8	3,10E+10	-0.4	0.32315295944863	-2.7	1,32E+03	-0.2	0.65059505756137
ENSG00000162482	AKR7A3	-0.9	6,87E+07	-0.5	0.0150851924262718	-0.7	0.00779366395201248	-0.2	0.687245769813196	-1.7	0.00215382628043512	0.1	0.792545838355114
ENSG00000162490	DRAXIN	0.5	0.00523945167734114	0.2	0.424009789654599	-0.1	0.839485131428948	0.1	0.862393955254946	0.5	0.474469885508631	-0.1	0.869012050161414
ENSG00000162493	PDPN	02.Feb	8,31E-16	01.Apr	1,41E+02	01.Apr	1,86E+06	0.5	0.136916091453307	03.Mar	8,73E-10	0.4	0.0985647787340487
ENSG00000162496	DHRS3	-0.7	2,85E+09	-0.3	0.0897867888665717	-0.6	0.0113037815279838	-0.1	0.894701208139811	-1.0	0.054924495867034	0.1	0.799863568823116
ENSG00000162510	MATN1					-0.1	0.851358716659366			0.4	0.759725270250403	-0.1	0.896820596012663
ENSG00000162511	LAPTM5	0.3	0.0559526983574367	0.1	0.555402549879025	0.1	0.657629704516102	-0.1	0.885776558965166	0.9	0.112323602599978	-0.1	0.754705007712212
ENSG00000162512	SDC3	0.8	2,49E-07	0.6	6,56E-01	0.6	4,76E+09	0.2	0.450838086069403	0.9	8,11E+10		
ENSG00000162517	PEF1					-0.2	0.187651506002684	-0.1	0.860674951680109	0.3	0.559546907176477	0.1	0.541654019925451
ENSG00000162520	SYNC	0.5	0.0126128675237624	0.2	0.361203240362863	0.2	0.384117458932776			0.6	0.501109096885506	-0.2	0.500974921985406
ENSG00000162521	RBBP4	-0.1	0.13264058460897			0.1	0.289781837076058	-0.1	0.749940202849849	-0.1	0.869609511853737	-0.1	0.489036580064451
ENSG00000162522	KIAA1522	-0.4	0.00924089718979532	-0.2	0.129494259229141	-0.2	0.268180393830511			-0.6	0.169884815518977		
ENSG00000162526	TSSK3	-0.4	0.094508245614837	-0.4	0.103560682285794			0.1	0.939060012216306	-0.5	0.667419637412854	-0.1	0.889853345679449
ENSG00000162542	TMCO4	0.4	3,78E-03	0.3	5,82E+05	0.3	0.0014100134988673	0.2	0.137262081724979	0.5	0.0431129408267638	0.2	0.125748388309099
ENSG00000162543	UBXN10	0.4	0.00746868660908118	0.4	0.0178442590313578	0.4	0.124913940509048	0.2	0.720509317126755	0.8	0.170298648864039	0.3	0.137223059622251
ENSG00000162545	CAMK2N1	-0.7	9,79E+09	-0.4	0.0561073350269991	-0.6	0.0203729467606572	-0.1	0.925345636074993	-1.6	0.00146463278467186		
ENSG00000162551	ALPL	02.Jul	8,90E-12	01.Jan	3,00E+06	01.May	6,94E+06	0.3	0.574675972313264	02.Sep	3,64E+03	0.5	0.0817825114130152
