Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'Crohn's disease' vs 'normal'.tStat	condition2.foldChange	condition2.pValue	'ulcerative colitis' vs 'normal'.tStat
ENSG00000099817	POLR2E	41332_at	0.4	0.215556717451068	1.82154601116904	0.4	0.120350736202498	2.3153842126273
ENSG00000099822	HCN2	34520_at	0.2	0.18302538381121	1.97174594089522	0.2	0.242529534125025	1.65982168965554
ENSG00000099840	IZUMO4	40752_at				0.3	0.0304763803538118	3.64899067787863
ENSG00000099849	RASSF7	40359_at	0.2	0.285961859404738	1.57452605810617	0.1	0.630376900875704	0.685924956292685
ENSG00000099860	GADD45B	39822_s_at	0.4	0.0175795201577128	3.87949604414513	0.5	0.0070060425058188	5.3147447581721
ENSG00000099942	CRKL	35301_at	-0.3	0.0918591212637792	-2.56582858825176	-0.3	0.299370222544522	-1.45719747532184
ENSG00000099956	SMARCB1	40416_at	0.4	0.0399323612181262	3.32689094036619	0.4	0.111434491213471	2.38408789834452
ENSG00000099977	DDT	41181_r_at	0.3	0.154330886007905	2.11234913844087	0.4	0.0507210593817099	3.11261748465696
ENSG00000099985	OSM	1579_at	0.3	0.0629817897255967	2.8757458349021	0.4	0.112448602758597	2.37557418310048
ENSG00000099991	CABIN1	37652_at	0.5	0.0131395272125697	4.10247800043263	0.5	0.0150583077159606	4.4173291131523
ENSG00000099995	SF3A1	34733_at				-0.1	0.414536905069848	-1.14015703424681
ENSG00000099998	GGT5	38237_at	0.2	0.23263103355966	1.75403667010592	0.3	0.148585887316773	2.11903791257014
ENSG00000100003	SEC14L2	32817_at				0.1	0.533444653184909	0.885006774906571
ENSG00000100014	SPECC1L	34837_at	0.1	0.65055606147822	0.699984547435091			
ENSG00000100023	PPIL2	33188_at	-0.5	0.00808427596225338	-4.51270921465469	-0.7	0.0213529180185997	-4.06823328729661
ENSG00000100028	SNRPD3	40150_at	0.1	0.756131502938584	0.482868211773994	-0.1	0.791811982005666	-0.392805410770851
ENSG00000100029	PES1	41869_at	0.2	0.363610608830415	1.33811344087607			
ENSG00000100030	MAPK1	976_s_at				-0.1	0.678433741459786	-0.594476606441079
ENSG00000100038	TOP3B	32361_s_at	-0.2	0.106719128551215	-2.44659407860736			
ENSG00000100053	CRYBB3	31981_at	0.2	0.331428940662848	1.4277087643788			
ENSG00000100060	MFNG	41522_at	0.2	0.174780520084221	2.01501688016443	0.3	0.0657504261768403	2.89610906804571
ENSG00000100075	SLC25A1	38998_g_at	0.2	0.476727308266045	1.05702365836257	-0.2	0.521674455506259	-0.90711027541322
ENSG00000100079	LGALS2	37456_at	-0.8	0.262935153119082	-1.6499185059466	-1.3	0.0147777053919728	-4.43558706277957
ENSG00000100084	HIRA	32706_at	-0.6	0.0675401418287748	-2.81815298188114	-0.6	0.0211672147385846	-4.07655078544215
ENSG00000100092	SH3BP1	34046_at	0.2	0.362105799597312	1.34126314340916	0.1	0.732976355847777	0.497738293701359
ENSG00000100097	LGALS1	33412_at	-0.4	0.459181122739335	-1.10049855780432	0.1	0.768705802023622	0.432905682827359
ENSG00000100100	PIK3IP1	36231_at				0.3	0.105474067131858	2.43877885421396
ENSG00000100106	TRIOBP	34784_at	0.1	0.537421553758403	0.923509211782327	0.3	0.237473598843907	1.6794260645248
ENSG00000100116	GCAT	36475_at	0.4	0.0341173365159826	3.45821896122834	0.4	0.0728058577918746	2.79730092738116
ENSG00000100122	CRYBB1	39683_at	0.1	0.656304613197089	0.689598153200902	0.2	0.399511437127403	1.1783193420988
ENSG00000100138	SNU13	41746_at	0.2	0.440357188296406	1.14685799918102	0.2	0.44139662282501	1.07427374195198
ENSG00000100142	POLR2F	36027_at	0.4	0.0486071224767061	3.0945306317417	0.4	0.125128315590393	2.2728830707989
ENSG00000100150	DEPDC5	38190_r_at	0.6	0.0352137632627341	3.43063872596923	0.7	0.0885180344352182	2.60235726467085
ENSG00000100154	TTC28	41478_at				-0.1	0.603978475782153	-0.740146778274956
ENSG00000100170	SLC5A1	35906_at	0.5	0.404566943637616	1.23223939008034	0.3	0.293154984967816	1.4781812759381
ENSG00000100196	KDELR3	33402_at	0.1	0.767686165118624	0.459671239272106			
ENSG00000100197	CYP2D6	38507_at	0.2	0.440357188296406	1.14682428388989			
ENSG00000100201	DDX17	35363_at	0.2	0.186163041878193	1.95444749764328	0.2	0.300974272248864	1.4530998377435
ENSG00000100207	TCF20	33795_at				0.1	0.620252028798687	0.70562327651035
ENSG00000100219	XBP1	39755_at	0.3	0.421534100272222	1.19021106716546	0.3	0.454566436553511	1.04628853392073
ENSG00000100220	RTCB	38689_at	0.2	0.49205654394627	1.0216404304812	0.1	0.797114861019312	0.38199386553599
ENSG00000100221	JOSD1	34333_at				0.1	0.767476341389656	0.435215300078708
ENSG00000100234	TIMP3	1034_at				0.1	0.569486588740042	0.810632991248151
ENSG00000100239	PPP6R2	40224_s_at				0.1	0.635670697204267	0.67693648245411
ENSG00000100241	SBF1	39835_at	0.5	0.014672762168664	4.02753670519501	0.5	0.0843257482948999	2.66100822594988
ENSG00000100242	SUN2	35336_at	0.3	0.116495182977512	2.37190580076368	0.3	0.230114479781163	1.707110676029
ENSG00000100243	CYB5R3	36668_at	-0.1	0.621045278590535	-0.761777898792225			
ENSG00000100246	DNAL4	33292_at	0.3	0.0431812326115815	3.23000475603079	0.4	0.0557742238371185	3.03731062814689
ENSG00000100258	LMF2	31837_at	0.2	0.130218117634534	2.26907346946752	0.3	0.0893777033063839	2.58947722156244
ENSG00000100263	RHBDD3	41414_at	0.3	0.0724244228764471	2.76938257076798	0.3	0.0494839196061365	3.13307857942366
ENSG00000100266	PACSIN2	35886_at				-0.1	0.70392470795594	-0.548658689386779
ENSG00000100271	TTLL1	41039_at				0.2	0.341171623078226	1.3380778958321
ENSG00000100280	AP1B1	40745_at	0.3	0.0723853273241048	2.77018983830013	0.3	0.0727735410641871	2.79868386612674
ENSG00000100281	HMGXB4	38843_at	-0.2	0.0911329490976582	-2.57262837564861	-0.3	0.0642193075078105	-2.92049980311083
ENSG00000100284	TOM1	39134_at	0.3	0.288409999480199	1.56385026218835	0.3	0.271768229304508	1.55131123950454
ENSG00000100290	BIK	2011_s_at	0.1	0.736781479112062	0.518210967321113	-0.1	0.619064469181845	-0.707940784646617
ENSG00000100292	HMOX1	33802_at	-0.1	0.608632631667167	-0.785589142800111			
ENSG00000100296	THOC5	40383_at	-0.1	0.605704213512724	-0.790720015343452			
ENSG00000100297	MCM5	982_at	0.2	0.531973502626854	0.936306269956701	0.3	0.326581906941523	1.37925203814048
ENSG00000100299	ARSA	37963_at				0.1	0.690152128811626	0.574892102525877
ENSG00000100300	TSPO	32806_at	0.3	0.208989799381019	1.8539543485156	0.1	0.652111722954196	0.644591961232001
ENSG00000100304	TTLL12	37648_at	0.2	0.294878125923762	1.53810539276914			
ENSG00000100307	CBX7	36894_at	0.2	0.576768656599212	0.848104256948339	0.3	0.103361048915767	2.4574399490185
ENSG00000100320	RBFOX2	40260_g_at	-0.6	8.50957127354575E-4	-6.12909397801161	-0.8	0.0186860152955939	-4.20733584024243
ENSG00000100324	TAB1	35634_at	0.4	0.0378656173262522	3.36905370300098	0.4	0.0388387107265567	3.39191065497927
ENSG00000100325	ASCC2	36058_at	0.2	0.138832489229974	2.20751943557286	0.2	0.321780938275956	1.3919288680223
ENSG00000100330	MTMR3	35739_at				-0.1	0.780078494860841	-0.412334758434134
ENSG00000100342	APOL1	35099_at	0.6	0.173859112184924	2.0191497826458	0.8	0.0935668063348893	2.542734293537
ENSG00000100345	MYH9	39738_at	-0.2	0.314519815838027	-1.47468316482283	-0.2	0.284422175040776	-1.50745697693562
ENSG00000100347	SAMM50	34845_at	0.4	0.138205807316055	2.21197397728968	0.3	0.430481096824181	1.10060235571966
ENSG00000100348	TXN2	32852_at	0.1	0.541259152571143	0.915100658210798	0.2	0.40131849643893	1.17434316986054
ENSG00000100351	GRAP2	38865_at	0.3	0.126382441778241	2.29625354480848	0.4	0.104675861075322	2.4462547885536
ENSG00000100353	EIF3D	35298_at	0.2	0.252466667939868	1.68581062982716	0.3	0.0475848304472615	3.18750647331227
ENSG00000100360	IFT27	36076_g_at	0.3	0.224092893312747	1.79047843033285	0.3	0.0659869142488716	2.89257526932233
ENSG00000100365	NCF4	38893_at	0.3	0.384905524410919	1.28329874076041	0.4	0.0830839858946544	2.67405856344615
ENSG00000100373	UPK3A	36379_at	0.3	0.0948246843287479	2.54036789089211			
ENSG00000100380	ST13	1640_at	-0.4	0.144424022273731	-2.17114556186346	-0.6	0.0880957929523687	-2.60761641919546
ENSG00000100385	IL2RB	1365_at				0.4	0.108672763690189	2.40795702766332
ENSG00000100393	EP300	33896_at	0.1	0.547070870980666	0.905153965130795	0.1	0.55809826308578	0.830931223523772
ENSG00000100401	RANGAP1	32151_at	0.5	0.0440225260744232	3.18191241952958	0.6	0.0102083390954119	4.95554865785634
ENSG00000100403	ZC3H7B	35144_at	0.2	0.23263103355966	1.75521197197322	0.2	0.363489964583308	1.2683964125735
ENSG00000100412	ACO2	160044_g_at	0.4	0.224092893312747	1.79086947023532	0.1	0.752941850501404	0.460879324153446
ENSG00000100416	TRMU	37443_at	0.2	0.134096823025784	2.24229914796742	0.2	0.233925136930502	1.69336572163368
ENSG00000100417	PMM1	37189_at	-0.1	0.734941879002717	-0.521052747580618	-0.2	0.407300197055542	-1.15884023270685
ENSG00000100418	DESI1	41670_at	0.4	0.0723340513064264	2.77276846316973	0.5	0.0128153385582827	4.62762361023992
ENSG00000100445	SDR39U1	32591_at	-0.2	0.318552310245937	-1.46322425955557			
ENSG00000100448	CTSG	37105_at	0.1	0.589173238778532	0.821363358874508	0.7	0.030149516664566	3.66946996189517
ENSG00000100450	GZMH	32370_at	0.1	0.774502848092263	0.448459552284717			
ENSG00000100453	GZMB	37137_at	0.5	0.133239227845665	2.25178468381394	0.4	0.0804720939380941	2.70836734237563
ENSG00000100485	SOS2	32857_at	-0.5	0.0879705677553877	-2.60121425149762	-0.7	0.071683072771471	-2.81846274174561
ENSG00000100490	CDKL1	796_i_at	-0.2	0.37537530815402	-1.30840431495364	-0.4	0.0828338380234303	-2.6797911382382
ENSG00000100504	PYGL	37215_at	-0.4	0.339256533372444	-1.4036451012016	-0.2	0.601383742602789	-0.744916225358938
ENSG00000100528	CNIH1	32803_at	-0.4	0.217807347641319	-1.81288652528868	-0.5	0.219446201048414	-1.75360148104802
ENSG00000100532	CGRRF1	36514_at	-0.8	0.0667969707661909	-2.82768851639255	-0.9	0.0868730043200411	-2.61991014832624
ENSG00000100554	ATP6V1D	33854_at	-0.1	0.866752963785705	-0.2680587376481	-0.2	0.582547615331829	-0.784958697422924
ENSG00000100564	PIGH	40629_at	-0.1	0.553401709626968	-0.891891824864351	-0.3	0.0690953489265352	-2.84841343085755
ENSG00000100567	PSMA3	1448_at	0.3	0.555673956856324	0.887474766549067	0.1	0.743925975569109	0.475397416511297
ENSG00000100577	GSTZ1	1212_at	0.2	0.268110707130477	1.62988938393885	0.1	0.770381912460931	0.428256115474687
ENSG00000100591	AHSA1	40979_at	0.2	0.278460842017847	1.59515121657234	0.2	0.323158358195496	1.38845519275043
ENSG00000100592	DAAM1	33753_at	-0.9	0.0172018695971565	-3.89668036649972	-0.8	0.0355604072369582	-3.48956083208396
ENSG00000100596	SPTLC2	36518_at				-0.3	0.127342874538267	-2.260136814988
ENSG00000100600	LGMN	317_at	-0.1	0.715792401446176	-0.563447840213529	-0.1	0.48313425467297	-0.985668862448802
ENSG00000100601	ALKBH1	40005_at				-0.3	0.0950456914656921	-2.52568844836644
ENSG00000100604	CHGA	40808_at	-0.2	0.731381744350261	-0.530148594920823	-0.4	0.139932959469209	-2.17467288873927
ENSG00000100612	DHRS7	39814_s_at	-0.3	0.548367996672692	-0.902004522029234	-0.4	0.221983525243833	-1.74019748564867
ENSG00000100614	PPM1A	36501_at	-0.3	0.162144245985111	-2.07175553554508	-0.5	0.0946442752885852	-2.53049476224949
ENSG00000100632	ERH	39079_at	-0.3	0.209992928528395	-1.84515522488043	-0.4	0.0730961170672787	-2.79405691523596
ENSG00000100644	HIF1A	1039_s_at	0.3	0.569712542254676	0.860358598638552	0.2	0.62636577849034	0.69325378713004
ENSG00000100647	SUSD6	38393_at	0.2	0.448398931072278	1.12422889999611			
ENSG00000100650	SRSF5	40453_s_at	-0.4	0.210728615796132	-1.84253819688759	-0.6	0.0233555064987072	-3.94413279477084
ENSG00000100664	EIF5	32171_at	0.2	0.323603201915318	1.44750963361599	0.1	0.843805247793648	0.302713139562176
ENSG00000100665	SERPINA4	32106_at				-0.1	0.517904699816104	-0.914510837611741
ENSG00000100697	DICER1	38764_at	-0.4	0.0502253649247866	-3.06669217842282	-0.5	0.0538524949437134	-3.06670986619747
ENSG00000100714	MTHFD1	673_at				0.1	0.601291207743064	0.745416216209767
ENSG00000100721	TCL1A	39318_at	0.2	0.63062411843391	0.742681375546131	0.7	0.173303908014862	1.97385760068449
ENSG00000100722	ZC3H14	40859_at	-0.8	0.0254125779613681	-3.63184766787469	-1.0	0.0222204863230995	-4.02499449165456
ENSG00000100726	TELO2	34260_at	0.3	0.0555413384103997	2.98942689525894	0.4	0.139954129700134	2.17343163035548
ENSG00000100731	PCNX1	32012_at	0.1	0.656342986737532	0.68915842573568	0.2	0.232784331160719	1.69686952420195
ENSG00000100784	RPS6KA5	41432_at	-0.4	0.035132334574186	-3.43587696680087	-0.6	0.0375216928774741	-3.43775906625378
ENSG00000100804	PSMB5	37666_at	0.3	0.140092974967235	2.19667721381749	0.4	0.103414030881644	2.45643394561925
ENSG00000100823	APEX1	2025_s_at	-0.1	0.798109372297534	-0.404385502346351			
ENSG00000100842	EFS	33883_at	0.1	0.433320896842173	1.16275174255982	0.4	0.0220721136726627	4.03834206222136
ENSG00000100852	ARHGAP5	39927_at	-1.3	8.83144403040158E-4	-5.95291873152448	-1.4	0.00461448124428624	-5.85640964810966
ENSG00000100867	DHRS2	35004_at	0.3	0.0653458574446108	2.84437001938385	0.3	0.131311354557173	2.23344535014968
ENSG00000100883	SRP54	36060_at	-0.1	0.720457701452526	-0.554460051422954	-0.1	0.851286759848312	-0.290074392875084
ENSG00000100888	CHD8	40609_at	0.3	0.0813448274756313	2.68260221195871	0.4	0.0716984259845973	2.81601733401739
ENSG00000100889	PCK2	37188_at	0.4	0.460082736693985	1.09575816408292	0.1	0.742521429602617	0.477784857477496
ENSG00000100897	DCAF11	38449_at	0.2	0.207520743357746	1.86001632087853	0.1	0.538470874765837	0.874703556946318
ENSG00000100906	NFKBIA	1461_at	0.3	0.311142841960198	1.48478519411769	0.5	0.133421747490855	2.21779230267596
ENSG00000100934	SEC23A	39099_at	-0.4	0.410626467386236	-1.21709369067744	-0.6	0.297402415615137	-1.46327372722365
ENSG00000100941	PNN	33543_s_at	-0.2	0.372750582356678	-1.3149407390161	-0.3	0.251380859495189	-1.62462692021642
ENSG00000100968	NFATC4	37369_s_at	0.2	0.225409007291969	1.78602846838859	0.4	0.0343870413101741	3.52306308905845
ENSG00000100979	PLTP	40081_at				0.1	0.865010033059764	0.263064618444862
ENSG00000100983	GSS	38386_r_at	0.5	0.122971046592872	2.32113936983818	0.5	0.239602369564166	1.66949140758282
ENSG00000100985	MMP9	31859_at	1.2	0.0697842902959105	2.79759187586643	1.6	0.113770106562973	2.36603695391576
ENSG00000100994	PYGB	36667_at	-0.2	0.459181122739335	-1.10018384223658	-0.1	0.723041793569477	-0.5152881783548
ENSG00000101000	PROCR	647_at	-0.1	0.795038712244104	-0.409975042626362	0.3	0.27107774302869	1.55383281503784
ENSG00000101003	GINS1	39677_at	-0.4	0.152769568781116	-2.1226038864304	-0.4	0.0966627313973081	-2.51163976696338
ENSG00000101017	CD40	35150_at	0.3	0.037512240575102	3.37643932125851	0.3	0.151540201573726	2.09551884430961
ENSG00000101040	ZMYND8	36957_at	-0.5	0.0306249239772028	-3.52813700107112	-0.5	0.147583986012379	-2.12718322819412
ENSG00000101057	MYBL2	1854_at	0.3	0.145387859764118	2.16528980234964	0.3	0.276397458453474	1.5368597219733
ENSG00000101076	HNF4A	36721_s_at				0.2	0.354336713353513	1.29708545214489
ENSG00000101109	STK4	36294_at	0.1	0.502608231939222	0.997749103504852			
ENSG00000101126	ADNP	34394_at	-0.8	0.0148570071088711	-4.01573221625712	-0.9	0.0185552362567425	-4.22255760101577
ENSG00000101132	PFDN4	41003_at	0.2	0.421534639665554	1.18957605505679	0.3	0.438288413603517	1.08292774252497
ENSG00000101134	DOK5	40401_at				-0.3	0.0684500404194969	-2.85717348178111
ENSG00000101138	CSTF1	32723_at	-0.2	0.186656881648482	-1.9500698914401	-0.3	0.131896920200208	-2.22961116796751
ENSG00000101146	RAE1	32757_at	-0.1	0.759137654175904	-0.476667883558576			
ENSG00000101150	TPD52L2	40076_at	0.7	0.00450307419225608	4.85466301149456	0.7	0.0114730261873117	4.7497655020519
ENSG00000101160	CTSZ	32514_s_at	-0.2	0.284291888738198	-1.58028612083087	-0.1	0.453499190761856	-1.04896399563085
ENSG00000101161	PRPF6	34345_at	0.4	0.141177461031108	2.19134318403923	0.4	0.0681999729499987	2.86053755742608
ENSG00000101188	NTSR1	35080_at	0.2	0.236317779811728	1.74007416113304	0.2	0.251245205348803	1.62670745224426
ENSG00000101190	TCFL5	35614_at	-0.3	0.15588998193608	-2.10397790912438	-0.3	0.201501036724611	-1.83421566120546
ENSG00000101200	AVP	34020_at	0.1	0.670457374896623	0.661062923968603			
ENSG00000101204	CHRNA4	34447_at				0.2	0.221416944230846	1.74320683055852
ENSG00000101210	EEF1A2	35175_f_at	-0.3	0.12910544837433	-2.27822499460121	-0.1	0.742518835431457	-0.478714687418921
ENSG00000101213	PTK6	33559_at	0.4	0.0826237389879167	2.66732167323783	-0.1	0.755540213324281	-0.456877147344294
ENSG00000101222	SPEF1	36765_at	0.2	0.345623615852033	1.3874218779045	0.3	0.164971628484558	2.01388368528336
ENSG00000101224	CDC25B	1347_at	0.5	0.140721331391572	2.19332465292382	0.7	0.0352910967593309	3.49611890045745
ENSG00000101265	RASSF2	37598_at	0.1	0.676517589074841	0.648755177564481	0.3	0.422643146859128	1.11890443027786
ENSG00000101266	CSNK2A1	594_s_at				-0.2	0.210391131991635	-1.79494155979066
ENSG00000101298	SNPH	41107_at	0.4	0.119090240195659	2.3478247966393	0.5	0.0142643406143421	4.47889268767327
ENSG00000101310	SEC23B	40851_r_at				-0.1	0.670140643237019	-0.611297256087329
ENSG00000101323	HAO1	35891_at	0.5	0.0574861985828378	2.95327651919796	0.5	0.0728058577918746	2.79703081418739
ENSG00000101333	PLCB4	901_g_at	-0.4	0.0603598893547302	-2.91041158166547	-0.5	0.00629792889641764	-5.46418792639999
ENSG00000101335	MYL9	39145_at	-0.4	0.392435971859395	-1.26339780194271	0.5	0.159446662086386	2.04457256732661
ENSG00000101336	HCK	40742_at	0.4	0.114816218423372	2.38601661945761	0.6	0.00359059030422101	6.06346786272591
ENSG00000101337	TM9SF4	37751_at	0.3	0.308752144747163	1.49507594217907	0.2	0.35715220357204	1.28939806770244
ENSG00000101347	SAMHD1	34714_at	-0.1	0.72561077659154	-0.544412035072353	-0.1	0.737408364269227	-0.488396359042531
ENSG00000101350	KIF3B	34713_at	0.4	0.0436317459856487	3.2104560682837	0.3	0.0632104531731773	2.93440008521287
ENSG00000101365	IDH3B	40111_g_at	0.1	0.579637722902305	0.841222920055169	0.1	0.824548723959526	0.334837288305015
ENSG00000101367	MAPRE1	33456_at	-0.4	0.31064478926738	-1.48664470126956	-0.6	0.027767074702527	-3.75291171498415
ENSG00000101400	SNTA1	35627_at				0.3	0.0505668204833597	3.11476483232426
ENSG00000101407	TTI1	38204_at	0.1	0.667950273468746	0.666337824188832			
ENSG00000101443	WFDC2	33933_at	-0.5	0.297953639043766	-1.5284467186711	-0.8	0.0465189382507967	-3.21582638822693
ENSG00000101445	PPP1R16B	41577_at	0.3	0.154848822010246	2.1088183813353	0.6	0.0783012384762357	2.72767958553918
ENSG00000101470	TNNC2	41748_at	-0.3	0.562944467269835	-0.872226849885494	-0.2	0.770381912460931	-0.428687349751029
ENSG00000101473	ACOT8	36841_at	-0.5	0.0619610840447688	-2.88839747712123	-0.6	0.0242584588697527	-3.89890152021628
ENSG00000101544	ADNP2	37837_at	-0.4	0.0120375756321886	-4.16914632785142	-0.5	0.0108415064555032	-4.85271328980417
ENSG00000101557	USP14	36982_at	0.2	0.377062352549981	1.30136300394056			
ENSG00000101558	VAPA	38801_at	-0.1	0.7851376395427	-0.426916011498584	-0.2	0.439112504522899	-1.08069415448685
ENSG00000101577	LPIN2	40447_at				-0.1	0.556746911233563	-0.834668802088798
ENSG00000101596	SMCHD1	38082_at	-0.3	0.540208059901174	-0.917522685273201	-0.6	0.187003721450377	-1.89923366145056
ENSG00000101605	MYOM1	35137_at	-0.3	0.0918591212637792	-2.56345446553025	-0.3	0.0853612891032494	-2.64632583434918
ENSG00000101608	MYL12A	33447_at	-0.1	0.896918931677233	-0.210202974623866	-0.3	0.436635392253526	-1.08592107342017
ENSG00000101654	RNMT	38073_at	-0.2	0.521230756239811	-0.95850968488822	-0.5	0.128986160630499	-2.24936900826644
ENSG00000101665	SMAD7	1857_at	-0.4	0.230822209211536	-1.76235375578317	-0.4	0.0464854170105332	-3.21825720525761
ENSG00000101680	LAMA1	728_at	0.2	0.268142290130175	1.62957881682259			
ENSG00000101782	RIOK3	32835_at	-0.4	0.23654129811965	-1.73880012565115	-0.5	0.334911333145951	-1.35566170223202
ENSG00000101825	MXRA5	36861_at	-0.4	0.37537530815402	-1.30681502108477	0.3	0.358386997571684	1.28509257443078
ENSG00000101843	PSMD10	37350_at	-0.1	0.844128708713639	-0.310627300954152			
ENSG00000101844	ATG4A	37957_at				-0.3	0.0881693633009197	-2.60678629082767
ENSG00000101846	STS	38034_at	0.1	0.637383971513386	0.727829224451021			
ENSG00000101856	PGRMC1	38802_at	-0.4	0.0794237712452677	-2.70362343976747	-0.7	0.0959643428114316	-2.51844792099165
ENSG00000101871	MID1	34296_at	-0.1	0.431280383044498	-1.1666391856037	-0.2	0.336966928472731	-1.34866719025692
ENSG00000101888	NXT2	35136_at	-0.5	0.137880170576123	-2.21483645334848	-0.5	0.0655056059582961	-2.90101714595723
ENSG00000101890	GUCY2F	39874_at	0.1	0.384993170438198	1.28272264907268	0.3	0.119372075970751	2.32289656965348
ENSG00000101911	PRPS2	41490_at	-0.6	0.0868752330970125	-2.61725190277975	-0.6	0.0125469800022546	-4.67779102971605
ENSG00000101938	CHRDL1	37630_at				0.4	0.10796924721664	2.41637554865892
ENSG00000101972	STAG2	34709_r_at	-0.5	0.00808427596225338	-4.5103234866337	-0.4	0.0128436439617361	-4.61940284691806
ENSG00000101977	MCF2	1807_g_at	0.1	0.543867880507505	0.910823396418044			
ENSG00000101986	ABCD1	33603_at	0.3	0.0629817897255967	2.87569039941285	0.3	0.0603187391363691	2.97837734348497
ENSG00000101997	CCDC22	39587_at	0.3	0.132995934916257	2.25308339114151	0.5	0.10288306478015	2.46056222671628
ENSG00000102007	PLP2	37326_at	0.2	0.588130511843896	0.824285960828408	0.3	0.270234648953926	1.55658957615812
ENSG00000102024	PLS3	34793_s_at	-0.1	0.81440502671744	-0.372039775759101			
ENSG00000102030	NAA10	31873_at	0.2	0.462496443532057	1.0900103188507	0.4	0.0450672171586374	3.25429373887236
ENSG00000102034	ELF4	31845_at	0.1	0.735669762975415	0.519758096340689	-0.1	0.645656751284727	-0.656760055601997
ENSG00000102038	SMARCA1	40213_at	-0.5	0.0725765829313469	-2.76732985290945	-0.4	0.294602734342704	-1.47331396291993
ENSG00000102054	RBBP7	41515_at				0.1	0.62741686073057	0.690742934720305
ENSG00000102081	FMR1	37995_s_at	-0.4	0.0973387148119112	-2.52101969136696	-0.6	0.0272662475901889	-3.77398044926687
ENSG00000102096	PIM2	1633_g_at	0.7	0.0966109511921276	2.52619533160085	1.0	0.0704174277023088	2.834326759895
ENSG00000102103	PQBP1	34325_at	0.6	0.0589793608428759	2.92946598696742	0.5	0.151215426620532	2.10082912945068
ENSG00000102119	EMD	35239_at	0.1	0.559978746078172	0.878558766967885	0.3	0.163257286978031	2.02430068568041
ENSG00000102144	PGK1	37677_at	-0.1	0.674661344718199	-0.652675509464545	-0.2	0.533007221152473	-0.885944645811074
ENSG00000102174	PHEX	33962_at				0.2	0.201701082666962	1.83327608904772
ENSG00000102178	UBL4A	923_at	0.2	0.206684911341878	1.86401961575914	0.2	0.309938599463234	1.4273033534566
ENSG00000102189	EEA1	39627_at	-0.3	0.084566354322376	-2.64297598922044			
ENSG00000102218	RP2	39964_at	-0.4	0.436165343566924	-1.15683291779541	-0.5	0.305482102082764	-1.44049711710447
ENSG00000102221	JADE3	37636_at				0.1	0.810719800914927	0.357038287012384
ENSG00000102225	CDK16	1225_g_at	-0.2	0.325635743891983	-1.44114202984892			
ENSG00000102230	PCYT1B	35552_at	0.3	0.0667308404669812	2.82871513326812	0.3	0.116245885446045	2.3477808962531
ENSG00000102241	HTATSF1	32695_at	-0.2	0.287372358575816	-1.56971000677661	-0.2	0.583554287709291	-0.782392120660574
ENSG00000102265	TIMP1	1693_s_at	0.6	0.326392691851251	1.43866489848849	0.9	0.22763436119839	1.71627760922178
ENSG00000102287	GABRE	34280_at	0.3	0.18243251467106	1.97454601329684	0.3	0.0868730043200411	2.61963366240181
ENSG00000102302	FGD1	38200_at				0.2	0.256950888570965	1.60332313825806
ENSG00000102316	MAGED2	34860_g_at	0.1	0.681777753318397	0.637942378663669			
ENSG00000102317	RBM3	41741_at	-0.2	0.560038893125564	-0.878069057814356	-0.1	0.759516577342218	-0.450186862122896
ENSG00000102359	SRPX2	37805_at	0.2	0.209655476371796	1.8485043807524	0.3	0.0752362734148857	2.76662854684464
ENSG00000102393	GLA	36833_at	0.2	0.385043047442146	1.28220705590457			
ENSG00000102409	BEX4	40916_at	-0.2	0.521589034248115	-0.957459064785427	-0.5	0.045189635019779	-3.24090758388429
ENSG00000102468	HTR2A	35470_at				0.2	0.240323744457295	1.66707884236105
ENSG00000102531	FNDC3A	38649_at	-0.5	0.0401021704968415	-3.30303775753573	-0.6	0.0230987850569768	-3.95422243426623
ENSG00000102554	KLF5	37926_at	-0.8	0.00339055868554633	-5.08412283020218	-0.9	0.0151826448139716	-4.40056722933901
ENSG00000102572	STK24	40473_at	0.1	0.764488362385068	0.466883320130318	-0.2	0.238542712189819	-1.67448953976532
ENSG00000102575	ACP5	677_s_at				0.3	0.402952530361308	1.17009513106012
ENSG00000102580	DNAJC3	33208_at	-0.2	0.341863594254079	-1.39666611849289	-0.2	0.448864103514352	-1.05976398656193
ENSG00000102606	ARHGEF7	40828_at	0.1	0.42997998917766	1.1693725037085			
ENSG00000102678	FGF9	1616_at	-0.9	0.0605396466647407	-2.90459549878643	-1.1	0.0113413722752503	-4.78151108183913
ENSG00000102683	SGCG	34578_at				0.1	0.538311447873827	0.875114701821096
ENSG00000102710	SUPT20H	34211_at	-0.7	8.50957127354575E-4	-6.12382317369751	-0.8	0.00629792889641764	-5.51231236802457
ENSG00000102738	MRPS31	40072_at				0.2	0.336966928472731	1.34895639161689
ENSG00000102753	KPNA3	35725_at	-0.5	0.009412430298237	-4.37611064384506	-0.6	0.00847105250780226	-5.13002301335928
ENSG00000102804	TSC22D1	39032_at	-0.3	0.441824486426727	-1.1425466468785	-0.6	0.23003651871399	-1.70773124966435
ENSG00000102805	CLN5	34324_at	-0.4	0.0973611923857234	-2.51832771237886	-0.4	0.070131104492736	-2.83911051532827
ENSG00000102837	OLFM4	38615_at	2.4	0.0911329490976582	2.57275401539896	2.7	0.0493946266233322	3.13561554761655
