Gene ID	Gene Name	condition1.foldChange	condition1.pValue	condition2.foldChange	condition2.pValue	condition3.foldChange	condition3.pValue
ENSMUSG00000028639	Ybx1	0.4	0.0147850964977828	0.3	0.358855741028964	-0.1	0.796293901606451
ENSMUSG00000028640	Tfap2c	0.4	0.522694862914429				
ENSMUSG00000028641	P3h1	0.3	0.640169886466027			2.4	2.49510289960417E-6
ENSMUSG00000028642	Tmem269					-1.2	0.498954885366872
ENSMUSG00000028643	Svbp	-0.1	0.883083119245925	-0.1	0.78463310901049	-0.8	0.0146146231885726
ENSMUSG00000028644	Ermap					0.3	0.853998515426384
ENSMUSG00000028645	Slc2a1	-0.4	0.102226045207925	-1.1	2.00072728959933E-6	-0.3	0.651205278556737
ENSMUSG00000028646	Rragc	-0.3	0.119708365424618	-0.5	0.0307220395294524		
ENSMUSG00000028647	Mycbp	0.4	0.139130744836486	0.3	0.41862297126845		
ENSMUSG00000028648	Ndufs5	0.1	0.757444264839186	0.3	0.339876594712647	-0.7	0.124276432351764
ENSMUSG00000028649	Macf1	-0.6	0.0100556848080346	-0.9	0.00602568119817098	0.5	0.168399342202527
ENSMUSG00000028651	Ppie	0.6	0.084706666410604	0.6	0.0885263004639261	0.9	0.00749516516240253
ENSMUSG00000028653	Trit1	0.2	0.676691301376292	0.5	0.239432594096689	0.2	0.747822127623021
ENSMUSG00000028654	Mycl	0.4	0.18901109454976	0.3	0.407113897262281	-0.4	0.535981826236739
ENSMUSG00000028655	Mfsd2a	3.7	5.98964320525667E-28	2.1	7.82734670827351E-5	4.7	6.00458657541334E-12
ENSMUSG00000028656	Cap1	0.2	0.476380847038842	-0.3	0.250792041854692	-0.1	0.889309849797728
ENSMUSG00000028657	Ppt1	-0.3	0.303798228282025	0.1	0.742510536179546	0.8	0.135750393921649
ENSMUSG00000028661	Epha8	-0.8	0.355693182190511			1.0	0.359690762164547
ENSMUSG00000028664	Ephb2	1.0	0.00416393833883166	0.7	0.0716633122685839	-0.1	0.872683333507503
ENSMUSG00000028668	Eloa	-0.1	0.722923041566076	-0.5	0.0549643669595212	-0.5	0.0602617267169854
ENSMUSG00000028669	Pithd1	-0.2	0.390952312322854	-0.2	0.485021839362711	-0.8	0.143467700069401
ENSMUSG00000028670	Lypla2	0.2	0.617434619100111	0.1	0.918436112318088	-0.6	0.273265199364698
ENSMUSG00000028671	Gale	1.3	4.762934305333E-10	1.1	1.09655733316013E-4	-1.4	0.0150837519883789
ENSMUSG00000028672	Hmgcl	0.3	0.223406025256601	0.4	0.176236089366076	-0.3	0.426502100426632
ENSMUSG00000028673	Fuca1	0.1	0.835630243284842			-1.3	0.0218699371362567
ENSMUSG00000028675	Pnrc2	-0.1	0.694556653293717	-0.1	0.766612566123215	-0.3	0.430936200132612
ENSMUSG00000028676	Srsf10	0.2	0.450818245176392			0.3	0.521237301794576
ENSMUSG00000028677	Rnf220	0.2	0.511208039413227	0.2	0.485615581201308	0.1	0.819577876966009
ENSMUSG00000028678	Kif2c	1.0	0.026139465945929	1.1	0.00894536749789842	0.4	0.542444195932205
ENSMUSG00000028680	Plk3	0.4	0.338141535492043	-0.7	0.0501675810831666		
ENSMUSG00000028681	Ptch2	0.4	0.704519963657512	0.8	0.330051384488039	1.1	0.217000018429735
ENSMUSG00000028683	Eif2b3	-0.1	0.908729059916132	-0.6	0.0953641499362608		
ENSMUSG00000028684	Urod			0.3	0.526509335473908	-0.3	0.38757377730846
ENSMUSG00000028687	Mutyh	0.3	0.629877075628704	0.3	0.720083861951745	0.3	0.662411589096728
ENSMUSG00000028688	Toe1	0.1	0.882651909264155	0.1	0.772817687500042	-0.1	0.933029722497784
ENSMUSG00000028689	Ccdc163			0.2	0.799644816196281	-0.5	0.386538047584418
ENSMUSG00000028690	Mmachc			0.4	0.317185874762875	-0.2	0.773745882945508
ENSMUSG00000028691	Prdx1	0.6	9.91853713525448E-4	0.7	0.00365868993297595	0.3	0.479278638302802
ENSMUSG00000028692	Akr1a1	0.5	0.00264644688848392	0.4	0.177085677958312	-0.4	0.266472685937715
ENSMUSG00000028693	Nasp	0.6	0.0183538117304978	0.4	0.217117599175793	0.3	0.592396559849612
ENSMUSG00000028696	Ipp			-0.3	0.533417331916471	-0.9	0.0217723659211126
ENSMUSG00000028698	Pik3r3	-1.2	2.38605914435178E-8	-1.5	4.23701176670871E-8	-2.7	2.66981115657098E-19
ENSMUSG00000028699	Tspan1	-0.4	0.168115084092944	-0.4	0.0785474815293944	-2.6	0.00299338551782339
ENSMUSG00000028700	Pomgnt1			-0.1	0.885724196686729		
ENSMUSG00000028701	Lurap1	0.1	0.911043530047898	0.1	0.860362859719678	1.7	9.29822461237067E-4
ENSMUSG00000028702	Rad54l	1.6	2.53459103472423E-5	1.3	0.00558260857346156	1.1	0.267145739522152
ENSMUSG00000028703	Lrrc41	-0.2	0.617595376133564	-0.4	0.197773699294249	-0.5	0.202238257305681
ENSMUSG00000028706	Nsun4	0.3	0.403217503092429	0.4	0.267334335558398	0.4	0.354933031528874
ENSMUSG00000028708	Mknk1	-0.3	0.36356652459396	-0.3	0.490605273286873		
ENSMUSG00000028709	Mob3c			-0.3	0.393118034173059	-0.1	0.851656738489846
ENSMUSG00000028710	Atpaf1	-0.2	0.652713115719439	-0.1	0.859021467462481	-0.5	0.13064557720989
ENSMUSG00000028713	Cyp4b1	-0.6	0.415098220490608			-0.1	0.944039930498779
ENSMUSG00000028716	Pdzk1ip1	-0.5	0.0222946948645649	-0.4	0.155009786830426	-3.3	2.92317293380456E-4
ENSMUSG00000028717	Tal1	-0.3	0.729048716459237	-0.4	0.702775137344171	2.1	0.00292178594645186
ENSMUSG00000028718	Stil	1.1	0.00770607015924904	1.0	0.0504704035945599	0.9	0.252609262055898
ENSMUSG00000028719	Cmpk1	-0.2	0.594288207613946	-0.1	0.718802275096972	-1.7	5.30833579727612E-5
ENSMUSG00000028729	Ebna1bp2					0.1	0.883688199480517
ENSMUSG00000028737	Aldh4a1			0.4	0.187150586086146	-0.9	0.00978079147304325
ENSMUSG00000028741	Mrto4	0.9	0.00223810443310482	0.9	0.0558533855490576	1.1	5.90740966579531E-5
ENSMUSG00000028743	Akr7a5	0.3	0.426477240656766	0.8	0.0826706557293456	-1.2	0.0054791290316806
ENSMUSG00000028744	Slc66a1	0.3	0.374359545018213	-0.1	0.903225741198501	-0.2	0.591787920645186
ENSMUSG00000028745	Capzb	0.1	0.70473186944108				
ENSMUSG00000028749	Pla2g2f	0.6	0.0298284487748687	0.9	0.00113749498305517	-0.5	0.732800911889363
ENSMUSG00000028750	Pla2g2c	-1.5	1.4651867349085E-4	-1.3	8.14343751541009E-4	-3.2	6.26170341997881E-4
ENSMUSG00000028751	Pla2g2e	0.5	0.486423898171889	-0.7	0.376814183202046	-0.5	0.709447553198368
ENSMUSG00000028753	Vwa5b1	-0.3	0.801559556663664	-0.1	0.958090908662896	1.7	0.0495386620269801
ENSMUSG00000028755	Cda	-1.4	6.47244907795362E-4	-0.7	0.054015888260294	-2.0	3.10594919315262E-4
ENSMUSG00000028756	Pink1	-1.1	4.18716802612378E-7	-0.8	0.001783952388225	-0.6	0.354799111756386
ENSMUSG00000028757	Ddost	0.8	1.59880332210678E-4	0.9	0.0104402555054606	-0.4	0.238633977429909
ENSMUSG00000028758	Kif17					2.4	0.0505296353180517
ENSMUSG00000028759	Hp1bp3	-0.4	0.158187805772797	-0.3	0.300742184296093	0.1	0.752538364989496
ENSMUSG00000028760	Eif4g3	0.6	0.0143900398836751	0.1	0.844462803155884	1.0	0.00388090632672936
ENSMUSG00000028763	Hspg2	0.4	0.324361485538096	0.5	0.253581703231345	2.2	4.83271762981927E-6
ENSMUSG00000028766	Alpl	1.1	0.102642210068703	1.0	0.104410604966243	4.8	7.62745788809608E-19
ENSMUSG00000028771	Ptpn12	0.2	0.426832329766127	-0.3	0.48063933105391	1.3	1.45402150863504E-5
ENSMUSG00000028772	Zcchc17	0.6	0.0359619748997519	0.5	0.122539726755198	0.1	0.761254548339888
ENSMUSG00000028773	Fabp3	-0.3	0.782927210975698	-0.4	0.649739153790577	0.7	0.385804062124648
ENSMUSG00000028776	Tinagl1			-0.5	0.110577450859476	0.1	0.861917681560802
ENSMUSG00000028777	Gnat3					-1.0	0.528259250933848
ENSMUSG00000028778	Hcrtr1	-0.1	0.950657615516228			0.7	0.519138014255022
ENSMUSG00000028779	Pef1	0.1	0.797006549014301	0.1	0.723671985327052	-0.9	0.00293584908010946
ENSMUSG00000028780	Sema3c	-0.8	5.56400929614978E-4	-1.1	4.16770360108054E-4	-1.2	0.00329039013014789
ENSMUSG00000028782	Adgrb2	-0.3	0.657657263168038	0.3	0.719507562540138	1.4	0.0302965860162832
ENSMUSG00000028785	Hpca	0.3	0.669725343686481	-0.1	0.931993410679249	-0.5	0.523343109612317
ENSMUSG00000028786	Tmem54	0.4	0.0461824622184841	0.2	0.48039225571524	-1.3	0.0476476928865879
ENSMUSG00000028788	Ptp4a2	-0.6	0.00122664973983451	-0.7	0.00420538768249558	-1.1	0.00276519457050935
ENSMUSG00000028789	Azin2	-0.2	0.781810247189945	-0.1	0.933326824879329	1.7	4.44347488047897E-4
ENSMUSG00000028790	Khdrbs1			0.1	0.822852185265202	-0.1	0.870038700066936
ENSMUSG00000028792	Ak2	0.5	0.0312624076823104	0.4	0.142067169862734	-0.5	0.282379707353476
ENSMUSG00000028793	Rnf19b	0.6	0.078564779467393			1.0	0.0823809670339798
ENSMUSG00000028794	A3galt2					1.3	0.286812158877365
ENSMUSG00000028795	Ccdc28b	-0.3	0.472835797435329	0.1	0.755442974740413	-0.7	0.0456183901331768
ENSMUSG00000028796	Phc2	0.5	0.0964084425363814	0.3	0.467108303223728	0.5	0.208538459583148
ENSMUSG00000028797	Tmem234	-0.3	0.169060393408588	-0.3	0.217969145285516	-0.7	0.0342409401099148
ENSMUSG00000028798	Eif3i	0.4	0.0854845945393059	0.5	0.0261016924393197	-0.1	0.725761422567484
ENSMUSG00000028799	Zfp362	0.3	0.486110635061525	0.7	0.135231957220358	0.6	0.459554437118676
ENSMUSG00000028800	Hdac1	0.5	0.0136248813868559	0.5	0.0245128365455282		
ENSMUSG00000028801	Stpg1	0.4	0.56729683173792	0.6	0.467764909144898	-1.3	0.194893367528855
ENSMUSG00000028803	Nipal3	-0.2	0.531015698452247	-0.2	0.503490208024545	-1.5	9.74267893554997E-7
ENSMUSG00000028804	Csmd2					2.3	0.0776667138168232
ENSMUSG00000028807	Zbtb8a			0.3	0.358159322134477	-0.9	0.0151979165728835
ENSMUSG00000028809	Srrm1	0.1	0.62604492499754	-0.1	0.716810380496029	0.1	0.920791827804559
ENSMUSG00000028811	Yars	0.7	0.00960816654390881	0.6	0.0449575641905136		
ENSMUSG00000028820	Sfpq	0.4	0.23903977748387	0.1	0.79804326471379	-0.1	0.870305784745933
ENSMUSG00000028821	Syf2	-0.3	0.13144081243925	-0.3	0.330023471045835	-0.3	0.461081048734784
ENSMUSG00000028822	Tmem50a	-0.5	0.0867663943886106	-0.1	0.701491252637269	-0.1	0.873082385743629
ENSMUSG00000028826	Maco1	-0.2	0.408926213545615	-0.4	0.166393825010758	-0.4	0.349546979363077
ENSMUSG00000028830	AU040320	-0.1	0.701134381829725	-0.2	0.420329866468503	-1.4	4.66810890364175E-4
ENSMUSG00000028832	Stmn1	0.8	0.00369386938397301	1.5	8.62852700466023E-5	-0.4	0.427878152923141
ENSMUSG00000028833	Ncdn	0.2	0.482401578967856	0.3	0.524591127170879	0.3	0.659939046166159
ENSMUSG00000028834	Trim63					2.5	0.0873041852113935
ENSMUSG00000028836	Slc30a2	0.8	0.334507915514112	0.4	0.667748016602363	3.0	0.00181463086586204
ENSMUSG00000028837	Psmb2	0.6	0.00328411767711341	0.6	0.0338065920545455	0.3	0.552111424542536
ENSMUSG00000028838	Extl1	0.8	0.213223462081601	1.5	0.00707065389041786	1.6	0.00900252228908945
ENSMUSG00000028840	Zfp593	0.7	0.446470072633416	0.8	0.389969269265576	1.5	0.222742112994948
ENSMUSG00000028841	Cnksr1	-0.3	0.350638102341167	-0.8	0.0026059924920117	-1.5	0.0410321207770191
ENSMUSG00000028842	Ago3	-0.5	0.131604379583658	-0.2	0.723049070257773	0.7	0.0945969693159224
ENSMUSG00000028843	Sh3bgrl3	1.3	7.28022858236048E-9	1.3	4.90711041061578E-4	0.9	0.0173319410577039
ENSMUSG00000028845	Tekt2	0.2	0.813204521240649	0.2	0.8924836168649	0.7	0.583501761586669
ENSMUSG00000028847	Trappc3	0.1	0.844796837831735			-0.3	0.437725034540165
ENSMUSG00000028848	Gpn2	0.6	0.0746907222992138	0.2	0.730149682224704	-0.4	0.543557967129354
ENSMUSG00000028849	Map7d1	0.5	0.236080818913223	-0.1	0.895098553289253	1.4	0.0104375307860965
ENSMUSG00000028850	Gpatch3	-0.1	0.825907722862526	-0.3	0.549359715874704	0.1	0.884166427112936
ENSMUSG00000028851	Nudc	0.5	0.0169542901233983	0.4	0.281703259805522	0.6	0.0164408345456467
ENSMUSG00000028854	Slc9a1	0.5	0.0582299633879953	0.2	0.56248529017121		
ENSMUSG00000028857	Tmem222			-0.2	0.635027939518677	-0.6	0.0387678555270569
ENSMUSG00000028859	Csf3r	3.3	1.99918032569674E-13	1.4	0.0291212736192559	6.0	6.93845253492496E-28
ENSMUSG00000028860	Sytl1	-0.4	0.136810055293928	-0.3	0.470864488751606	-3.4	8.41967536366257E-7
ENSMUSG00000028861	Mrps15	0.1	0.705091940886697	0.4	0.251957785143322	-0.1	0.866996262846444
ENSMUSG00000028862	Map3k6	0.4	0.268746060068334	-0.4	0.37445009970359	1.9	0.00148236224612036
ENSMUSG00000028863	Meaf6	-0.6	0.0719011748720306	-0.5	0.188541621723831	-0.3	0.618356080541537
ENSMUSG00000028864	Hgf	1.0	0.0356459098544431	0.4	0.643994999501843	4.5	1.74374926998626E-18
ENSMUSG00000028865	Cd164l2	0.8	0.329373252826716	1.2	0.165028410564597	1.2	0.409411046454088
ENSMUSG00000028868	Wasf2	-0.1	0.844103356883641	-0.3	0.209947270300394	-0.1	0.88796363864537
ENSMUSG00000028869	Gnl2	0.1	0.688393693235794			0.8	0.00590504591814245
ENSMUSG00000028871	Rspo1	0.8	0.2838624993844	1.4	0.056553058764508	3.3	1.10934859109262E-6
ENSMUSG00000028873	Cdca8	1.6	3.99265404289242E-8	1.6	1.62958857632463E-6	0.7	0.332370856217274
ENSMUSG00000028874	Fgr	2.1	8.76294000792038E-7	2.2	2.53936845955805E-6	5.3	1.80513720480799E-23
ENSMUSG00000028878	Fam76a	-0.4	0.113587457111813	-0.6	0.0251446389054653	-0.1	0.858836851076403
ENSMUSG00000028879	Stx12	-0.3	0.174176851681721	-0.5	0.0533070967723836	-0.3	0.441263713725917
ENSMUSG00000028882	Ppp1r8	0.2	0.467232386449094	0.1	0.719781584036833	0.1	0.895534713414303
ENSMUSG00000028883	Sema3a	-0.7	0.171281777985857	-0.8	0.0666238889755647	1.8	2.42779463007453E-4
ENSMUSG00000028884	Rpa2	1.1	5.97598622173604E-4	0.9	0.0192131168805261	1.1	0.00117875243239845
ENSMUSG00000028885	Smpdl3b	2.9	6.79383798903535E-17	2.4	9.10491557610895E-11		
ENSMUSG00000028886	Eya3	-0.1	0.713176209986967	-0.2	0.620027277867686	-0.2	0.543668976158303
ENSMUSG00000028889	Yrdc	0.4	0.162029286308301	0.4	0.319157926815222	0.6	0.074191188127834
ENSMUSG00000028890	Mtf1	0.5	0.0850503007600771	-0.1	0.758857757953482		
ENSMUSG00000028893	Sesn2	0.3	0.435119774594836	0.6	0.143564777360154	0.9	0.0283761470012264
ENSMUSG00000028894	Inpp5b			-0.2	0.650977023095374	0.2	0.745646541188091
ENSMUSG00000028896	Rcc1	1.0	9.5445360582889E-7	0.6	0.0412299252060606	-0.1	0.787213065439558
ENSMUSG00000028898	Trnau1ap	0.3	0.397688209152515	0.7	0.0540871691930812	0.5	0.182079393851481
ENSMUSG00000028899	Taf12	0.1	0.761324735471016	0.1	0.755609539910595	-0.4	0.346693929517341
ENSMUSG00000028901	Gmeb1	-0.1	0.769615180065424	-0.3	0.460354040520005	-0.2	0.570029683519413
ENSMUSG00000028902	Sf3a3	0.5	0.0703629852621508	0.3	0.364863046039136	0.4	0.257685589554563
ENSMUSG00000028906	Epb41	0.2	0.381714911228638	0.1	0.704176250417053		
ENSMUSG00000028907	Utp11	0.2	0.696319673056636	0.4	0.173782644071342	-0.5	0.206372148332169
ENSMUSG00000028909	Ptpru	-0.1	0.80246055267821	-0.2	0.693254714406053	1.2	0.0356934287691795
ENSMUSG00000028910	Mecr	0.6	0.00397260166096324	1.0	0.00123049650434365	-1.6	2.64792726871332E-9
ENSMUSG00000028911	Srsf4	0.2	0.554382514514622	-0.2	0.576820324896074	-0.1	0.816439681517554
ENSMUSG00000028914	Casp9	-0.3	0.275325884304088	-0.3	0.42063947821416	-0.9	0.00231525143699104
ENSMUSG00000028917	Plekhm2	-0.2	0.419590563331491	-0.5	0.134636210577419	0.6	0.309663509007591
ENSMUSG00000028919	Arhgef19			0.2	0.686468243034605	-1.3	0.00500145083889853
ENSMUSG00000028920	Fbxo42			-0.3	0.291748687405005	-0.4	0.217118157301219
ENSMUSG00000028923	Necap2	-0.4	0.132720861600287	-0.4	0.243345362742674	-1.0	0.00407769649606927
ENSMUSG00000028926	Cdk14	0.4	0.479360179846792			2.0	1.52539402859567E-7
ENSMUSG00000028927	Padi2	0.7	0.402438876410706	1.7	0.0125311357708162	2.7	4.46824209815452E-4
ENSMUSG00000028931	Kcnab2	0.2	0.758938120773027	1.2	0.0018780385400492	2.1	8.09684159965339E-8
ENSMUSG00000028932	Psmc2	0.5	0.00935915225634697	0.4	0.278965834151948	0.3	0.344293591243264
ENSMUSG00000028933	Xrcc2	0.4	0.546862518657574	-0.2	0.804373383484968	0.6	0.342212117750408
ENSMUSG00000028936	Rpl22	0.1	0.769027471926065	0.5	0.11775508331334		
ENSMUSG00000028937	Acot7	1.4	1.56659991759624E-10	1.3	2.09878169835179E-5	-0.4	0.42683539015629
ENSMUSG00000028940	Hes2	-0.4	0.324227333267631	-1.1	0.00228700261134921	-4.3	1.56015268459421E-16
ENSMUSG00000028943	Espn	-0.4	0.283168860849142	-0.3	0.487774916298597	-4.2	4.24957683393219E-27
ENSMUSG00000028944	Prkag2	-0.3	0.486209867360819	-0.3	0.322114342331589	-0.1	0.896696023451598
ENSMUSG00000028945	Rheb	-0.4	0.0845373206100229	-0.4	0.178479679071487		
ENSMUSG00000028948	Nol9	0.4	0.16893373031666	0.2	0.696675423563521	0.3	0.51109445313474
ENSMUSG00000028949	Smarcd3	-0.1	0.943225711051585	-0.6	0.175264220260426	0.2	0.696497726151608
ENSMUSG00000028950	Tas1r1					0.6	0.747851296610178
ENSMUSG00000028952	Zbtb48	0.3	0.565735272976244	0.5	0.260388925334809		
ENSMUSG00000028953	Abcf2	0.5	0.0483254854453264			0.8	0.00443868245991125
ENSMUSG00000028954	Nub1	-0.1	0.741386906823782	-0.2	0.421643908229057	-0.2	0.62270821214125
ENSMUSG00000028955	Vamp3	0.1	0.777104375519258	-0.3	0.366016864719962	-0.6	0.0833471993965387
ENSMUSG00000028957	Per3	-1.0	7.87269186602303E-4	-0.9	0.0303604785853299	-2.1	1.67659553127851E-4
ENSMUSG00000028958	Tmub1					-1.4	8.58887288206728E-5
ENSMUSG00000028959	Fastk	0.1	0.646936701792983			-0.9	2.72630729146101E-5
ENSMUSG00000028960	Ube4b	0.1	0.748011737037996	0.2	0.485763719477884	0.3	0.560625863456981
ENSMUSG00000028961	Pgd	0.8	1.21190488780115E-5	0.4	0.168516126935512	-0.2	0.626374586785831
ENSMUSG00000028962	Slc4a2	0.2	0.651335405157729	-0.1	0.83032158312544	-1.1	0.00506656460086686
ENSMUSG00000028964	Park7	0.6	0.00356349291400871	0.8	0.00511682000006791	0.1	0.71098881819102
ENSMUSG00000028965	Tnfrsf9	1.7	0.0120299463150557	1.9	0.0149786529311359	6.6	4.8764247208714E-14
ENSMUSG00000028967	Errfi1	-0.1	0.831153890219652	-1.0	2.16787851890447E-4	0.9	0.111833865997619
ENSMUSG00000028969	Cdk5			0.1	0.893507594396243	-0.5	0.166570757250003
ENSMUSG00000028970	Abcb1b	0.8	0.214086735383901	0.6	0.458163731001377	3.5	4.60677577828235E-13
ENSMUSG00000028972	Car6					0.4	0.843897103327439
ENSMUSG00000028973	Abcb8	0.6	0.0228948993096927	0.4	0.209755269805071	-1.1	0.00414643005081103
ENSMUSG00000028974	Dffa	0.6	0.0115623963949547	0.2	0.535371073443823	-0.5	0.135757189948124
ENSMUSG00000028975	Pex14	0.3	0.581611087718606			-0.8	0.330601430364932
ENSMUSG00000028976	Slc2a5	-2.0	1.41818785385294E-5	-0.6	0.268696098464665	-4.4	5.13085162089877E-7
ENSMUSG00000028977	Casz1	-0.1	0.857114071501739	-0.6	0.0234832022865478	-1.6	0.00135014577992643
ENSMUSG00000028978	Nos3	0.8	0.103755478971976	0.8	0.170581468119889	3.4	3.53313363763777E-11
ENSMUSG00000028980	H6pd	1.2	1.1875395294944E-7	1.0	6.15144640118218E-4	3.5	2.09636640177706E-17
ENSMUSG00000028982	Slc25a33	-0.2	0.680450353610311	-0.2	0.76264598878137	0.6	0.282194440272052
ENSMUSG00000028986	Klhl7	-0.3	0.374574218267729	-0.2	0.572313942351632	0.4	0.265005769698073
ENSMUSG00000028988	Ctnnbip1	0.1	0.699335861133952	0.1	0.83384392730013	-0.7	0.0643764844775411
ENSMUSG00000028989	Angptl7	-0.6	0.202140500056152				
ENSMUSG00000028990	Lzic	-0.1	0.831912654159009	-0.1	0.784660620169967	-0.6	0.191164018196122
ENSMUSG00000028991	Mtor	-0.1	0.886195964233251	-0.3	0.253712406608896	-0.1	0.902167859748796
ENSMUSG00000028992	Nmnat1	-0.4	0.332137935748688	-0.1	0.86790909444945	-0.5	0.257079341627985
ENSMUSG00000028995	Fam126a	-0.5	0.0646464842374731	-0.7	0.0542625151022993	-0.7	0.173331223524929
ENSMUSG00000028996	Rbp7	1.1	0.126086044503988	1.5	0.0529558631459083	1.1	0.531647652438389
ENSMUSG00000028998	Tomm7			0.4	0.276036671705602	-0.4	0.531522119093276
ENSMUSG00000028999	Rint1	0.1	0.901615353234841	0.2	0.723523770177787	-0.1	0.791878896333748
ENSMUSG00000029001	Fbxo44					0.4	0.481992795672127
ENSMUSG00000029003	Mad2l2	0.5	0.137868366483833			0.3	0.53411199881481
ENSMUSG00000029004	Kmt2e	-0.6	0.0326406621089706	-0.7	0.0594275339577418	-0.3	0.234312766767649
ENSMUSG00000029005	Draxin	0.7	0.419841563024054	0.6	0.509953555413818	2.7	0.0457406286463187
ENSMUSG00000029007	Agtrap	0.8	4.78202476417333E-4	0.6	0.0100149860775867	1.3	0.00168780873137391
ENSMUSG00000029009	Mthfr	0.6	0.0735096664775165	0.3	0.578597917032217	1.0	0.00258338571528485
ENSMUSG00000029012	Orc5	0.4	0.321240085093037	0.4	0.287673219179311	0.1	0.866713683717922
ENSMUSG00000029014	Dnajc2	0.3	0.346120218376932	0.1	0.707411566440778	0.2	0.596764130539143
ENSMUSG00000029016	Clcn6	-0.4	0.425469697424876	-0.4	0.291183293502469	1.2	9.87883935413864E-4
ENSMUSG00000029017	Pmpcb	0.2	0.478465244581268	0.3	0.300877234364818	-0.5	0.344871968017484
ENSMUSG00000029019	Nppb					2.8	0.0942366051032761
ENSMUSG00000029020	Mfn2	0.2	0.516201430793329	-0.2	0.381255158219727	-0.6	0.087054263736889
ENSMUSG00000029022	Miip	0.3	0.403217503092429	0.5	0.158804118578326		
ENSMUSG00000029026	Trp73	0.4	0.622739428143263	-0.3	0.732461643279919	0.4	0.814424491919146
ENSMUSG00000029027	Dffb	0.2	0.682133204094146	0.2	0.634699327340908		
ENSMUSG00000029028	Lrrc47	0.2	0.402501808254333	-0.3	0.328979580140556	-0.1	0.907559505771888
ENSMUSG00000029029	Wrap73	0.3	0.448486821603307			-0.3	0.569760725464446
ENSMUSG00000029030	Tprgl	-0.8	1.13433747079799E-5	-0.6	0.00973015270263528	-0.8	0.00853541982082485
ENSMUSG00000029032	Arhgef16	-0.1	0.842245700665345	-0.5	0.116212558764743	-1.6	0.0507070810940041
ENSMUSG00000029033	Acap3			-0.4	0.251957785143322	-0.2	0.693318168122755
ENSMUSG00000029034	Ints11	0.3	0.323363734153989			-0.4	0.332420612652043
ENSMUSG00000029036	Atad3a	0.7	5.97598622173604E-4	0.7	0.0785745914897775	0.2	0.545513435328068
ENSMUSG00000029038	Ssu72	-0.2	0.480852716565327	-0.5	0.0390468225748982	-0.5	0.141743245760093
ENSMUSG00000029047	Pex10	0.1	0.828803996739573	0.3	0.562488390627416	-0.9	0.127051937578883
ENSMUSG00000029048	Rer1	0.1	0.727053098526603			-0.6	0.128613920257287
ENSMUSG00000029049	Morn1	-0.4	0.486253868160568	-0.3	0.725217488411798	-0.2	0.814391325799879
ENSMUSG00000029050	Ski			-0.8	0.0276874050417931	-0.1	0.903619961131054
ENSMUSG00000029053	Prkcz	-0.7	0.015402902718957	-0.4	0.131608651167222	-2.5	1.3220821844615E-10
ENSMUSG00000029054	Gabrd	-1.8	0.0066851625498927	-0.8	0.311885687305345	-1.7	0.0586111046293404
ENSMUSG00000029055	Plch2	1.1	1.34265701922489E-6	1.0	3.8723939168055E-4	-1.1	0.173777505800751
ENSMUSG00000029056	Pank4	-0.2	0.63869544230328	-0.2	0.525154343053732	0.2	0.723963042482611
ENSMUSG00000029059	Prxl2b	-0.4	0.223510942663678	-0.1	0.86520045557666	-1.0	0.0040407202826653
ENSMUSG00000029060	Mib2	0.1	0.83802504852419	0.1	0.886109443724484	-0.3	0.484895490593584
ENSMUSG00000029061	Mmp23	0.8	0.108317874918583	0.9	0.0801807660889231	1.6	0.0100987561518998
ENSMUSG00000029062	Cdk11b	-0.1	0.716647173570444	-0.3	0.191882448182998		
ENSMUSG00000029063	Nadk	0.3	0.253939572133689			-0.3	0.573052654125244
ENSMUSG00000029064	Gnb1	0.1	0.678775817961204	-0.1	0.711882152202906	-0.2	0.621756323859178
ENSMUSG00000029066	Mrpl20	0.4	0.194421250099138	0.2	0.57027650665459		
ENSMUSG00000029068	Ccnl2	-0.6	0.00423850424335314	-0.5	0.0581797439780702	-0.2	0.537033574595157
ENSMUSG00000029070	Mxra8	-0.1	0.909368122141683	0.3	0.295042841714093	2.6	7.99296767751417E-15
ENSMUSG00000029071	Dvl1	0.3	0.465476850335313	-0.2	0.754641263241934	-0.1	0.922236547769796
ENSMUSG00000029072	Tas1r3	-0.3	0.74296957585377	-0.7	0.286669271819432	-1.6	0.0224520952902417
ENSMUSG00000029073	Cptp	0.4	0.139281954041736	0.1	0.71941379391509	-0.8	0.048591921250033
ENSMUSG00000029074	Ttll10	-1.2	7.40120561579175E-4	-0.2	0.579594652563545	-3.1	0.00116436930874738
ENSMUSG00000029075	Tnfrsf4	0.9	0.231074457762022	1.2	0.0861667480080949	2.3	4.26614407274387E-4
ENSMUSG00000029076	Sdf4					-0.1	0.670429690937617
ENSMUSG00000029082	Bst1	0.6	0.429279761330155	1.1	0.101168540687205	5.3	2.88095939764161E-11
ENSMUSG00000029084	Cd38	0.8	1.44277190782373E-4	0.8	5.43638741068335E-4	0.8	0.171951431809399
ENSMUSG00000029086	Prom1	-1.0	0.00928513025948281	-1.0	9.19763799570968E-5	-0.3	0.805814296237532
ENSMUSG00000029088	Kcnip4	-0.6	0.40552354765073	0.5	0.450184881376396	2.1	6.96279913426669E-4
ENSMUSG00000029089	5730480H06Rik	-0.1	0.798941768359122	-0.4	0.458036206627241	-0.1	0.818955108099595
