Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'dextran sodium sulphate induced colitis' at '2 day' vs 'normal' at '0 day'.tStat	condition2.foldChange	condition2.pValue	'dextran sodium sulphate induced colitis' at '7 day' vs 'normal' at '0 day'.tStat
ENSMUSG00000025917	Cops5	1460171_at	-0.3	0.183803372429123	-2.51859591792709			
ENSMUSG00000025921	Rdh10	1426968_a_at	0.1	0.800694348452809	0.657001516930274	0.9	0.00547406176958316	5.62730419595678
ENSMUSG00000025929	Il17a	1421672_at				0.2	0.239708988231328	1.76911340800785
ENSMUSG00000025930	Msc	1418417_at	0.2	0.497521620974925	1.47731605309847	0.6	0.122411979231723	2.42324055604764
ENSMUSG00000025931	Paqr8	1435246_at				0.4	0.00631650600284332	5.43573860798471
ENSMUSG00000025933	Tmem14a	1428447_at	0.2	0.366873755204925	1.82164452300061	-0.2	0.385390877593368	-1.28966123795278
ENSMUSG00000025934	Gsta3	1423436_at	-0.7	0.130539674424068	-2.79523766181215	-1.1	0.0802822589055193	-2.81223078287707
ENSMUSG00000025937	Lactb2	1425140_at				-0.7	0.0395828287000804	-3.47099467538618
ENSMUSG00000025940	Tmem70	1424541_at				-0.4	0.0501447667544873	-3.2387846454448
ENSMUSG00000025949	Pikfyve	1452994_at				0.3	0.0952399134299354	2.65517955590063
ENSMUSG00000025950	Idh1	1422433_s_at				0.4	0.204770789066984	1.91804740252244
ENSMUSG00000025958	Creb1	1452901_at	-0.2	0.541461132937079	-1.35979233051324			
ENSMUSG00000025959	Klf7	1419354_at	0.1	0.835430346291012	0.563728546499087	0.4	0.164909925547012	2.13762698239074
ENSMUSG00000025962	Fastkd2	1426741_a_at	-0.3	0.24129261301728	-2.2510161411279	-0.4	0.304866016107609	-1.52019908998612
ENSMUSG00000025964	Adam23	1447946_at	0.4	0.0433830217373568	3.62388783450168	0.6	0.168253627084129	2.11704426588837
ENSMUSG00000025968	Ndufs1	1425143_a_at				-0.3	0.205242548042023	-1.91573284927563
ENSMUSG00000025969	Nrp2	1456778_at	-0.1	0.833369795025969	-0.569326953415158	-0.3	0.346342806855227	-1.39808992523081
ENSMUSG00000025978	Rftn2	1452946_a_at				-0.3	0.0909972553337601	-2.70211256044536
ENSMUSG00000025979	Mob4	1423168_at				-0.4	0.0132959222416394	-4.56424974626675
ENSMUSG00000025981	Coq10b	1460510_a_at	-0.1	0.805158672882455	-0.643031847154351			
ENSMUSG00000025986	Slc39a10	1433751_at				0.2	0.584134384834316	0.838611593767984
ENSMUSG00000025991	Cps1	1455540_at	-0.9	0.357333821128877	-1.84564944372954	-1.1	0.148555711544978	-2.24296235461606
ENSMUSG00000025993	Slc40a1	1417061_at	0.3	0.711465217913073	0.921219896541235	0.6	0.249210057510328	1.72852308569033
ENSMUSG00000025995	Wdr75	1451649_a_at	-0.3	0.409461178780349	-1.70215752382198			
ENSMUSG00000025997	Ikzf2	1437542_at	0.1	0.941124494142606	0.241452855434855	0.8	0.1680351867745	2.11893394711646
ENSMUSG00000026003	Acadl	1448987_at	-0.2	0.67782000755363	-1.01603909853209	0.1	0.445726554520557	1.13460007390472
ENSMUSG00000026004	Kansl1l	1436214_at	0.3	0.102747297481224	2.97612364424883			
ENSMUSG00000026005	Rpe	1416706_at				-0.3	0.42136862415355	-1.19734764950783
ENSMUSG00000026009	Icos	1421930_at				0.5	0.102816199126184	2.58716543306356
ENSMUSG00000026011	Ctla4	1419334_at				0.7	0.21130140332553	1.88668611580533
ENSMUSG00000026014	Raph1	1434303_at				0.3	0.0389516745872954	3.48399350021259
ENSMUSG00000026017	Carf	1460588_at	-0.1	0.751962457547504	-0.797144574597442	-0.2	0.275879523237486	-1.62058330210155
ENSMUSG00000026019	Wdr12	1417270_at				0.1	0.751899762786069	0.500665306450322
ENSMUSG00000026027	Stradb	1433544_at	0.2	0.539941515490902	1.36537658800744	-0.3	0.316823749816167	-1.48337253088651
ENSMUSG00000026028	Trak2	1435016_at	0.2	0.679067435463378	1.00967000680421			
ENSMUSG00000026029	Casp8	1424552_at	-0.1	0.821098000274472	-0.603420911702634	0.1	0.674356411132525	0.649718699147357
ENSMUSG00000026031	Cflar	1424996_at				0.5	0.0171443510175048	4.28928429104871
ENSMUSG00000026032	Ndufb3	1416547_at				-0.3	0.0977746510285831	-2.63310556091911
ENSMUSG00000026034	Clk1	1426124_a_at	0.1	0.749972296331044	0.803716220855358	-0.2	0.445264901034827	-1.13618947487861
ENSMUSG00000026039	Sgo2a	1437370_at	-0.6	0.01746298353331	-4.41326302247653	-0.1	0.851549636237451	-0.310325378974461
ENSMUSG00000026042	Col5a2	1422437_at	0.6	0.137116788556357	2.76208671064092	1.0	0.142053369109621	2.2915441432648
ENSMUSG00000026043	Col3a1	1427883_a_at	0.5	0.205297128640535	2.42678081801777	0.8	0.0417082868699413	3.4314321518708
ENSMUSG00000026049	Tex30	1428593_at	-0.2	0.662104982305832	-1.06015834547062	-0.2	0.547893334433375	-0.911500491297385
ENSMUSG00000026062	Slc9a2	1437259_at	-0.1	0.764749089376669	-0.76090961157661	-0.7	0.267071294625387	-1.65538286902132
ENSMUSG00000026068	Il18rap	1456545_at				0.6	0.211258624173569	1.88766071209991
ENSMUSG00000026070	Il18r1	1421628_at				0.1	0.56180397294108	0.881405972243477
ENSMUSG00000026072	Il1r1	1448950_at				1.4	0.0317975572881088	3.69204839469391
ENSMUSG00000026073	Il1r2	1419532_at				2.3	0.0352479258790333	3.58842660742155
ENSMUSG00000026074	Map4k4	1434184_s_at	0.2	0.378167132064685	1.79261937405753	0.5	0.278914595516219	1.6108963885527
ENSMUSG00000026077	Npas2	1421037_at	0.2	0.66736221496833	1.04038445273262			
ENSMUSG00000026082	Rev1	1422624_at	-0.1	0.771551742487631	-0.746148071653188			
ENSMUSG00000026087	Mrpl30	1423857_at	-0.1	0.838307822191958	-0.555735742172532	-0.4	0.0487678108510888	-3.27732852994784
ENSMUSG00000026088	Mitd1	1426133_a_at	-0.2	0.688554324306081	-0.980810750947214	-0.8	0.0436769289271989	-3.387884910547
ENSMUSG00000026090	Cracdl	1452861_at	0.1	0.760052018432031	0.77417524054726	-0.7	0.183264598368477	-2.03428475328966
ENSMUSG00000026094	Stk17b	1423452_at	-0.4	0.266491931077918	-2.14559765079963	-0.5	0.129744033451887	-2.36608215285811
ENSMUSG00000026096	Osgepl1	1435127_a_at	-0.2	0.221892869716198	-2.3374493643946	-0.2	0.161398332163666	-2.16177397162294
ENSMUSG00000026097	Ormdl1	1451219_at	-0.2	0.394084253737743	-1.75093192167307	-0.6	0.0426192593562846	-3.41113337778153
ENSMUSG00000026102	Inpp1	1442073_at	0.1	0.894560396786582	0.387382822990694	-0.2	0.510053697170102	-0.989385971241302
ENSMUSG00000026103	Gls	1436299_at				-0.1	0.461676674668648	-1.1005744681601
ENSMUSG00000026104	Stat1	1450034_at	-0.2	0.839280882270685	-0.553700585918228			
ENSMUSG00000026107	Nabp1	1452203_at				0.4	0.400955483386783	1.24638782747002
ENSMUSG00000026110	Mgat4a	1435641_at	0.4	0.239860200370133	2.25582987034256	0.3	0.232071699116704	1.80212177591259
ENSMUSG00000026112	Coa5	1426355_a_at				-0.1	0.757806806161147	-0.488347287211389
ENSMUSG00000026116	Tmem131	1448396_at	0.3	0.17071754830301	2.57754391006618			
ENSMUSG00000026121	Sema4c	1433920_at				0.9	0.0586843140741936	3.10017430965094
ENSMUSG00000026123	Plekhb2	1460341_at				-0.3	0.404127642612624	-1.23833277038131
ENSMUSG00000026126	Ptpn18	1419125_at				0.1	0.789047211644712	0.4303796708098
ENSMUSG00000026131	Dst	1423626_at	0.3	0.243817826468289	2.23783586334083	0.2	0.239979775148971	1.76798978458031
ENSMUSG00000026135	Zfp142	1459048_s_at	-0.1	0.804114305234909	-0.645860685865071	0.1	0.404625565238438	1.23688378588528
ENSMUSG00000026149	Tm4sf20	1419388_at	-0.1	0.584083327823637	-1.26523370148427	-0.4	0.554737348995549	-0.895459630851237
ENSMUSG00000026150	Mff	1456736_x_at				-0.4	0.00565314009358691	-5.54992961274042
ENSMUSG00000026153	Fam135a	1453122_at				-0.2	0.392275412720399	-1.2738829873205
ENSMUSG00000026154	Sdhaf4	1418327_at				-0.6	0.00469186222033947	-5.79144776005574
ENSMUSG00000026158	Ogfrl1	1424412_at				0.3	0.321574512998686	1.46914703666164
ENSMUSG00000026159	Agfg1	1426923_at	-0.1	0.713141630198504	-0.914531448981869	0.1	0.683367491820401	0.632256594755206
ENSMUSG00000026163	Sphkap	1454926_at				0.3	0.294885607763923	1.55563031984503
ENSMUSG00000026166	Ccl20	1422029_at				-0.2	0.392275412720399	-1.2740319929902
ENSMUSG00000026170	Cyp27a1	1417590_at	0.2	0.776766051158895	0.721880191072212	0.2	0.706297084441825	0.589696211213763
ENSMUSG00000026171	Rnf25	1448674_at	-0.2	0.26360757860604	-2.15467121748501			
ENSMUSG00000026172	Bcs1l	1451541_at				-0.3	0.319100874951312	-1.47608635499523
ENSMUSG00000026175	Vil1	1448837_at	0.1	0.86372346901888	0.487164348634953	-0.3	0.674356411132525	-0.649955580094196
ENSMUSG00000026176	Ctdsp1	1452055_at				0.2	0.263685173360526	1.67034197645627
ENSMUSG00000026177	Slc11a1	1420361_at	0.4	0.0095507426333473	4.98475326349598	1.1	0.0081354226853742	5.06385904367291
ENSMUSG00000026181	Ppm1f	1454934_at				0.3	0.111863709012674	2.51237421479987
ENSMUSG00000026185	Igfbp5	1452114_s_at	0.8	0.0223236136892871	4.17438340201662	3.2	0.00266786137216661	6.40206008537931
ENSMUSG00000026187	Xrcc5	1451968_at	-0.1	0.736782013182657	-0.847945668587608	-0.3	0.155201867580359	-2.19985246817437
ENSMUSG00000026189	Pecr	1448910_at	-0.2	0.383096036951463	-1.77855623805864	-0.3	0.125966692132905	-2.39229706941031
ENSMUSG00000026192	Atic	1428506_at	-0.2	0.487519559193557	-1.50763508209429	0.1	0.711299566604344	0.577591035970025
ENSMUSG00000026193	Fn1	1426642_at	0.4	0.311375720025326	1.97868666142385	0.9	0.123320405728703	2.41188594920603
ENSMUSG00000026201	Stk16	1426160_a_at				-0.2	0.434338173509479	-1.16364746064586
ENSMUSG00000026202	Tuba4a	1417373_a_at	-0.1	0.893584714232807	-0.392355301623815	-0.1	0.838209382773088	-0.335398725439362
ENSMUSG00000026203	Dnajb2	1448657_a_at	0.1	0.846998471769725	0.532250916942567	-0.2	0.471070196083192	-1.07796858075803
ENSMUSG00000026205	Slc23a3	1460042_at	0.5	0.135811409039478	2.77007787193889	0.1	0.680657933799991	0.63719282404409
ENSMUSG00000026207	Speg	1448664_a_at	0.5	0.210741129037659	2.39873095568531	-0.3	0.462235398860713	-1.09878118531854
ENSMUSG00000026208	Des	1426731_at	0.2	0.688554324306081	0.981802983469741	-0.5	0.194848100603258	-1.96928329967899
ENSMUSG00000026222	Sp100	1451821_a_at	-0.5	0.507712981583435	-1.45001125034074	-0.3	0.149229816264721	-2.23874029618085
ENSMUSG00000026223	Itm2c	1415961_at				0.3	0.328858891486503	1.44739789575798
ENSMUSG00000026227	2810459M11Rik	1452354_at				-0.3	0.464710139965639	-1.09228102371244
ENSMUSG00000026228	Htr2b	1422125_at	0.2	0.341796084073883	1.88901039751003	0.3	0.475201177125076	1.06938701227668
ENSMUSG00000026241	Nppc	1422790_at				0.4	0.275683605646542	1.62158992452491
ENSMUSG00000026248	Mrpl44	1452144_a_at				-0.3	0.170111711236928	-2.10540255896468
ENSMUSG00000026249	Serpine2	1416666_at	0.3	0.450078985911839	1.59366630776816	2.2	0.03183634072506	3.68824495458387
ENSMUSG00000026255	Efhd1	1448507_at				-0.1	0.606259782892358	-0.792755497489318
ENSMUSG00000026259	Ngef	1448978_at	-0.1	0.782454917588923	-0.699150209343853	-0.4	0.282607710255009	-1.59795244055568
ENSMUSG00000026260	Ndufa10	1448934_at				-0.1	0.539942377868159	-0.927899178126084
ENSMUSG00000026271	Gpr35	1449976_a_at	0.2	0.404238896018058	1.72040579108865	0.3	0.249493259069022	1.72690993029805
ENSMUSG00000026273	Mterf4	1424430_at				-0.2	0.10177201383023	-2.59696486048691
ENSMUSG00000026277	Stk25	1416770_at	0.1	0.881752175438955	0.428536591476015	0.5	0.120752359900552	2.43846255024997
ENSMUSG00000026279	Thap4	1424052_at				-0.6	0.0996266133364618	-2.61620922477147
ENSMUSG00000026281	Dtymk	1438096_a_at	-0.5	0.0412926666746164	-3.66825622337794	-0.5	0.0428193569715598	-3.40748491132141
ENSMUSG00000026285	Pdcd1	1449835_at				0.3	0.131082550114526	2.35800890870577
ENSMUSG00000026288	Inpp5d	1418110_a_at				0.4	0.0813901685641898	2.79973168993088
ENSMUSG00000026303	Mlph	1449896_at	0.2	0.630091628164583	1.14027678235199	-0.7	0.292788123779476	-1.56247973171307
ENSMUSG00000026304	Rab17	1422178_a_at				-0.1	0.907885391645428	-0.193462516345307
ENSMUSG00000026305	Lrrfip1	1433842_at	0.1	0.630091628164583	1.14189914842782	0.1	0.723315470462792	0.555296280558175
ENSMUSG00000026308	Klhl30	1452707_at	0.1	0.735468569211121	0.853412168677129	-0.3	0.219149685657295	-1.85024385839622
ENSMUSG00000026313	Hdac4	1454693_at				0.3	0.253667603923689	1.7116174347853
ENSMUSG00000026321	Tnfrsf11a	1419214_at	0.2	0.723187203738212	0.888147893841521	0.1	0.807168048122903	0.39928388253694
ENSMUSG00000026322	Htr4	1443365_at	-0.2	0.884315317735817	-0.422714737638449	-1.8	0.01958992282747	-4.13343625566528
ENSMUSG00000026333	Gin1	1429728_at	-0.1	0.889126548215646	-0.405068057897621	-0.2	0.380339882958127	-1.30341329006376
ENSMUSG00000026335	Pam	1418908_at	0.1	0.651967123478788	1.08715937214297			
ENSMUSG00000026339	Ccdc93	1434953_at	0.2	0.403445300742346	1.72845044937409	-0.1	0.711593848136406	-0.576908619810128
ENSMUSG00000026342	Slc35f5	1452059_at				-0.2	0.64697759714065	-0.705594153404576
ENSMUSG00000026343	Gpr39	1432260_at	0.1	0.79229391891352	0.679060549839196	0.2	0.314246981466158	1.49116833768175
ENSMUSG00000026349	Ccnt2	1453399_at	0.2	0.334388886432287	1.90784299890221	0.1	0.583740648789311	0.83949899435885
ENSMUSG00000026353	Ubxn4	1426485_at	-0.1	0.905388072842373	-0.351459034944683	0.3	0.365619415126135	1.34356736476434
ENSMUSG00000026355	Mcm6	1416251_at	-1.3	0.0114479234093637	-4.80015861139276	-0.8	0.215820985968454	-1.8644249224066
ENSMUSG00000026356	Dars	1423800_at				-0.1	0.443597697492336	-1.14063495295034
ENSMUSG00000026358	Rgs1	1417601_at	0.3	0.609277867958499	1.19299940996774	-0.1	0.84611510508255	-0.320946341492954
ENSMUSG00000026360	Rgs2	1419247_at	0.3	0.634749886753375	1.12664160221392	0.7	0.164456555349053	2.14117315414839
ENSMUSG00000026361	Cdc73	1427971_at	-0.1	0.839668224507721	-0.551572309234433	-0.4	0.0946357319933146	-2.66342790384005
ENSMUSG00000026365	Cfh	1450876_at	0.2	0.600572245367302	1.22126748591351	0.8	0.141578396300766	2.2949022893244
ENSMUSG00000026377	Nifk	1424001_at				-0.2	0.257344658775624	-1.69528416053341
ENSMUSG00000026380	Tfcp2l1	1418091_at	0.2	0.674944720888899	1.02138979595349	-0.6	0.271909298621726	-1.63539276810559
ENSMUSG00000026383	Epb41l5	1425199_a_at				-0.4	0.12380688016866	-2.40690061945471
ENSMUSG00000026384	Ptpn4	1434671_at				-0.1	0.508258324485909	-0.994773857588772
ENSMUSG00000026388	3110009E18Rik	1428023_at	-0.1	0.743241379172886	-0.825653560461594	-0.4	0.178519147357001	-2.06070099215386
ENSMUSG00000026390	Marco	1458297_s_at	-0.1	0.675150917260168	-1.01978320596127	0.5	0.451996875930046	1.12078394098481
ENSMUSG00000026393	Nek7	1448474_at				0.5	0.12810978593806	2.37891257517105
ENSMUSG00000026395	Ptprc	1422124_a_at	-0.1	0.821098000274472	-0.602082005336149	0.7	0.108514470308095	2.53533103757898
ENSMUSG00000026398	Nr5a2	1420410_at	0.1	0.83314459718433	0.574848963621343	-0.4	0.556447501433336	-0.891800265792609
ENSMUSG00000026399	Cd55	1460242_at				0.3	0.508729482758237	0.992804442913442
ENSMUSG00000026405	C4bp	1418037_at	0.3	0.541461132937079	1.35977166146271	-0.7	0.186218160499642	-2.0185037284858
ENSMUSG00000026411	Tmem9	1419557_a_at				-0.3	0.0466485516407152	-3.31969050570919
ENSMUSG00000026413	Pkp1	1449586_at				-0.3	0.332192427062849	-1.43815968432658
ENSMUSG00000026417	Pigr	1455490_at	0.2	0.552133749910194	1.33845463020773	-0.6	0.43416725467693	-1.16407711218833
ENSMUSG00000026418	Tnni1	1450813_a_at				-0.5	0.413839288999301	-1.21470271883823
ENSMUSG00000026421	Csrp1	1425811_a_at	0.2	0.733039392673026	0.858601096332959	-0.1	0.893776040736081	-0.222099899863768
ENSMUSG00000026425	Srgap2	1434406_at				0.3	0.102621535759289	2.5892313766661
ENSMUSG00000026426	Arl8a	1424640_at				0.3	0.0685408067994933	2.95584687317109
ENSMUSG00000026427	Eif2d	1436724_a_at	-0.2	0.320153855855078	-1.95459650480147	-0.3	0.250686833470954	-1.72263706873627
ENSMUSG00000026429	Ube2t	1422462_at	-0.8	0.0071959461295735	-5.28567917857886	-0.7	0.160943469979458	-2.16454460318025
ENSMUSG00000026430	Rassf5	1422638_s_at	-0.1	0.792124519240565	-0.679589717699823	0.6	0.198080789575802	1.94876325593714
ENSMUSG00000026433	Rab29	1451362_at				-0.1	0.484977235492765	-1.04712458442904
ENSMUSG00000026434	Nucks1	1433519_at	-0.4	0.0056153458686577	-5.58989924108873			
ENSMUSG00000026435	Slc45a3	1426664_x_at	0.5	0.0992887590244914	3.0016672320478	0.6	0.0734851141984692	2.89474253007705
ENSMUSG00000026436	Elk4	1427162_a_at				0.5	0.123335923026617	2.41084091403712
ENSMUSG00000026437	Cdk18	1449151_at				0.2	0.515654271314082	0.977923654095214
ENSMUSG00000026443	Lrrn2	1433469_at				0.3	0.11537869514199	2.48260040292908
ENSMUSG00000026469	Xpr1	1426992_at	0.3	0.193586114985846	2.4742681000945			
ENSMUSG00000026470	Stx6	1460004_x_at				0.5	0.0188845909148415	4.17951045429208
ENSMUSG00000026471	Mr1	1421898_a_at				0.1	0.587599753239166	0.831105863200814
ENSMUSG00000026473	Glul	1426236_a_at	0.3	0.503851484521195	1.46163721017753	-0.2	0.60605608721091	-0.793784909344241
ENSMUSG00000026475	Rgs16	1455265_a_at				0.5	0.0861376856042417	2.75196661678417
ENSMUSG00000026478	Lamc1	1423885_at	0.5	0.0719589591788908	3.24587856348839	0.9	0.114591656688151	2.48878969299714
ENSMUSG00000026479	Lamc2	1421279_at	0.1	0.86124400162212	0.49610849426258	0.2	0.382729405534694	1.29645300141199
ENSMUSG00000026482	Rgl1	1449124_at	0.3	0.152885123663943	2.66992449034399	0.6	0.0712255997859923	2.92432083944408
ENSMUSG00000026483	Niban1	1454942_at				0.2	0.631625805306887	0.736540079351045
ENSMUSG00000026484	Rnf2	1424873_at				-0.2	0.332685383749334	-1.43669596472132
ENSMUSG00000026489	Coq8a	1417066_at	-0.1	0.751329591776413	-0.798273861557651	-0.6	0.0265469203134592	-3.86461652342557
ENSMUSG00000026494	Kif26b	1440990_at				0.5	0.00952069438244002	4.88785448007627
ENSMUSG00000026496	Parp1	1422502_at				-0.2	0.186654193303176	-2.01444907427431
ENSMUSG00000026499	Acbd3	1428668_at				-0.2	0.372089838760252	-1.32610882151636
ENSMUSG00000026509	Capn2	1416257_at	0.4	0.227234504711457	2.31671368208418	0.5	0.144354869304016	2.27471435857526
ENSMUSG00000026516	Nvl	1453018_at				-0.1	0.711593848136406	-0.576595933013025
ENSMUSG00000026519	Tmem63a	1423871_at				-0.3	0.133409171020966	-2.34394201861366
ENSMUSG00000026520	Pycr2	1448315_a_at				0.1	0.660148514876453	0.679386010038432
ENSMUSG00000026526	Fh1	1424828_a_at				-0.4	0.197596728270346	-1.95316684867778
ENSMUSG00000026531	Mptx1	1417735_at	0.6	0.893869533147443	0.391198537565702	-5.4	0.0540603722801238	-3.17532453974712
ENSMUSG00000026532	Spta1	1421277_at				-0.8	0.12857397245463	-2.37678221438214
ENSMUSG00000026547	Tagln2	1426529_a_at	0.1	0.888371223534661	0.408469528739149	-0.3	0.184968211658432	-2.0252629760483
ENSMUSG00000026554	Dcaf8	1434134_at				0.2	0.161736189113166	2.15921827152704
ENSMUSG00000026558	Uck2	1439740_s_at	-0.3	0.22735706984479	-2.31584776368129	0.2	0.372673106235617	1.32398246001878
ENSMUSG00000026566	Mpzl1	1428167_a_at				0.1	0.805807579620821	0.401926224312934
ENSMUSG00000026568	Mpc2	1423833_a_at				-0.4	0.0837440246976914	-2.77907086317959
ENSMUSG00000026571	Dcaf6	1453312_at				-0.1	0.730689926837431	-0.541561290747263
ENSMUSG00000026573	Xcl1	1419412_at	0.1	0.821511050066055	0.599438381822126	-0.1	0.689592960279726	-0.621180483391622
ENSMUSG00000026574	Dpt	1418511_at	0.3	0.403445300742346	1.726411179625	-0.1	0.890907432131918	-0.229070782363797
ENSMUSG00000026576	Atp1b1	1439036_a_at	0.1	0.788028145440546	0.688545819657562	-0.5	0.37715811118568	-1.31078154443597
ENSMUSG00000026577	Blzf1	1418973_at				-0.3	0.180075085064901	-2.05331736475333
ENSMUSG00000026579	F5	1449269_at				0.3	0.195075008641967	1.96700605292168
ENSMUSG00000026580	Selp	1420558_at	0.4	0.115073949403373	2.89730157060397	2.7	0.0119708937408997	4.64132810304725
ENSMUSG00000026581	Sell	1419481_at	-0.2	0.434697640540624	-1.63564721102817	0.8	0.207007160586191	1.90697189897602
ENSMUSG00000026582	Sele	1421712_at				0.4	0.212053767845954	1.88228322943472
ENSMUSG00000026584	Scyl3	1452960_at	0.1	0.886195326844542	0.416175407429946	-0.2	0.397161798646401	-1.25750290158954
ENSMUSG00000026586	Prrx1	1425528_at				0.3	0.365976899600222	1.34167981332226
ENSMUSG00000026587	Astn1	1418615_at				0.1	0.763857516617464	0.475585436821249
ENSMUSG00000026589	Sec16b	1450734_at				-0.5	0.364730106895752	-1.3470685909154
ENSMUSG00000026594	Ralgps2	1428789_at				-0.4	0.305920109954571	-1.5171967380106
ENSMUSG00000026596	Abl2	1455495_at	0.1	0.761931732262533	0.769259524998351	0.2	0.344489896664852	1.40279307896027
ENSMUSG00000026600	Soat1	1417695_a_at	-0.3	0.151017822108419	-2.6815069014719			
ENSMUSG00000026605	Cenpf	1427161_at	-0.9	0.0087942146328749	-5.06945278707797	-0.4	0.453247452066889	-1.11763317777273
ENSMUSG00000026608	Kctd3	1455816_a_at	0.1	0.721435787947786	0.89538816523635	-0.2	0.315414847481825	-1.48706340382499
ENSMUSG00000026614	Slc30a10	1439934_at	-0.1	0.965064790562406	-0.152619563222733	-0.7	0.408441501960059	-1.22697172107308
ENSMUSG00000026616	Cr2	1425289_a_at	-0.3	0.63166759911934	-1.13517998897723	-0.5	0.230966402494546	-1.80605877609227
ENSMUSG00000026617	Bpnt1	1449211_at				-0.4	0.387162135148685	-1.28538873091398
ENSMUSG00000026620	Mark1	1419834_x_at				0.3	0.239688019754337	1.76948265086659
ENSMUSG00000026622	Nek2	1437580_s_at	-0.9	0.00420453687136119	-5.8984425148126	-0.1	0.933647691728773	-0.142376402003286
ENSMUSG00000026623	Lpgat1	1424349_a_at	0.1	0.860114377923028	0.501914538724508	0.7	0.0404688877066289	3.45105456402297
ENSMUSG00000026628	Atf3	1449363_at	-0.3	0.566295002168136	-1.30615460026331	-0.3	0.58387644496281	-0.839197206182791
ENSMUSG00000026630	Batf3	1453076_at				0.4	0.211343746535876	1.88507175479913
ENSMUSG00000026632	Tatdn3	1428769_at				-0.1	0.475409495160713	-1.06883072897973
ENSMUSG00000026638	Irf6	1418301_at				-0.8	0.24721117302694	-1.73800493596125
ENSMUSG00000026639	Lamb3	1417812_a_at	0.1	0.850795252782881	0.520123295074602	-0.1	0.768808853506416	-0.466950840418005
ENSMUSG00000026641	Usf1	1448805_at	0.1	0.856536193100957	0.509705156411847	0.2	0.296571746372444	1.54836271642202
ENSMUSG00000026648	Dclre1c	1458361_at				0.2	0.401230091568145	1.24550997281332
ENSMUSG00000026655	Fam107b	1416892_s_at				-0.5	0.15286660016086	-2.21632703177859
ENSMUSG00000026656	Fcgr2b	1435476_a_at				1.0	0.0115459547742759	4.67787123471853
ENSMUSG00000026657	Frmd4a	1434285_at	0.3	0.0621764007491917	3.34908102050937	0.2	0.335249510249925	1.42992080708496
ENSMUSG00000026664	Phyh	1460194_at	-0.1	0.86372346901888	-0.489156048414979	-0.2	0.185454570364532	-2.0227922433475
ENSMUSG00000026669	Mcm10	1433408_a_at	-0.5	0.0112226407425464	-4.81454316226681	-0.2	0.606259782892358	-0.792794857767608
ENSMUSG00000026670	Uap1	1416743_at	-0.3	0.210247127598487	-2.402873634552	-0.7	0.112791008918725	-2.50362136127023
ENSMUSG00000026672	Optn	1435679_at	-0.4	0.217723656988363	-2.36518918415359	-0.4	0.0748196923960657	-2.8773211706756
ENSMUSG00000026674	Ddr2	1455688_at	0.4	0.0962904564477439	3.02422890793581	0.8	0.162217846944394	2.15721521944872
ENSMUSG00000026675	Hsd17b7	1457248_x_at	0.2	0.758333580095763	0.779797246318709			
ENSMUSG00000026676	Ccdc3	1428549_at	0.1	0.719990108153661	0.898913758103023	-0.2	0.329557530360028	-1.44554102762918
ENSMUSG00000026678	Rgs5	1417466_at	0.1	0.774716051138658	0.731321329921417	0.4	0.312582958085014	1.49603436444567
ENSMUSG00000026679	Enkur	1428960_at	0.1	0.782044839178409	0.707058585573267	-0.4	0.182712591687558	-2.0376736658018
ENSMUSG00000026683	Nuf2	1430811_a_at	-1.1	0.00614598399535725	-5.5172082358527	-0.6	0.299340290440563	-1.53951042630214
ENSMUSG00000026687	Aldh9a1	1436689_a_at				0.3	0.281404471738363	1.60285967997967
ENSMUSG00000026688	Mgst3	1448300_at	-0.2	0.698818574278504	-0.951620977841859	-0.6	0.245406141989816	-1.74788350512042
ENSMUSG00000026696	Vamp4	1422895_at				-0.3	0.0575337694014261	-3.12089561454775
ENSMUSG00000026697	Myoc	1450468_at	-0.1	0.679067435463378	-1.00920741344532	-0.3	0.173001622818545	-2.09024299079314
ENSMUSG00000026701	Prdx6	1423223_a_at	0.3	0.746087576849276	0.816743833184182	0.1	0.803052699762455	0.406345706425788
ENSMUSG00000026708	Cenpl	1429326_at	-0.4	0.121282893002616	-2.85937160025085	-0.4	0.179526772906645	-2.05649835820099
ENSMUSG00000026709	Dars2	1433838_at				-0.3	0.228750619682231	-1.81323012309277
ENSMUSG00000026712	Mrc1	1450430_at	0.5	0.0548119266700186	3.45168623265039	1.4	0.0791680016853515	2.82606395276056
ENSMUSG00000026721	Rabgap1l	1434062_at				-0.3	0.192130684134809	-1.98454852701769
ENSMUSG00000026723	Trdmt1	1419749_at	-0.6	0.332167932657807	-1.91326155160805	-0.7	0.18715304482615	-2.01188201782706
ENSMUSG00000026726	Cubn	1452270_s_at	-0.7	0.740536376988064	-0.837982738202739	-0.4	0.812229848446857	-0.388327842406754
ENSMUSG00000026727	Rsu1	1419259_at				0.1	0.773129749516157	0.458606687730927
ENSMUSG00000026728	Vim	1438118_x_at	0.2	0.454757871399035	1.57717344219802	0.2	0.692604923347561	0.615355176966162
ENSMUSG00000026730	Pter	1417667_a_at				-0.6	0.149574933258151	-2.23610370756762
ENSMUSG00000026737	Pip4k2a	1449404_at	0.3	0.232620999040353	2.2913645469445	0.4	0.105888384311114	2.55699470858126
ENSMUSG00000026739	Bmi1	1448733_at				0.1	0.641744160032606	0.714913893075255
