Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'acute DSS-induced colitis; 1x DSS, no recovery' vs 'none; none'.tStat	condition2.foldChange	condition2.pValue	'chronic DSS-induced colitis; 1x DSS, recovery' vs 'none; none'.tStat	condition3.foldChange	condition3.pValue	'chronic DSS-induced colitis; 2x DSS, additional recovery' vs 'none; none'.tStat	condition4.foldChange	condition4.pValue	'chronic DSS-induced colitis; 2x DSS, recovery' vs 'none; none'.tStat	condition5.foldChange	condition5.pValue	'chronic DSS-induced colitis; 3x DSS, recovery' vs 'none; none'.tStat
ENSMUSG00000004187	Kifc2	10424945	-0.4	0.00642374683820953	-4.36755069877699	-0.3	0.0204732254370402	-3.55823892614813	-0.1	0.288596285460282	-1.45970690780872	-0.2	0.105246795727009	-2.31394656346636			
ENSMUSG00000004207	Psap	10338504	0.6	0.00279992677408852	5.17445673820195	0.3	0.0025055425624075	5.18436008566976	0.4	0.00103696201776876	6.2541363540304	0.3	0.00252163544801904	5.04841501489504	0.5	2.58944738047055E-4	7.9996545894812
ENSMUSG00000004233	Wars2	10494664							-0.2	0.252649407404214	-1.57381431768008						
ENSMUSG00000004266	Ptpn6	10547769	0.5	0.0374312607653917	2.95336038000491	0.5	0.00112303066484164	5.86732237892627	0.4	0.0187033866388881	3.58776959207042	0.4	0.00142194877433281	5.49407161746476	0.4	0.0423305192367116	2.86529273358744
ENSMUSG00000004267	Eno2	10547807	0.1	0.775849080200305	0.396204231564534	-0.2	0.112007094589235	-2.33161003238979	0.1	0.389676053859883	1.18691462369707				0.1	0.293475602405674	1.38588231236944
ENSMUSG00000004268	Emg1	10547758	0.5	0.00182748930400662	5.63380864422074	0.2	0.0118667391608342	3.96911610453645									
ENSMUSG00000004270	Lpcat3	10541695	-0.1	0.64938162704472	-0.627471119908228	0.1	0.338953434388096	1.45168535518247	0.2	0.197558717258846	1.77544293561833	0.2	0.206800137538426	1.79922391936562	0.1	0.448034637538755	1.0082645255632
ENSMUSG00000004296	Il12b	10375331				0.4	0.0022380523633296	5.28242212411546	0.1	0.48540839365399	0.977874161589217	0.3	0.0105593001864017	3.96886851160226	0.3	0.0500427686786962	2.74148831562732
ENSMUSG00000004317	Clcn5	10603289	-0.3	0.101556952626223	-2.21204554389554	-0.3	0.0315128320657189	-3.23946487750163	-0.3	0.0432686519394562	-2.93279845831717	-0.2	0.198271038965018	-1.83269922882833	-0.2	0.272755774754935	-1.44847875952592
ENSMUSG00000004319	Clcn3	10578810	-0.1	0.380153089365754	-1.17394405700608				-0.3	0.0116922717974077	-3.97651501527207				-0.2	0.0146451997879745	-3.66565615340727
ENSMUSG00000004328	Hif3a	10560329	-0.1	0.506731431533438	-0.898289972695764	-0.2	0.0972341111113405	-2.43643035489533	-0.2	0.124875146694389	-2.12830886550183						
ENSMUSG00000004341	Gpx6	10403911	0.1	0.660538867296999	0.603909918855117	0.1	0.614270298168632	0.835744516752745	0.2	0.230792912632089	1.64807225836195	0.2	0.0663024327691601	2.65220738515542	0.1	0.303976744426373	1.35511787477848
ENSMUSG00000004344	Gpx5	10407999	0.2	0.157583779661139	1.88912293968106	0.2	0.0909413368221072	2.48485752955856				0.2	0.0790707859114831	2.52174940717903	0.2	0.0979499585845355	2.24390976652507
ENSMUSG00000004347	Pde1c	10544941				0.1	0.507953906945055	1.058000122426									
ENSMUSG00000004359	Spic	10371662	0.7	0.0157944993487521	3.61378449749751	0.3	0.0907116861570441	2.48671395867623	0.3	0.0600824083397974	2.68276234080358				0.4	0.00765740197044186	4.18597959828307
ENSMUSG00000004360	9330159F19Rik	10362372	-0.4	0.0145262951287547	-3.6805406561187	-0.4	0.00761993136227131	-4.31140225697385	-0.4	0.0187593821264076	-3.58452826344128	-0.5	0.00174666237042618	-5.32881482882401	-0.3	0.0409807679261779	-2.8888487315399
ENSMUSG00000004364	Cul3	10356001													-0.3	0.00655167618271538	-4.3268794767543
ENSMUSG00000004366	Sst	10438730	0.2	0.505175524978291	0.901448209077155	-0.2	0.178908530575072	-1.98313550500163				-0.3	0.0112979873669109	-3.91358355183082			
ENSMUSG00000004371	Il11	10559667	2.5	0.00564664475530627	4.48555662528195	0.4	0.0325788611895284	3.21529570872807	0.2	0.169644086680037	1.89276767221183	0.3	0.0697976295126152	2.61376346091932	0.4	0.0663734103925626	2.53241469675045
ENSMUSG00000004383	Large1	10579744	-0.4	0.108461574173275	-2.1622256357348	-0.2	0.179761343869281	-1.97901318606208				-0.3	0.0177609590374501	-3.58642051864827	-0.2	0.24137335075398	-1.5495037227221
ENSMUSG00000004415	Col26a1	10534640				0.1	0.228610705380935	1.78911840215007	0.3	0.00646571906746594	4.47498809766293				0.3	0.0123518379351273	3.80259252288401
ENSMUSG00000004460	Dnajb11	10434675	0.6	9.08177983832034E-4	6.44262385329819	0.3	0.00872669363292998	4.20686370396481	0.2	0.0271716044324264	3.29062015729881	0.2	0.0325601976846912	3.16230959672205	0.2	0.159789045842492	1.87438151754177
ENSMUSG00000004462	Tbccd1	10438672	-0.3	0.118973708722303	-2.09487321072536	-0.2	0.0430332375673389	-3.01820881225513	-0.2	0.244198488377982	-1.6027827263092	-0.2	0.0159480564891145	-3.66787006042617	-0.3	0.0344204320465956	-3.0183559991931
ENSMUSG00000004473	Clec11a	10562761							0.2	0.256420695125136	1.56143655927675						
ENSMUSG00000004508	Gab2	10555027	0.4	0.0272984100522147	3.19043313384406				0.2	0.0233059630159232	3.40854625257392				0.3	0.00958532097285587	4.00796380791832
ENSMUSG00000004535	Tax1bp1	10538318	-0.1	0.581930968953234	-0.754351584011467	-0.1	0.437784835612001	-1.2103396748519	-0.3	0.059698321750428	-2.68717437648515	-0.1	0.45575935082729	-1.10320428911607	-0.2	0.146931510667772	-1.93946388981783
ENSMUSG00000004540	Psg17	10560408				-0.2	0.0865051469782661	-2.52187171774909	-0.2	0.0721555522648755	-2.54409825425888	0.1	0.629729244133323	0.751113352112748	0.1	0.670726153882289	0.58283810348152
ENSMUSG00000004542	Psg19	10560401				-0.1	0.370959285283019	-1.36851302685135	-0.2	0.212346120590312	-1.7185966484013	-0.1	0.554820170403052	-0.897054836666001			
ENSMUSG00000004552	Ctse	10349648	-2.6	0.00158672509356572	-5.79332967213995	-0.3	0.399820524728406	-1.29842495200356	-0.1	0.49261186570287	-0.963384790881667	0.4	0.0302562613659181	3.21301209761634	-0.1	0.741411362533724	-0.45963051728801
ENSMUSG00000004558	Ndrg2	10419578	-0.9	0.0026642339105436	-5.22617015956844	-0.6	0.00198895638488191	-5.38261999938279	-0.4	0.0145108456895794	-3.7971470978974	-0.2	0.151927154770436	-2.04082717591508	-0.4	0.0155359340604482	-3.619498764186
ENSMUSG00000004561	Mettl17	10414594	0.2	0.254031665142584	1.52006566667988												
ENSMUSG00000004562	Arhgef40	10414623													0.1	0.442126952305635	1.02087150453833
ENSMUSG00000004565	Pnpla6	10569786													0.2	0.0259112482723951	3.22632139358905
ENSMUSG00000004567	Mcoln1	10569771	-0.5	8.32159763978537E-4	-6.56491806915357	-0.3	0.00359078761015566	-4.89408046178362				-0.3	0.00746454865619046	-4.22148711462857	-0.2	0.0168806211390751	-3.55825693545686
ENSMUSG00000004568	Arhgef18	10569719	0.2	0.184868985122716	1.7693093123479	0.3	0.0617966572625427	2.76530372469811	0.2	0.134900944323904	2.07206913102269	0.2	0.219299202631942	1.75414750861626	0.2	0.156496061454314	1.89113773931468
ENSMUSG00000004591	Pkn2	10502484	-0.3	0.0226580225414172	-3.3335922776331	-0.2	0.0719328463764211	-2.65570185864345	-0.3	0.0317081734476322	-3.17268133343761	-0.2	0.0174570702285254	-3.59997772126425	-0.3	0.0069601991316571	-4.26741666040437
ENSMUSG00000004609	Cd33	10562709	1.0	0.133079780117985	2.01244587139203	0.4	0.0544301018556435	2.85433120814152	0.7	0.00639922673147888	4.48509098118902	0.6	0.00430828609547708	4.64256950664717	0.6	0.00829295944788024	4.12494828863616
ENSMUSG00000004612	Nkg7	10552406	1.3	0.00919562995037214	4.0584267576849	0.8	9.49813484058686E-4	6.01300865504934	0.8	0.00243180001483228	5.39985917012151	0.8	0.00868903100997855	4.112088354339	0.9	9.21928928634141E-4	6.22019280348137
ENSMUSG00000004631	Sgce	10542965	-0.6	0.0345098056299378	-3.01600226545436	-0.4	0.0265159700276592	-3.36736894557246	-0.1	0.276752030581972	-1.49524793735306	-0.4	0.0048446978472131	-4.54848943305331	-0.3	0.0217562136531007	-3.35466911686845
ENSMUSG00000004633	Chn2	10538356	0.4	0.547364548461743	0.818973547577882	0.8	0.0467625776190365	2.95954885649157	0.7	0.0846882681513289	2.42084587725725	0.1	0.902451081672961	0.212509851417474	0.5	0.261284850013029	1.48387305103134
ENSMUSG00000004642	Slbp	10529299	0.1	0.589641262257334	0.738715367921119				-0.1	0.390946974758636	-1.18396409411906				-0.3	0.059811892203847	-2.61167635107715
ENSMUSG00000004654	Ghrhr	10538466				-0.1	0.731427505519615	-0.604072950400254	-0.2	0.386407173194573	-1.19495697984721						
ENSMUSG00000004655	Aqp1	10538459	-0.6	0.118934662683947	-2.09525277136004				0.1	0.536743154392205	0.873193899582297	-0.2	0.102857367476463	-2.33063546843749			
ENSMUSG00000004665	Cnn2	10364593	0.7	0.0167262117444312	3.56674273864198	0.6	0.00254560006544184	5.16949229086581	0.8	1.7415963652033E-4	8.63322681634207	0.8	1.34948244731112E-5	10.3166067342088	0.7	1.73858692470511E-4	8.5735468807209
ENSMUSG00000004668	Abca13	10374248	0.5	0.0897563956804166	2.3050796250356	0.1	0.382686913157863	1.33969402587544	0.1	0.424635692503607	1.10589001868961	0.3	0.0638168011342982	2.68237353146728	0.3	0.0725528435866965	2.46807454758577
ENSMUSG00000004677	Myo9b	10572533	0.3	0.0867793517596479	2.32911481383351				0.3	0.0177721408350818	3.62862827926394	0.2	0.0874718991628567	2.44917101801753	0.3	0.0370404230720291	2.96682244236178
ENSMUSG00000004698	Hdac9	10399973	0.5	0.200355414836878	1.70679596943352	0.2	0.18127801376522	1.97258773041954	0.3	0.0103897385825025	4.07522107900769	0.1	0.321932088564561	1.42800245686842	0.5	0.00121034665877857	5.93352679262609
ENSMUSG00000004707	Ly9	10360158	0.7	0.0269878195068245	3.19906532071106	0.9	3.11858150250366E-4	7.04252784447698	1.0	0.00148076585867814	5.86622320112927	1.0	1.79316472914522E-5	9.85144743439762	1.0	0.00100226046947178	6.13000359815416
ENSMUSG00000004709	Cd244a	10351644	1.0	0.00477658023822268	4.65455825751046	0.6	1.37172253131342E-4	7.87880156358576	0.4	0.0192823803715375	3.55832491413051	0.6	1.17996321145021E-4	7.5842675656849	0.6	0.00152385751411051	5.68253968117383
ENSMUSG00000004730	Adgre1	10446282	1.2	0.0275495673564649	3.18263683796801	0.7	0.0131258313185544	3.89258726217713	0.9	0.00109802198508972	6.19314242499423	0.9	0.00110102430702895	5.69025108145911	0.8	0.00148685833393331	5.70299179563881
ENSMUSG00000004748	Mtfp1	10383813	0.1	0.458691081799852	0.998592562690816	0.1	0.547447342435181	0.976678406704929									
ENSMUSG00000004768	Rab23	10345230	-0.5	0.0130367983625678	-3.77275377782452	-0.2	0.194316841896661	-1.91730989802708	-0.1	0.594917433880463	-0.761012750517299	-0.2	0.305253828248053	-1.47597932790192	-0.3	0.170677041106856	-1.82159748222967
ENSMUSG00000004771	Rab11a	10594480				-0.2	0.156723703704479	-2.08200951891365	-0.2	0.101519149215101	-2.2865723538676				-0.4	0.0047886662946497	-4.59573821131351
ENSMUSG00000004788	Eif2b2	10397332	0.3	0.0311007188032237	3.09422004869048	0.2	0.0482164581948109	2.93915651052655				0.2	0.076537725553024	2.54437214689949	0.3	0.042791370417787	2.85694642766569
ENSMUSG00000004791	Pgf	10401607	0.5	0.0330756196948398	3.04703062540631							0.1	0.681343311668177	0.651946362348245	0.2	0.113769128963109	2.13353254276033
ENSMUSG00000004798	Ulk2	10386789	-0.3	0.0503153726283724	-2.73006105665543												
ENSMUSG00000004814	Ccl24	10534493	0.1	0.729724427582629	0.480630219650108										0.1	0.575011267877752	0.756808041634316
ENSMUSG00000004815	Dgkq	10532216													0.1	0.607828521356662	0.695441260776197
ENSMUSG00000004821	Tmed11	10532261	0.1	0.557147772752601	0.799973923190209										0.2	0.173044382788356	1.81092831301549
ENSMUSG00000004837	Grap	10376796	0.1	0.547715484301499	0.81838789410436	0.5	0.0141222429926045	3.83716537925518	0.3	0.0362103413100464	3.07351117240672	0.3	0.0445996506400499	2.93697028418848	0.2	0.310317590250035	1.33813023747829
ENSMUSG00000004843	Chmp2b	10440307	-0.3	0.0234712449931832	-3.30659167835646	-0.2	0.191689028014607	-1.92666001281193	-0.2	0.0450409780026425	-2.89952625894261				-0.4	0.00348317046803147	-4.88293597992881
ENSMUSG00000004846	Plod3	10526520	0.7	0.00454894589956625	4.69707269260416										0.2	0.0530825661889232	2.70015292543868
ENSMUSG00000004849	Ap1s1	10534660	0.5	0.0169310136125367	3.5575379592032				0.2	0.016177095795312	3.70910885249428				0.2	0.02536666594063	3.24435593362612
ENSMUSG00000004864	Mapk13	10443408	0.3	0.138764463536567	1.98268837149985	0.2	0.0774252158462719	2.60350504270703				0.2	0.101659389189597	2.33917188700295			
ENSMUSG00000004872	Pax3	10355916							-0.2	0.136680806111429	-2.06298452846287				-0.2	0.0596116744906386	-2.6142025518041
ENSMUSG00000004880	Lbr	10360745	0.5	0.0162595034056887	3.58893825265027	0.2	0.0214507845504317	3.52225141447402	0.2	0.107438032933563	2.24423825999506						
ENSMUSG00000004885	Crabp2	10493108	0.1	0.499145997622388	0.914826591237001				1.4	0.0188359217114701	3.58079354855204				0.3	0.32332602831301	1.30482643177017
ENSMUSG00000004891	Nes	10493114	0.3	0.131481949134824	2.02210714659198	0.1	0.533327322042318	1.00610385639497	0.3	0.0133179789637133	3.86782282383757				0.3	0.0559782542486047	2.66129026948114
ENSMUSG00000004892	Bcan	10499285	-0.1	0.648003510345661	-0.630495421535328	0.2	0.396151760783679	1.30720918507319	0.1	0.623279745457238	0.707460308598917	-0.1	0.60610634388122	-0.796597837049646			
ENSMUSG00000004894	Hapln2	10499299				0.1	0.496971628279385	1.08218738844799				0.1	0.391247710823833	1.25252956997669			
ENSMUSG00000004896	Rrnad1	10499273				-0.1	0.378484675098145	-1.35038619394679	-0.1	0.164488890057115	-1.9166828910919						
ENSMUSG00000004897	Hdgf	10493086	0.2	0.121468331069864	2.07942107356395												
ENSMUSG00000004902	Slc25a18	10541268	0.1	0.434349873503314	1.04999114450036										-0.1	0.679818804566674	-0.566009765094817
ENSMUSG00000004929	Thop1	10364955	0.6	0.00707978761421247	4.27423401217667				0.3	0.0153594113799282	3.7515481482835	0.2	0.0663788548593189	2.65132062846453	0.2	0.0407227919758951	2.89338661400793
ENSMUSG00000004931	Apba3	10365056	0.3	0.0177545823262334	3.52114091071061	0.1	0.196674928180598	1.9079044852198	0.2	0.0277115110507173	3.27420666321295				0.2	0.0258790052549577	3.22741156345327
ENSMUSG00000004936	Map2k1	10594447	-0.4	0.0175988597774416	-3.52824680030623	-0.2	0.114944787220653	-2.31444278176735	-0.2	0.0957607948293658	-2.3308384754072	-0.1	0.43295817067515	-1.15444874715508	-0.2	0.101481415214897	-2.21915731225698
ENSMUSG00000004937	Sgta	10371041	0.2	0.115990491059316	2.11217871764514												
ENSMUSG00000004939	Nmrk2	10371082							0.1	0.694953185572429	0.576805807428736				0.1	0.651335771125621	0.616579506013403
ENSMUSG00000004948	Zp3	10526418	0.2	0.250796313699281	1.53119557363583	0.1	0.429640932195213	1.22688983737718	0.1	0.346239069971263	1.29877579297806	0.1	0.377458133398127	1.28636580657812	0.2	0.0666219401044015	2.53011422059131
ENSMUSG00000004952	Rasa4	10526459				0.2	0.0192271486074577	3.61029497911112	0.4	0.00464424721894626	4.77750969620084	0.3	0.0124439729774986	3.84805640689614	0.5	0.00332224343866048	4.93101611790686
ENSMUSG00000004961	Syt5	10559580	-0.2	0.368751592529204	-1.20183971268728	-0.4	9.55769809628689E-4	-6.00401333293477	-0.2	0.20945818123718	-1.72958086663056	-0.3	0.00284055719164987	-4.94809676687956	-0.1	0.521252567735188	-0.858080406349864
ENSMUSG00000004980	Hnrnpa2b1	10544720	0.3	0.00833476071644808	4.13832321797265												
ENSMUSG00000004988	Fxyd4	10547206	-1.9	5.21547768276463E-4	-7.19253489158973	-1.8	2.63887507848424E-4	-7.22203216708695	-1.7	0.00106053944661627	-6.22544936536514	-1.5	9.4982614467257E-4	-5.79804037357192	-1.9	4.08036782761603E-4	-7.24744637641205
ENSMUSG00000005034	Prkacb	10502732	-0.5	0.0927571511952917	-2.28177905393663							0.4	0.00221884350672422	5.13694649621308	0.3	0.0298036042022899	3.12657222792971
ENSMUSG00000005043	Sgsh	10393648	-0.1	0.331291779261196	-1.29350145128474												
ENSMUSG00000005045	Chd5	10510725				-0.2	0.0794200778606024	-2.58427839280127				-0.3	0.00885647075524592	-4.09777347005683	-0.2	0.0409182228250573	-2.89009729601077
ENSMUSG00000005054	Cstb	10364375	0.4	0.00750765136746044	4.22994911890147				0.3	0.00907144073895031	4.18225526773662						
ENSMUSG00000005057	Sh2b2	10534585	0.7	0.0102176523185589	3.97290068331301	0.3	0.0331307740070868	3.20471869126319	0.3	0.00604213015249392	4.53948364254649	0.3	0.0567182342308909	2.76859595339446	0.4	0.0132714743880813	3.74483676420656
ENSMUSG00000005078	Jkamp	10396306				-0.2	0.184167094010965	-1.96014422538511									
ENSMUSG00000005087	Cd44	10485405	0.8	0.00835180621911518	4.13661218159992	0.7	0.00339842841003359	4.93694141277132	1.0	4.4328617627873E-4	7.19531866744251	0.3	0.065073942721353	2.66656943801663	0.6	0.0092782895884434	4.03570832171409
ENSMUSG00000005089	Slc1a2	10474141				0.4	0.00109513509502904	5.89030244615248	0.3	0.00501930881711565	4.70236931874124	0.3	0.00776188890016164	4.19387405483842	0.4	0.00273310679923759	5.11010298304684
ENSMUSG00000005102	Eif2ak4	10474725	-0.2	0.0975694554595535	-2.24286893070983												
ENSMUSG00000005107	Slc2a9	10529671										-0.1	0.568038581342324	-0.872505017903075			
ENSMUSG00000005124	Ccn4	10424543	0.2	0.374560291123152	1.1885609828844	0.2	0.180990481907766	1.97369585712974	0.1	0.528216125562907	0.8906234457325	0.2	0.19453148737726	1.84789917045484	0.1	0.265982371773447	1.46855786332589
ENSMUSG00000005125	Ndrg1	10429140	0.2	0.409237330559141	1.10575642387633	0.1	0.442616360151272	1.19723794276553	0.2	0.200719720435732	1.76288252801188	-0.2	0.387539774181525	-1.26212569518161	0.3	0.252211191557076	1.51470436007793
ENSMUSG00000005131	4930550C14Rik	10585347							0.2	0.151040299501894	1.9868558837439	0.1	0.341215243768531	1.37709776004643	0.2	0.172591703630999	1.8128330477062
ENSMUSG00000005142	Man2b1	10573583										0.3	0.00227145759269342	5.12208403367534	0.2	0.0252799520448471	3.24733430370561
ENSMUSG00000005148	Klf5	10416777	-0.3	0.0220913829715	-3.35579668749693				-0.2	0.0232355237960886	-3.41052104477764						
ENSMUSG00000005202	Shbg	10387516										-0.1	0.713528582013379	-0.584231688869667			
ENSMUSG00000005204	Senp3	10387559							-0.1	0.424182805625124	-1.10722563218864						
ENSMUSG00000005220	Corin	10530441				0.1	0.629166853445526	0.806116147841046									
ENSMUSG00000005225	Plekha8	10538394	-0.4	0.0585200523319937	-2.61845648632908	-0.2	0.0287196524186909	-3.30481622953516	-0.4	0.00702547218060957	-4.40668772764313	-0.3	0.00901233722540876	-4.08534509198073	-0.5	0.00109688848503028	-6.03095428979638
ENSMUSG00000005232	G6pc2	10472531							0.1	0.374674871299563	1.22540684856776				0.2	0.15384130193714	1.90593335688236
ENSMUSG00000005233	Spc25	10483401	0.4	0.0103770980866333	3.95917141123468	0.1	0.339059292092193	1.4513105282603							-0.1	0.522779395398646	-0.855071241045927
ENSMUSG00000005251	Ripk4	10441270	-0.4	0.0842141649455736	-2.34940612276927				0.1	0.310446660478411	1.39550404231364	0.1	0.690086387396756	0.63434441939547			
ENSMUSG00000005268	Prlr	10423049	-1.1	0.0985813218270904	-2.23456023198302	-0.7	0.0534567075020605	-2.86834687076527	-1.1	0.00854226331795254	-4.2304551379223	-1.5	7.88930029304696E-5	-7.95004122810132	-1.3	0.0022562210395609	-5.27957108089627
ENSMUSG00000005299	Letm1	10529313	0.2	0.132465129544609	2.0159485119073												
ENSMUSG00000005320	Fgfr4	10405380	-0.1	0.661640977301177	-0.601915110239794												
ENSMUSG00000005338	Cadm3	10360349	-0.3	0.159001564712837	-1.88261754352649	-0.4	0.00589892546112936	-4.50782430327675	-0.2	0.149642711664743	-1.99421605788271	-0.4	0.00215132356719454	-5.16113375081224	-0.4	0.00668540158130748	-4.30920080978159
ENSMUSG00000005339	Fcer1a	10360338				0.2	0.359229581687521	1.39794906615781				0.2	0.114141889575861	2.25406426697378	0.2	0.102120854075828	2.21457216652325
ENSMUSG00000005355	Casp14	10370522	-2.4	5.02877199685112E-4	-7.27034907802678	-0.8	0.283095474051739	-1.60958560438739	-1.1	0.0636740226427482	-2.63901321236888				-1.2	0.0695204438584629	-2.49854870102407
ENSMUSG00000005357	Slc1a6	10364402	0.1	0.556211352281928	0.802096961135037										0.1	0.507192516508029	0.886351817402653
ENSMUSG00000005360	Slc1a3	10427590	-0.3	0.0578991724367515	-2.62741342900839	-0.4	0.0116345641339755	-3.98447509920461	-0.3	0.0348063893679471	-3.10430923205699	-0.4	0.00498003333879859	-4.52649065362311	-0.3	0.0136288386421795	-3.72097146853354
ENSMUSG00000005362	Crbn	10546775	-0.5	0.0128938868455258	-3.78021283424512	-0.2	0.101773058927196	-2.40383759394337	-0.2	0.0905938351373159	-2.37079778301004	-0.2	0.0388685487776129	-3.03841368364329	-0.2	0.0282653886579838	-3.16333419024844
ENSMUSG00000005364	Il5ra	10546762	0.5	0.00620953023664792	4.40513886818668	0.2	0.0730373105004104	2.64491628051372	0.3	0.0109785527941135	4.02841247343358	0.2	0.208951854382609	1.7909403750755	0.2	0.145718099880513	1.94568527626052
ENSMUSG00000005370	Msh6	10447417													-0.4	0.00713538206084469	-4.24243821296097
ENSMUSG00000005371	Fbxo11	10453461	-0.2	0.183820645229906	-1.77340075773985	-0.2	0.0673466944262034	-2.70265755543964	-0.2	0.0191199786779326	-3.56702244948625	-0.1	0.208238215493712	-1.79419897317654	-0.3	0.00870766071502156	-4.08924660289505
ENSMUSG00000005373	Mlxipl	10526277	-0.7	0.0109648967362096	-3.91470600174111	-0.4	0.00554199394131565	-4.55496640861099	-0.3	0.0204180702229252	-3.50902903058948	-0.4	0.0207341620887385	-3.48109600115947	-0.4	0.010935325240802	-3.89591363058634
ENSMUSG00000005374	Tbl2	10526302				0.1	0.524235622270998	1.02562618661434									
ENSMUSG00000005378	Bud23	10534405	0.4	0.0361429942470349	2.97937663145729										0.3	0.00361656505319906	4.8478153913263
ENSMUSG00000005397	Nid1	10403584	0.2	0.533043196108365	0.847135639579878	0.1	0.674637051213699	0.711067660146327	0.2	0.10532366123524	2.26059416485673				0.2	0.132257273974621	2.02163676424927
ENSMUSG00000005410	Mcm5	10572906	0.2	0.430752450129632	1.05840417502283				0.2	0.190450883654511	1.8043128285366				-0.1	0.556500753237145	-0.792174711105797
ENSMUSG00000005413	Hmox1	10572897	1.5	0.00659544768949348	4.34310748128941	0.4	0.0279304597816502	3.32411354357456	0.3	0.064382014025539	2.6292997228268	0.5	0.00978592463727965	4.02205854961196	0.3	0.0433434035300971	2.84742326237985
ENSMUSG00000005442	Cic	10338619	0.4	0.0120273505982387	3.83285741106049				0.4	3.06028832862443E-4	7.66756761704985	0.2	0.0106810602750641	3.9591247575484	0.5	4.6762405870961E-4	7.05416393363756
ENSMUSG00000005447	Pafah1b3	10561017	-0.1	0.76649805105404	-0.413406986094715	-0.1	0.737161231179238	-0.593273293813324							0.1	0.296802579086391	1.37668600471925
ENSMUSG00000005465	Il27ra	10580061	0.4	0.0675143266848657	2.51402386304117	0.6	0.00219924246234972	5.30018926369257	0.7	0.00352201307663099	5.03826286424475	0.7	5.67370692111273E-4	6.2184111680996	0.8	0.00149019806616631	5.69869142309747
ENSMUSG00000005470	Asf1b	10573261	0.6	0.0482367150152683	2.76305171513497	0.2	0.245475236902478	1.73208756515063	0.4	0.0506820275776793	2.81134423232482	0.1	0.468752412848111	1.07600117149674			
ENSMUSG00000005474	Myl10	10526493							0.1	0.235622301488593	1.63086963579213						
ENSMUSG00000005481	Ddx39a	10573217	0.9	0.00248557623972454	5.29524234681574	0.3	0.0107537531439146	4.04572058233483	0.3	0.0495213340625128	2.82949707571285	0.2	0.0683299317140158	2.62830005013528	0.3	0.0549372413947314	2.67602835767282
ENSMUSG00000005483	Dnajb1	10573198	0.5	0.00704014654809796	4.28075030392417	0.2	0.0799047833717695	2.57903388031084	0.3	0.0413211460577112	2.97014530458784	0.5	5.03611664549405E-4	6.31926244762308			
ENSMUSG00000005501	Usp40	10356423				-0.2	0.116020529088271	-2.3075147207486	-0.2	0.0515686880704002	-2.79997803493061	-0.2	0.0498731630503142	-2.85810398279671			
ENSMUSG00000005503	Evx1	10538310				0.1	0.430409296234835	1.22535770684617	0.1	0.401533234405359	1.15789560992283						
ENSMUSG00000005505	Kbtbd4	10473754										0.2	0.228401136623	1.72093140381724	-0.1	0.675108173055228	-0.574997171122943
ENSMUSG00000005514	Por	10526363													0.1	0.527120278998788	0.846926696507542
ENSMUSG00000005533	Igf1r	10554094	-0.2	0.249259164505484	-1.53587722973307	-0.3	0.0214850558032634	-3.52033601928816	0.1	0.534886933283272	0.876861399003765	-0.2	0.0230833145239522	-3.40614070870646			
ENSMUSG00000005534	Insr	10576692	-0.7	0.00327906523944368	-5.01022042992301	-0.4	0.00163594935256207	-5.54110798731305	-0.5	9.20909300620818E-4	-6.39305186663414	-0.5	2.25049643140237E-4	-7.02956558885106	-0.6	6.2920746234434E-4	-6.68637933424465
ENSMUSG00000005540	Fcer2a	10576757	-0.2	0.506508639669188	-0.898706045412984	1.3	0.00285552821875686	5.07018288029622	0.9	0.0618224149054083	2.66180915180095	1.0	0.00283713599637115	4.95013255497051	0.6	0.162826992214377	1.85970825879455
ENSMUSG00000005575	Ube2m	10560070	0.3	0.0176010835713809	3.52798902136815												
ENSMUSG00000005583	Mef2c	10406434	-0.4	0.0659990639531179	-2.53013585555487	0.4	0.0123335491036916	3.9394659219782	0.7	0.00264194164649257	5.31233480948953	0.6	9.33928158216857E-4	5.81145877294154	0.6	0.00131375898605907	5.83217084002338
ENSMUSG00000005609	Ctr9	10556321							0.1	0.510758213376067	0.9257994562668						
ENSMUSG00000005611	Irag1	10566943	-0.5	0.013859977764309	-3.72038294007019	-0.3	0.0197044562166453	-3.5912798329111				-0.3	0.0143253457313047	-3.74731649925827	-0.1	0.518041875593931	-0.864718252891249
ENSMUSG00000005615	Pcyt1a	10435057							0.3	0.0238215159067815	3.3930973418407				0.1	0.552025355777259	0.8011135495809
ENSMUSG00000005625	Psmd4	10500054	0.6	6.91032415934569E-4	6.76830304544629	0.3	0.0124481121630099	3.9319279277389	0.2	0.0136612268222968	3.84983992288064				0.3	0.0108263046633677	3.90505775510666
ENSMUSG00000005628	Tmod4	10494160							0.1	0.540583198808866	0.865003682634317	0.1	0.508899497456637	0.990374780409416	0.2	0.183265512655536	1.76691226356993
ENSMUSG00000005640	Insrr	10493052	-0.5	0.0492652106541485	-2.74665969792866	-0.2	0.37418818531494	-1.35971652666574	-0.4	0.0476830877275837	-2.85738666363258	-0.6	0.00136499536333584	-5.53048683594219	-0.5	0.00603606561889281	-4.39690695977361
ENSMUSG00000005649	Cabp5	10550146				0.1	0.314276983290229	1.52016931916407	0.1	0.318560812994995	1.37184283253469				0.3	0.0103154177612298	3.94530257978562
