Gene ID	Gene Name	Design Element	condition1.foldChange	condition1.pValue	'2 week' vs '0 week'.tStat	condition2.foldChange	condition2.pValue	'4 week' vs '0 week'.tStat	condition3.foldChange	condition3.pValue	'6 week' vs '0 week'.tStat
ENSMUSG00000020476	Dbnl	1460334_at				0.2	0.109040483805848	2.10225557916799	0.4	0.0143589107912482	3.57446482541846
ENSMUSG00000020481	Ankrd36	1429919_at				-0.2	0.112541904197129	-2.07815522503489			
ENSMUSG00000020482	Ccdc117	1452218_at				0.2	0.316820085726864	1.27672422584116	-0.2	0.182501978442839	-1.70306102160227
ENSMUSG00000020483	Dynll2	1418258_s_at				0.1	0.339103309907337	1.21811869067038	-0.3	0.02524473516519	-3.14531465908729
ENSMUSG00000020484	Xbp1	1437223_s_at				0.2	0.0127619875911723	3.73099080474992			
ENSMUSG00000020486	Septin4	1448729_a_at	-0.1	0.493831896830181	-1.25719105780586	-0.6	1.15169029525639E-4	-9.52561537102414	0.3	0.00439572789148958	4.5602855893919
ENSMUSG00000020490	Btnl10	1421264_at							0.2	0.0580849922727807	2.53810591402359
ENSMUSG00000020491	2810021J22Rik	1453747_at							-0.1	0.317473668976038	-1.26177374255733
ENSMUSG00000020492	Ska2	1423440_at				0.2	0.0415326836719033	2.81421640737457			
ENSMUSG00000020493	Prr11	1442134_at				0.5	2.76110076876102E-4	7.9039069377212	0.3	0.0406562566721403	2.79714395517265
ENSMUSG00000020495	Smg8	1427737_a_at				0.2	0.164495451530381	1.79376602480767	0.1	0.299764381274289	1.30925408764763
ENSMUSG00000020513	Tubd1	1421748_a_at				0.4	0.0118324823829006	3.79632205224223	0.4	0.0356586003250696	2.89238579892416
ENSMUSG00000020515	Cnot8	1451102_at							-0.2	0.0983243869875227	-2.16210453632703
ENSMUSG00000020516	Rps6kb1	1460705_at				0.3	0.0165415666346758	3.52533607390328	0.2	0.101735715612607	2.13791537408082
ENSMUSG00000020519	Sap30l	1415718_at				-0.2	0.0609177489631528	-2.52887097447375			
ENSMUSG00000020520	Galnt10	1418195_at				-0.3	0.00650606079428581	-4.30720220059364	-0.6	1.37535603923555E-4	-8.35165714178729
ENSMUSG00000020521	Rnft1	1428078_at	0.2	0.337607236411568	1.67446567975297	0.1	0.44353483827737	0.979516161413748	-0.1	0.527174185508183	-0.805048477927562
ENSMUSG00000020522	Mfap3	1424721_at				0.1	0.0970089882606732	2.18688871487427			
ENSMUSG00000020523	Fam114a2	1424253_at				-0.1	0.700977912685591	-0.501678488033685	-0.3	0.0217272597765866	-3.25779640452507
ENSMUSG00000020524	Gria1	1435239_at	-0.3	0.0540189906514553	-3.53080536165333	-0.1	0.260146361959563	-1.43981924352926			
ENSMUSG00000020525	Ppm1d	1434142_at				-0.1	0.347105013264515	-1.19873238673719			
ENSMUSG00000020526	Znhit3	1452880_at				0.3	0.00602981992356787	4.37541097732368	0.5	4.36750860621904E-4	6.9312496404337
ENSMUSG00000020527	Myo19	1451183_at	-0.3	0.0350620604232617	-4.05508047779006	-0.2	0.0749033655546314	-2.37729355627242			
ENSMUSG00000020530	Ggnbp2	1426011_a_at				0.2	0.173520275709465	1.75389621253169			
ENSMUSG00000020532	Acaca	1434185_at				0.4	7.88472750204683E-4	6.46367726749297			
ENSMUSG00000020534	Shmt1	1425179_at							0.2	0.0614903394868856	2.49574430529672
ENSMUSG00000020537	Drg2	1417692_at				0.2	0.0771240027308786	2.35596736771831	0.2	0.0329037064839762	2.94902833871535
ENSMUSG00000020541	Tom1l1	1451117_a_at				-0.3	0.0316505411709632	-3.02271907025026	-0.2	0.162053859922835	-1.79384722452271
ENSMUSG00000020542	Myocd	1425978_at				0.3	0.218947873760326	1.57491439528652	-0.9	0.0115915671601107	-3.74074631657793
ENSMUSG00000020544	Cox11	1429188_at				0.2	0.0255144315764095	3.18955440184182	0.2	0.0876539839044008	2.24307107676756
ENSMUSG00000020545	Lrrc72	1432527_at							0.2	0.092621544969875	2.20433228832438
ENSMUSG00000020546	Stxbp4	1451063_at				-0.1	0.31800360046509	-1.27361674000632	-0.2	0.159509972362992	-1.80656675121748
ENSMUSG00000020547	Bzw2	1423456_at	0.2	0.184148013191683	2.2681682798194	0.3	0.0242009104277327	3.23187418668559	0.2	0.202549260752405	1.62162545190236
ENSMUSG00000020548	1700086D15Rik	1432307_at				-0.1	0.386278209979235	-1.10422926430475			
ENSMUSG00000020549	Elac2	1428477_at				0.2	0.0453281165844588	2.74648079091942	0.3	0.00621604638080123	4.25773676321658
ENSMUSG00000020553	Pctp	1420984_at				-0.2	0.0740273430362678	-2.3847925060611	-0.2	0.15685921005876	-1.81914593879083
ENSMUSG00000020561	Polr1f	1452852_at				0.5	0.00544368978455622	4.46464403552789			
ENSMUSG00000020564	Atxn7l1	1428279_a_at				0.2	0.0843797694308872	2.28889360245429	-0.1	0.477191581966475	-0.9030492035188
ENSMUSG00000020566	Atp6v1c2	1430306_a_at	-0.1	0.456455141669826	-1.34509780293449	-0.1	0.191194246523382	-1.68031578085154			
ENSMUSG00000020570	Sypl	1422879_at				-0.6	7.42581324389698E-5	-10.3651634823767	-0.4	0.00782550090668137	-4.06248280670463
ENSMUSG00000020571	Pdia6	1423648_at				0.2	0.0431567389306415	2.78526161673268			
ENSMUSG00000020572	Nampt	1417190_at	0.3	0.0483807143865854	3.66433600151969	0.8	4.60610339732004E-4	7.14504851512524	1.0	5.36479231597953E-5	9.69012990535603
ENSMUSG00000020573	Pik3cg	1422707_at				-0.3	0.0239316471283414	-3.24151702873928	0.3	0.00862044977234198	3.98028760817075
ENSMUSG00000020577	Tspan13	1460239_at				-0.5	7.12971848481433E-4	-6.57214434069791	-0.6	2.25019634202157E-4	-7.72547744390242
ENSMUSG00000020580	Rock2	1451041_at				0.4	0.00223683218828834	5.30879228663442	0.3	0.00283331500236059	4.9584309905294
ENSMUSG00000020581	Agr2	1419268_at				-0.2	0.0533804862560908	-2.62522572006431	-0.4	0.0109936305045532	-3.78248756009876
ENSMUSG00000020583	Matn3	1422148_at							0.2	0.161952460836031	1.79464365246976
ENSMUSG00000020585	Laptm4a	1423368_at				-0.3	0.00299538078650356	-5.02374450751496			
ENSMUSG00000020589	Cyria	1454806_at	0.4	0.122682512164129	2.65753602524292	0.2	0.053983949129581	2.6171631768253			
ENSMUSG00000020590	Snx13	1454938_at				-0.1	0.248725977649981	-1.47580864238181	-0.1	0.391812368750234	-1.08119916672714
ENSMUSG00000020592	Sdc1	1415943_at				-0.3	0.0134108068451089	-3.69163959238059			
ENSMUSG00000020593	Lpin1	1426516_a_at	-0.1	0.82857786950428	-0.464825644849433	-0.4	0.0964153721770579	-2.19115435729385	-0.1	0.533255050554061	-0.793365104892776
ENSMUSG00000020598	Nrcam	1430583_at	0.2	0.400180389601741	1.50019997026461	0.2	0.199957777267562	1.64438955366182	0.2	0.0798071005814671	2.30899681460442
ENSMUSG00000020599	Rgs9	1418691_at				-0.1	0.159595796165718	-1.81576620458502			
ENSMUSG00000020600	Slc7a15	1453875_at				-0.2	0.110787515011984	-2.0899630414203			
ENSMUSG00000020601	Trib2	1426640_s_at	0.2	0.34942441183941	1.63479920069327				0.1	0.410757387435364	1.0398610835606
ENSMUSG00000020604	Arsg	1427002_s_at	-0.2	0.30793332298066	-1.77207854901819	-0.5	6.75906631668155E-4	-6.62788145999242	-0.2	0.169679371794289	-1.75910818087451
ENSMUSG00000020605	Hs1bp3	1433843_at				-0.3	0.0175256534379584	-3.48030730851166	-0.4	0.0164766896814474	-3.46649293429899
ENSMUSG00000020607	Lratd1	1425452_s_at				-0.2	0.129864842913518	-1.97174808297537	-0.2	0.250120547634003	-1.45906287647943
ENSMUSG00000020608	Smc6	1448828_at				0.2	0.0122164977704693	3.76777143863019			
ENSMUSG00000020609	Apob	1455593_at	0.2	0.51633654732352	1.18614890357597	-0.4	0.00655292553184599	-4.30115905659599	-0.9	0.00460530985736917	-4.51965491672566
ENSMUSG00000020610	Amz2	1417241_at				-0.1	0.15261911350178	-1.8505254010932			
ENSMUSG00000020611	Gna13	1422555_s_at				0.3	0.0224521188418439	3.29234996357693	-0.3	0.0879037760375905	-2.24081328412024
ENSMUSG00000020614	Fam20a	1433653_at	-0.2	0.120870230784746	-2.67057917724824	-0.2	0.110550135443855	-2.0914468663682			
ENSMUSG00000020617	1700012B07Rik	1428703_at							0.2	0.0541720826115746	2.58990786836733
ENSMUSG00000020620	Abca8b	1427546_at				-0.3	0.0122051769849973	-3.76894425218914	-0.1	0.245307502892887	-1.47489652321275
ENSMUSG00000020621	Rdh14	1417438_at				-0.2	0.0125541468326078	-3.74580917615721			
ENSMUSG00000020622	Nt5c1b	1427715_a_at	0.1	0.714337720841361	0.706641059548482	-0.1	0.295421443240563	-1.33542499285645			
ENSMUSG00000020623	Map2k6	1426850_a_at	-0.3	0.230909603560637	-2.0575008793707	-0.6	6.53264734854502E-5	-10.7018806969593	-0.5	0.00233030958609118	-5.13715091256933
ENSMUSG00000020624	4933434M16Rik	1431895_at				-0.1	0.167203065631563	-1.78115690681577			
ENSMUSG00000020627	Klhl29	1434639_at	-0.2	0.553758955656003	-1.07916328752684	-0.1	0.550246316718707	-0.769920950093838	-0.1	0.62227355596719	-0.631015914303176
ENSMUSG00000020628	Trappc12	1427244_at				-0.3	0.0184775809596859	-3.43996987273402			
ENSMUSG00000020629	Adi1	1438759_x_at				-0.4	7.96796503848843E-4	-6.44964119950462	-0.3	0.00971861314415342	-3.88196077211443
ENSMUSG00000020630	Rnaseh1	1453833_a_at				0.2	0.0107494129632974	3.87417475489317			
ENSMUSG00000020634	Ubxn2a	1425019_at	0.2	0.456455141669826	1.34515577555625	0.1	0.654425519278515	0.583661686985514	-0.3	0.126962428890796	-1.9753964289258
ENSMUSG00000020635	Fkbp1b	1449429_at							0.1	0.635158444928092	0.6081788358105
ENSMUSG00000020636	Allc	1432104_a_at							0.1	0.235515753363636	1.50774931982411
ENSMUSG00000020638	Cmpk2	1450484_a_at				0.2	0.348334724786573	1.1957024636483	0.5	0.00774634253356661	4.07246871096033
ENSMUSG00000020639	Pfn4	1428665_at				-0.2	0.0454718659178353	-2.7437848716452			
ENSMUSG00000020640	Itsn2	1435023_at				0.3	0.0108179244449541	3.86972765285094			
ENSMUSG00000020641	Rsad2	1436058_at				-0.6	0.00139885191676985	-5.79984005158012	-0.4	0.0224177805546034	-3.23451718146352
ENSMUSG00000020644	Id2	1422537_a_at				-0.2	0.0943890312412488	-2.20598267775383	0.4	0.00186377463282867	5.35895316752149
ENSMUSG00000020646	Mboat2	1425029_a_at	-0.2	0.133865038245818	-2.57274653513893	-0.4	0.0137556567779254	-3.66956557743497	-0.7	0.00128593038161456	-5.72706304775596
ENSMUSG00000020647	Ncoa1	1418594_a_at				0.3	0.0111374949949355	3.84618657099452			
ENSMUSG00000020648	Dus4l	1453252_at				0.4	0.0120643012796051	3.77878919595811	0.2	0.273845562335787	1.38218374393355
ENSMUSG00000020649	Rrm2	1416120_at	0.3	0.187345699036767	2.25503848542225	0.7	0.00415275701364769	4.71328768024726	1.2	2.37261047206687E-4	7.65874982572438
ENSMUSG00000020650	Bcap29	1417077_at				-0.1	0.348891183278443	-1.19394930038625	0.4	0.00693535812671118	4.1649528430685
ENSMUSG00000020651	Slc26a4	1419725_at				-0.3	0.00250378160345937	-5.1965363867534			
ENSMUSG00000020652	Cenpo	1418542_s_at				0.1	0.294432869775195	1.33856801542217	0.2	0.0389209633797423	2.8279330093535
ENSMUSG00000020653	Klf11	1437241_at	-0.3	0.343754351706839	-1.65558966823904	-0.8	0.00330383879605734	-4.92971524796573	-0.2	0.199031863599033	-1.63622554940292
ENSMUSG00000020654	Adcy3	1436928_s_at				-0.2	0.0578934086141992	-2.56550359042483			
ENSMUSG00000020656	Grhl1	1424030_at	0.2	0.39232037087301	1.52112599292212	0.3	0.0429523797990853	2.78902267749757	0.2	0.162906089047444	1.78953344884548
ENSMUSG00000020657	Dnajc27	1435117_a_at				-0.2	0.0281867603188219	-3.11375522293049	0.1	0.641850623103775	0.596240219138055
ENSMUSG00000020658	Efr3b	1435123_at	-0.2	0.246721051218401	-1.99902202213145	-0.1	0.138129364547337	-1.92660641481095			
ENSMUSG00000020659	Cbll1	1421122_at				0.2	0.353067927780556	1.18354393321222	-0.3	0.077516716623889	-2.32920006755647
ENSMUSG00000020660	Pomc	1433800_a_at							0.2	0.0957822737663706	2.18094542387713
ENSMUSG00000020661	Dnmt3a	1423063_at				-0.2	0.0807409394269682	-2.32287609997356	-0.2	0.0776469317978995	-2.32796756146133
ENSMUSG00000020664	Dld	1423159_at				0.2	0.0515879007155687	2.65011424543012			
ENSMUSG00000020668	Kif3c	1448946_at				-0.2	0.0633663331764087	-2.50058983586846			
ENSMUSG00000020669	Sh3yl1	1449579_at				-0.2	0.0287238763392364	-3.09945120272749			
ENSMUSG00000020671	Rab10	1453095_at	0.1	0.631200873125989	0.892892686733857	0.3	0.077594877330223	2.35173023198287	-0.1	0.614837238262839	-0.645109768286344
ENSMUSG00000020672	Sntg2	1418789_at				-0.4	0.0184542426409753	-3.44131677718679	-0.4	0.00601638454660702	-4.29034600032193
ENSMUSG00000020673	Tpo	1420600_at				-0.2	0.0130398338859823	-3.71498963526019			
ENSMUSG00000020674	Pxdn	1428259_at				-0.3	0.00917963971285725	-4.00212918318563	-0.4	0.00165713445065107	-5.47228239304673
ENSMUSG00000020676	Ccl11	1417789_at	-0.1	0.8028828132328	-0.524597264656376	-1.0	1.02729532237248E-4	-9.78146142561646	0.4	0.0103479569241026	3.83138453842368
ENSMUSG00000020677	Ddx52	1434608_at							0.4	0.00112507322519421	5.86703771687148
ENSMUSG00000020679	Hnf1b	1451687_a_at				-0.1	0.394313720701452	-1.08665816102625	-0.4	0.00155105718060648	-5.54099228880473
ENSMUSG00000020680	Taf15	1453504_at				0.1	0.742079964761005	0.4333410534282	-0.6	0.102517363706196	-2.13217843262436
ENSMUSG00000020681	Ace	1427034_at				-0.2	0.0351880505275079	-2.93962659208851			
ENSMUSG00000020684	Rasl10b	1433566_at				-0.1	0.11552415574772	-2.05790645053839	0.1	0.544448840870102	0.771587697758502
ENSMUSG00000020686	Gas2l2	1443582_at				-0.1	0.219569674368831	-1.57282028645879			
ENSMUSG00000020687	Cdc27	1454739_at				0.3	0.00424144716074546	4.69377466734365			
ENSMUSG00000020689	Itgb3	1455257_at	-0.2	0.329147207714157	-1.69795011781331	-0.1	0.692678935137082	-0.516123566222208	-0.3	0.023915854152511	-3.18536615992119
ENSMUSG00000020691	Mettl2	1456118_at				0.4	0.00148810755423061	5.73085402513487			
ENSMUSG00000020692	Nle1	1424731_at							0.2	0.0608264435299848	2.5040157306548
ENSMUSG00000020694	Tlk2	1431827_a_at				0.1	0.357914112018596	1.17102682014964	0.2	0.146763842293894	1.86782541301447
ENSMUSG00000020695	Mrc2	1421045_at				-0.1	0.157037832619458	-1.82793906975739			
ENSMUSG00000020696	Rffl	1434432_at				-0.2	0.0647385591043591	-2.48575666383136			
ENSMUSG00000020697	Lig3	1423419_at							0.2	0.0526231408293984	2.61081742947791
ENSMUSG00000020698	Cct6b	1419227_at							0.1	0.259465429501828	1.42899198165559
ENSMUSG00000020701	Tmem132e	1437569_at							0.2	0.0348910579899013	2.90775263914327
ENSMUSG00000020702	Ccl1	1421688_a_at				0.2	0.203781525143892	1.62983733804271	0.6	0.00184164237031903	5.37098662638916
ENSMUSG00000020703	5530401A14Rik	1430922_at				-0.2	0.169035395133537	-1.77284202419055	0.1	0.519710467438198	0.819508545233522
ENSMUSG00000020704	Asic2	1417994_a_at				-0.3	0.0214524204008124	-3.32677517409608	-0.1	0.45685487392731	-0.94416962877373
ENSMUSG00000020705	Ddx42	1427022_at				0.1	0.254491621875801	1.45741520733018			
ENSMUSG00000020706	Ftsj3	1451026_at				0.3	0.0144330743386632	3.63195847052373	0.6	0.00742307543833796	4.10508887706358
ENSMUSG00000020707	Rnf135	1452289_a_at				0.2	0.119899912902711	2.03063356141075			
ENSMUSG00000020708	Psmc5	1415740_at							0.3	0.00419445613857073	4.60102671234444
ENSMUSG00000020709	Adap2	1425638_at	0.1	0.445857021075719	1.37591201663594	-0.1	0.459472516166782	-0.947465916071851			
ENSMUSG00000020712	Tcam1	1421540_at	-0.1	0.786915296514936	-0.560863279362888	-0.1	0.416529179076976	-1.03705699907922	0.2	0.0929790921206909	2.20140653657917
ENSMUSG00000020713	Gh	1460310_a_at	0.1	0.606340053588916	0.954066362385516						
ENSMUSG00000020715	Ern1	1437119_at				0.3	0.0461640579577638	2.73273119055975			
ENSMUSG00000020716	Nf1	1438067_at							0.2	0.425436836746761	1.00960954404647
ENSMUSG00000020717	Pecam1	1421287_a_at				-0.5	0.00171548662399488	-5.57844048386698	-0.2	0.188934471220521	-1.67539971092331
ENSMUSG00000020718	Polg2	1450816_at	-0.2	0.156957220302955	-2.42794857800943	-0.6	9.05991207874112E-4	-6.30114663929523	-0.2	0.0565939534291309	-2.55851300733463
ENSMUSG00000020719	Ddx5	1423645_a_at							-0.2	0.137645041465542	-1.9155638459538
ENSMUSG00000020720	Psmd12	1448492_a_at				0.4	0.00279473554927561	5.0909247439085	0.6	6.60450057527696E-4	6.43859724438969
ENSMUSG00000020721	Helz	1452443_s_at				0.3	0.00954446992849383	3.97141640696611			
ENSMUSG00000020722	Cacng1	1422813_at	0.2	0.496615530397866	1.24653589381439						
ENSMUSG00000020723	Cacng4	1450975_at				-0.1	0.15262429073836	-1.85037189145285			
ENSMUSG00000020732	Rab37	1450167_at				-0.4	0.00249716843036091	-5.20026113354336	0.3	0.0196631021432473	3.33021514816527
ENSMUSG00000020737	Jpt1	1448180_a_at				0.3	0.00334548650067681	4.91868891049884			
ENSMUSG00000020739	Nup85	1416073_a_at				0.4	5.12040371276654E-4	7.01250350067395	0.4	0.00881332977966214	3.96257559601594
ENSMUSG00000020740	Gga3	1438008_at				0.4	0.00173051724203482	5.56755294842987			
ENSMUSG00000020743	Mif4gd	1451523_a_at				0.1	0.531957118263563	0.805290552291226			
ENSMUSG00000020745	Pafah1b1	1460199_a_at				0.2	0.0632583758130081	2.50215173602447	0.1	0.55001896923623	0.76171307027041
ENSMUSG00000020747	Tmem94	1426984_at				-0.3	0.00480844204980175	-4.57832463957732	-0.3	0.0187579731536807	-3.36472650111399
ENSMUSG00000020752	Recql5	1421235_s_at				-0.1	0.628641489349269	-0.629987620037974	0.2	0.105948075518689	2.10789157844763
ENSMUSG00000020755	Sap30bp	1449295_at							0.3	0.0476199689135567	2.68276121666434
ENSMUSG00000020758	Itgb4	1427387_a_at	-0.3	0.0131662587121194	-5.335868571234				-0.1	0.636583211562984	-0.60606474805019
ENSMUSG00000020773	Trim47	1426784_at				-0.2	0.0814285881936025	-2.31616093226617	-0.3	0.00704499047779051	-4.14956427994167
ENSMUSG00000020774	Aspa	1418472_at	-0.3	0.124163038747495	-2.6409647364865	-0.3	0.0280326388110277	-3.11916215122604	0.2	0.232488130092991	1.51822869939343
ENSMUSG00000020775	Mrpl38	1447961_s_at				0.2	0.0347055997126909	2.94974637827768	0.2	0.172442704485099	1.74618157773559
ENSMUSG00000020776	Fbf1	1425979_a_at				0.1	0.442852131885075	0.981184216690493			
ENSMUSG00000020777	Acox1	1416408_at				-0.4	0.0106743694751381	-3.8796358878187	-0.4	0.0102052488253389	-3.84455080663827
ENSMUSG00000020781	Tsen54	1429529_at				0.1	0.322260276057318	1.26144521483149			
ENSMUSG00000020783	Ncbp3	1423118_at				0.2	0.0716447871296286	2.4098330253189			
ENSMUSG00000020787	P2rx1	1460719_a_at				-0.2	0.136658624885909	-1.93498834686009			
ENSMUSG00000020788	Atp2a3	1421129_a_at				-0.2	0.0371838694216764	-2.89773135455785	-0.5	3.20774859623028E-4	-7.30924560828369
ENSMUSG00000020790	Ankfy1	1417685_at				0.2	0.00522745289662706	4.50183762099736			
ENSMUSG00000020792	Exoc7	1434865_a_at				-0.2	0.0176484318120023	-3.47506444029966			
ENSMUSG00000020793	Galr2	1422942_at	0.2	0.250356199407105	1.98846421176971	-0.5	0.0486446723960342	-2.69328067466692	-0.4	0.0258712724039792	-3.12672178768638
ENSMUSG00000020794	Ube2g1	1415688_at							-0.2	0.0577813293537256	-2.54184041242088
ENSMUSG00000020798	Spns3	1429140_at	-0.2	0.221792371439052	-2.09971931161603	-0.2	0.039837347125198	-2.84622663425312	0.1	0.408985272307344	1.04342524604978
ENSMUSG00000020799	Tekt1	1432075_a_at				-0.2	0.0621966318668232	-2.51448131041526			
ENSMUSG00000020801	Med31	1417387_at				0.2	0.041728668297694	2.81101566525127	-0.1	0.68161619149158	-0.527905027225174
ENSMUSG00000020802	Ube2o	1433765_at				0.2	0.106535977048574	2.11879724055033			
ENSMUSG00000020805	Slc13a5	1435936_at				-0.2	0.0281070792985416	-3.11669869237211			
ENSMUSG00000020806	Rhbdf2	1434774_at				0.2	0.06340515748693	2.49998883145561	0.3	0.029581746948356	3.02690234537704
ENSMUSG00000020808	Pimreg	1452073_at	-0.2	0.380434253774037	-1.55351780398911				0.8	3.20774859623028E-4	7.30758441304573
ENSMUSG00000020810	Cygb	1423630_at	-0.3	0.119888538431934	-2.67843820340118	-0.9	4.18830634778992E-4	-7.27337236893486	-0.2	0.159506611542354	-1.80665966622359
ENSMUSG00000020814	Mxra7	1430539_at				-0.2	0.0927188581418215	-2.21969577967111	-0.5	0.00173588657497502	-5.42857087690025
ENSMUSG00000020818	Mfsd11	1455487_at							-0.2	0.0622172412891388	-2.48582864800969
ENSMUSG00000020821	Kif1c	1424746_at	0.2	0.549943520130335	1.09061594802401	-0.6	0.390633551847042	-1.09492357995302	-0.1	0.608043257154827	-0.657983331119564
ENSMUSG00000020823	Sec14l1	1453412_a_at				0.3	0.0678892347126105	2.45144823390209	-0.2	0.117717850989714	-2.02985144831122
ENSMUSG00000020826	Nos2	1420393_at				1.7	1.86159676303719E-4	8.58336214630595	2.1	5.36090661489401E-5	9.69853746555586
ENSMUSG00000020827	Mink1	1449362_a_at							-0.2	0.241487470647486	-1.48792477536073
ENSMUSG00000020829	Slc46a1	1426715_s_at				-0.6	0.00177237327714583	-5.5466282019585	-0.7	9.19773752154932E-4	-6.08883084538772
ENSMUSG00000020832	Eral1	1460548_a_at				0.1	0.26710389290358	1.41798035196253			
ENSMUSG00000020834	Dhrs13	1452902_at				0.3	0.00757945997108799	4.17214260113466	0.4	0.00696988874731457	4.16010923181806
ENSMUSG00000020836	Coro6	1436613_at				-0.1	0.710019877166128	-0.48657720121929			
ENSMUSG00000020838	Slc6a4	1417150_at	-0.3	0.0291707671460468	-4.27627942136353	-0.4	0.0123390288733139	-3.76076209731755	-0.2	0.363436792859268	-1.14694033716588
ENSMUSG00000020839	Tmigd1	1419498_at	-0.2	0.325943670982452	-1.70863312759117	-0.5	0.00701084254693346	-4.24318869034623	-0.5	0.00292924444550924	-4.93056026596452
ENSMUSG00000020840	Blmh	1438961_s_at				0.3	0.00810364250730955	4.11332157047906	0.4	0.00405181747226431	4.6303133981983
ENSMUSG00000020841	Cpd	1434547_at							-0.3	0.0086704351717157	-3.97635972144564
ENSMUSG00000020843	Timm22	1448517_at				0.2	0.0366329920968306	2.90919340707687	0.3	0.0081535467586114	4.02787504352982
ENSMUSG00000020844	Nxn	1422465_a_at				-0.1	0.221183640399984	-1.56661831546115			
ENSMUSG00000020846	Rflnb	1429764_at	-0.1	0.459489918353642	-1.33734851142969	-0.8	0.00879568755690204	-4.03963556359445	-1.3	0.00166011146027332	-5.47063729008957
ENSMUSG00000020847	Rph3al	1444409_at				0.3	0.0243600593353102	3.22667985366435			
ENSMUSG00000020848	Doc2b	1420667_at				-0.3	0.037309218121467	-2.89550453384634	-0.3	0.0327382233154058	-2.95290198521825
ENSMUSG00000020849	Ywhae	1426385_x_at				0.2	0.0291192612815107	3.08921397387936	0.1	0.624198388607392	0.627584158302736
ENSMUSG00000020859	Spag9	1433648_at				-0.1	0.177614194867079	-1.73659631404421	-0.4	0.00689967322445183	-4.1705418837835
ENSMUSG00000020863	Luc7l3	1424802_a_at				0.3	0.0228887619870014	3.27688374805766			
ENSMUSG00000020865	Abcc3	1428988_at	-0.2	0.173944014357116	-2.32864146743261	-0.2	0.0838463633841047	-2.29423013272323			
ENSMUSG00000020866	Cacna1g	1423365_at				-0.2	0.0586713807222994	-2.55545799264166	-0.2	0.0831554970701203	-2.28074885005041
ENSMUSG00000020868	Xylt2	1452515_a_at				-0.3	0.0082054468212715	-4.10163830628214			
ENSMUSG00000020869	Lrrc59	1416234_at				0.4	0.00460438505999717	4.62305520577258	0.5	0.00394173645097147	4.65503606041138
ENSMUSG00000020871	Dlx4	1443591_at				-0.1	0.5430882420565	-0.784036373366029			
ENSMUSG00000020872	Tac4	1420458_at							0.1	0.502068352832013	0.85515672783739
ENSMUSG00000020873	Slc35b1	1448769_at				0.3	0.00223146305488618	5.31180986934354	0.2	0.105246074571777	2.11330166764893
ENSMUSG00000020875	Hoxb9	1452317_at	-0.3	0.0508855532682911	-3.59267626211264				-0.4	0.00775607815749907	-4.07137214006013
ENSMUSG00000020878	Lrrc46	1424909_at				-0.1	0.490348564475702	-0.884354655556734			
ENSMUSG00000020882	Cacnb1	1425777_at	0.1	0.677723523666158	0.787330918714074				0.1	0.532981859292887	0.793852475594982
ENSMUSG00000020883	Fbxl20	1456378_s_at	-0.1	0.809125489950732	-0.514227616451084	-0.4	0.00460438505999717	-4.6230454983412	-0.3	0.0158696204924606	-3.49743634673968
ENSMUSG00000020884	Asgr1	1421944_a_at	0.3	0.678529398782878	0.783039373970854	-0.2	0.133131158217691	-1.95281793711289	0.2	0.101674196576214	2.1383527519415
ENSMUSG00000020888	Dvl2	1417207_at				-0.4	0.00237643642062851	-5.24869012215621			
ENSMUSG00000020889	Nr1d1	1426464_at	-1.8	0.00146629532005467	-9.23465858208064	-2.0	2.22472716706575E-4	-8.25138910961451	-0.5	0.00701535780895141	-4.15393962910893
ENSMUSG00000020890	Gucy2e	1422193_at	0.2	0.298948729053596	1.80574367339375				0.2	0.1194404686639	2.01948731896726
ENSMUSG00000020891	Alox8	1425376_at	-0.2	0.217944935032565	-2.11461566005428	-0.1	0.401214787046573	-1.07102076806981			
ENSMUSG00000020892	Aloxe3	1449237_at				-0.1	0.446039885932672	-0.974211980727921	-0.2	0.111662728110714	-2.06833121764755
ENSMUSG00000020893	Per1	1449851_at	-0.3	0.337607236411568	-1.67557754401924	-0.2	0.564810901446268	-0.742945308284355			
ENSMUSG00000020894	Vamp2	1420834_at	-0.3	0.101386809251188	-2.85509036656215	-0.3	0.0864726153159071	-2.27087440892554	-0.4	0.0122709923562115	-3.6940944345047
ENSMUSG00000020895	Tmem107	1429058_at							-0.3	0.0149130698847524	-3.545225670175
ENSMUSG00000020897	Aurkb	1424128_x_at	0.3	0.0550450332871718	3.50474877716483	0.4	8.79874341940838E-4	6.33808102740324	0.6	0.00213530562424053	5.22668037541524
ENSMUSG00000020899	Pfas	1455496_at				0.7	0.00124646973834734	5.91965240887893	0.3	0.170332731566224	1.75584514123254
ENSMUSG00000020900	Myh10	1452740_at				-0.4	0.00271852144452751	-5.11681539954073	-0.2	0.0490664284522338	-2.66111102910445
ENSMUSG00000020901	Pik3r5	1434980_at				0.2	0.107216369041657	2.11365616924152	0.3	0.0348081778678043	2.90943284749673
ENSMUSG00000020902	Ntn1	1454974_at				-0.8	9.10427398040038E-4	-6.29363471254261	-0.7	0.00666602742998797	-4.19903608057639
ENSMUSG00000020903	Stx8	1418089_at							0.1	0.498031878986758	0.863136664174406
ENSMUSG00000020904	Cfap52	1429552_at	-0.2	0.339104031693099	-1.6697983913617	-0.4	0.00198809155791285	-5.42784302851076	-0.3	0.0639853390848262	-2.46695624361373
